client,probability_return,predicted_class,Recency,Frequency,Monetary,total_quantity,unique_items
client9192,0.030945517,0,381,2,5200,16,6
client29544,0.030945517,0,401,3,5875,15,6
client29313,0.030945517,0,422,1,7643,15,13
client22252,0.030945517,0,428,1,4760,7,6
client22261,0.030945517,0,418,1,2894,6,2
client12489,0.030945517,0,424,3,2997,13,9
client5666,0.030945517,0,386,1,6493,7,3
client29477,0.030945517,0,408,1,2606,21,8
client22139,0.030945517,0,390,2,7471,17,10
client12305,0.030945517,0,384,2,7188,12,2
client4001,0.030945517,0,411,3,7670,15,8
client124,0.030945517,0,389,1,6927,13,8
client5676,0.030945517,0,409,2,2681,9,3
client29207,0.030945517,0,389,1,5730,11,4
client5690,0.030945517,0,408,2,2906,6,6
client22133,0.030945517,0,397,2,9716,7,5
client1237,0.030945517,0,422,2,2703,7,7
client16282,0.030945517,0,421,1,5665,11,3
client2949,0.030945517,0,392,4,5299,16,7
client12294,0.030945517,0,422,1,5799,21,10
client33837,0.030945517,0,422,1,11131,15,13
client22068,0.030945517,0,376,1,4610,16,5
client29239,0.030945517,0,403,1,4177,9,4
client36743,0.030945517,0,432,5,3754,12,9
client21996,0.030945517,0,373,2,4247,16,6
client921,0.030945517,0,412,5,4464,19,15
client12458,0.030945517,0,409,1,5050,6,3
client22297,0.030945517,0,409,1,2803,8,5
client29415,0.030945517,0,418,1,7624,7,6
client29528,0.030922921,0,663,4,32587,131,33
client20842,0.030915307,0,365,3,30856,38,21
client19488,0.030915307,0,358,13,31819,39,31
client28639,0.030915307,0,347,5,31182,80,24
client9128,0.030915307,0,366,2,30608,45,11
client11536,0.030915307,0,341,6,31878,87,22
client35659,0.030912679,0,568,4,2509,81,42
client20983,0.030904315,0,444,4,7077,49,24
client631,0.030904315,0,441,5,8649,38,12
client3216,0.030904315,0,435,6,9451,41,11
client10104,0.030904315,0,445,4,4135,40,22
client2396,0.030904315,0,434,5,4120,40,18
client41668,0.030904315,0,442,2,8615,50,15
client32903,0.030904315,0,439,4,3546,39,20
client39267,0.030904315,0,444,1,9892,36,11
client9442,0.030904315,0,443,5,2627,36,21
client18969,0.030904315,0,444,8,8288,37,9
client24360,0.030886572,0,396,1,1588,4,2
client13868,0.030886572,0,398,1,1566,4,3
client10819,0.030886572,0,407,1,1588,2,2
client8226,0.030886572,0,390,1,1578,2,1
client30431,0.030886572,0,400,1,1595,5,4
client9009,0.030886572,0,398,1,1548,2,2
client36005,0.030886572,0,422,2,1587,3,3
client14095,0.030886572,0,400,1,1564,2,2
client22771,0.030886572,0,432,1,1535,5,2
client42466,0.030886572,0,403,1,1538,2,2
client1536,0.030886572,0,423,1,1585,5,3
client29985,0.030886572,0,399,1,1560,2,2
client9570,0.030886572,0,408,1,1554,5,5
client17751,0.030886572,0,393,1,1576,4,4
client32288,0.030886572,0,410,1,1576,4,4
client42448,0.030886572,0,422,2,1576,4,4
client37704,0.030860264,0,370,15,13752,81,45
client2477,0.030767135,0,438,1,2514,29,9
client42514,0.030687768,0,748,1,1047,3,3
client41585,0.030687768,0,743,1,1393,7,1
client9886,0.030687768,0,718,1,1120,2,2
client33958,0.030687768,0,745,1,1505,7,6
client38561,0.030687768,0,741,1,1395,5,1
client40417,0.030687768,0,727,1,540,8,6
client11405,0.030687768,0,735,1,614,4,2
client6192,0.030687768,0,741,1,1431,5,2
client37422,0.030687768,0,724,1,1248,1,1
client5768,0.030687768,0,747,1,1118,2,2
client3479,0.030687768,0,751,1,1183,7,4
client40780,0.030687768,0,742,1,1128,4,2
client35776,0.030687768,0,729,1,502,4,3
client22759,0.030687768,0,726,1,1090,10,2
client30333,0.030687768,0,719,1,529,3,3
client8912,0.030687768,0,759,1,1482,1,1
client32787,0.030687768,0,731,1,1273,7,5
client23678,0.030687768,0,742,1,1238,2,2
client35939,0.030687768,0,726,1,1175,5,3
client14877,0.030687768,0,736,1,728,2,2
client13782,0.030687768,0,720,1,1421,5,3
client34240,0.030687768,0,737,1,1117,7,4
client26789,0.030687768,0,724,2,1192,4,4
client15656,0.030687768,0,741,1,758,2,2
client40193,0.030687768,0,750,1,943,3,1
client19101,0.030687768,0,732,1,1012,10,5
client36668,0.030687768,0,724,1,796,4,2
client38332,0.030687768,0,738,1,615,1,1
client22893,0.030687768,0,749,1,1048,2,2
client34503,0.030687768,0,758,1,1322,4,3
client24027,0.030687768,0,759,1,1197,3,1
client11251,0.030687768,0,731,1,1129,1,1
client27111,0.030687768,0,750,1,1408,6,5
client18133,0.030687768,0,751,1,1342,6,6
client41864,0.030687768,0,730,1,1030,6,3
client32307,0.030687768,0,723,1,1524,6,3
client6699,0.030687768,0,745,1,1098,2,2
client11300,0.030687768,0,731,1,657,3,3
client2173,0.030687768,0,725,1,626,4,3
client36139,0.030687768,0,729,1,1020,6,3
client23321,0.030687768,0,739,1,1416,5,4
client27261,0.030687768,0,720,1,1213,9,4
client27192,0.030687768,0,723,1,1389,4,3
client16762,0.030687768,0,741,1,1200,3,1
client11638,0.030687768,0,729,1,1515,5,5
client7041,0.030687768,0,720,1,812,6,5
client7044,0.030687768,0,719,1,1048,3,1
client36488,0.030687768,0,733,1,799,1,1
client27599,0.030687768,0,718,2,817,3,3
client28141,0.030687768,0,737,1,1459,7,2
client22061,0.030687768,0,738,1,1297,3,3
client41895,0.030687768,0,757,1,948,2,2
client27227,0.030687768,0,755,1,1098,2,1
client27236,0.030687768,0,736,1,1060,10,4
client30946,0.030687768,0,730,1,1313,5,3
client7052,0.030687768,0,729,1,1413,7,5
client21696,0.030687768,0,752,1,1248,2,2
client18111,0.030687768,0,721,1,1451,7,2
client23639,0.030687768,0,732,1,1170,8,2
client34314,0.030687768,0,729,1,1211,5,5
client3648,0.030687768,0,753,1,1250,9,6
client1439,0.030687768,0,726,1,958,4,4
client33673,0.030687768,0,746,1,678,2,2
client2511,0.030687768,0,759,1,1139,7,5
client3858,0.030687768,0,745,1,1099,1,1
client16831,0.030687768,0,731,1,1505,5,5
client3654,0.030687768,0,746,1,1133,3,3
client27675,0.030687768,0,749,1,579,7,4
client12753,0.030687768,0,723,2,912,8,6
client10706,0.030687768,0,758,1,1515,7,3
client10700,0.030687768,0,742,1,1223,4,2
client2860,0.030687768,0,729,1,500,1,1
client30665,0.030687768,0,727,1,999,1,1
client24806,0.030687768,0,738,1,1130,4,4
client7020,0.030687768,0,733,1,1099,1,1
client12606,0.030687768,0,723,1,1308,10,4
client30982,0.030687768,0,760,1,791,9,5
client27044,0.030687768,0,734,1,1199,1,1
client2832,0.030687768,0,754,1,875,5,4
client14729,0.030687768,0,749,1,1499,1,1
client5231,0.030687768,0,746,1,999,1,1
client10489,0.030687768,0,723,1,1183,3,3
client28560,0.030687768,0,726,1,554,4,3
client32022,0.030687768,0,735,1,1265,6,5
client7296,0.030687768,0,719,1,1046,5,5
client16928,0.030687768,0,737,1,1395,5,3
client40688,0.030687768,0,753,1,1102,8,4
client23841,0.030687768,0,733,1,1034,4,2
client21272,0.030687768,0,750,1,854,6,2
client13959,0.030687768,0,722,1,1062,5,3
client24367,0.030687768,0,739,1,1120,6,6
client42576,0.030687768,0,757,1,1012,4,4
client12506,0.030687768,0,756,1,875,5,3
client652,0.030687768,0,737,1,857,3,2
client36913,0.030687768,0,749,1,1129,1,1
client39485,0.030687768,0,726,1,1399,1,1
client9256,0.030687768,0,745,1,1328,2,2
client41348,0.030687768,0,725,1,1060,4,1
client11161,0.030687768,0,736,1,1396,4,1
client12547,0.030687768,0,738,1,1484,6,4
client19292,0.030687768,0,733,1,799,1,1
client15906,0.030687768,0,732,1,871,5,4
client19942,0.030687768,0,734,1,1196,4,1
client21129,0.030687768,0,743,2,1022,10,6
client34743,0.030687768,0,729,1,1455,5,5
client17066,0.030687768,0,753,1,903,7,3
client40306,0.030687768,0,746,1,983,3,2
client2376,0.030687768,0,742,1,1246,4,3
client17054,0.030687768,0,723,1,1167,9,2
client26003,0.030687768,0,730,1,1367,9,3
client3190,0.030687768,0,758,1,1076,10,4
client37586,0.030687768,0,722,1,1098,2,1
client36354,0.030687768,0,718,1,1239,2,2
client3846,0.030687768,0,758,1,1099,1,1
client2643,0.030687768,0,726,1,799,1,1
client24425,0.030687768,0,726,1,1095,5,1
client32881,0.030687768,0,722,1,596,4,3
client32851,0.030687768,0,738,1,1365,3,1
client34162,0.030687768,0,737,1,1045,5,4
client6000,0.030687768,0,755,1,518,2,2
client21271,0.030687768,0,737,1,834,6,3
client15276,0.030687768,0,755,1,1495,5,1
client12861,0.030687768,0,745,1,899,1,1
client16634,0.030687768,0,740,1,1129,1,1
client19242,0.030687768,0,754,1,1530,5,4
client1874,0.030687768,0,734,1,702,7,4
client224,0.030687768,0,724,1,1499,1,1
client25013,0.030687768,0,725,1,1242,4,2
client10170,0.030687768,0,727,1,1095,5,5
client2631,0.030687768,0,755,1,673,7,5
client28482,0.03067609,0,700,1,12000,30,1
client10445,0.03067609,0,695,1,12006,25,1
client15549,0.03067609,0,611,1,11725,35,1
client34307,0.030612834,0,733,1,1899,31,2
client31900,0.030607965,0,447,4,9800,54,11
client12276,0.030607965,0,471,3,5883,68,31
client23104,0.030607965,0,586,3,7689,61,30
client33450,0.030607965,0,513,4,9859,64,25
client21988,0.030607965,0,576,4,8925,65,29
client21824,0.030607965,0,479,5,5910,56,30
client25673,0.030607965,0,581,11,10128,57,20
client18515,0.030607965,0,557,2,7766,65,7
client38419,0.030607965,0,555,3,8926,54,27
client8350,0.030607965,0,494,4,6380,57,8
client36788,0.030607965,0,576,5,7465,60,19
client3881,0.030607965,0,455,3,6987,66,21
client33945,0.030607965,0,455,6,8516,58,19
client32784,0.030607965,0,590,2,8271,58,29
client8439,0.030607965,0,457,11,7819,55,31
client21337,0.030607965,0,480,5,8622,54,32
client2668,0.030607965,0,540,12,6620,67,26
client20548,0.030567413,0,613,1,1535,41,14
client8109,0.030564064,0,434,1,4126,77,34
client24010,0.030557273,0,370,1,1471,19,9
client655,0.030557273,0,368,1,1291,17,7
client38403,0.030531023,0,553,2,1538,30,21
client328,0.030531023,0,535,6,1536,29,8
client38778,0.030531023,0,598,1,1534,27,25
client4017,0.030452598,0,378,3,3911,26,10
client15920,0.030452598,0,421,2,7707,35,22
client39767,0.030452598,0,429,1,4546,24,4
client40075,0.030452598,0,382,2,9731,29,5
client16206,0.030452598,0,418,2,6065,27,9
client18468,0.030452598,0,403,1,7716,23,6
client38816,0.030452598,0,397,2,5303,27,3
client10055,0.030452598,0,381,8,7057,30,8
client8317,0.030452598,0,374,4,6119,33,24
client38,0.030452598,0,393,4,4403,28,17
client28309,0.030452598,0,402,2,5044,24,16
client41121,0.030452598,0,430,6,9445,25,11
client30093,0.030452598,0,411,3,7481,32,14
client21411,0.030452598,0,421,2,5262,28,3
client31313,0.030452598,0,393,4,10046,23,15
client27834,0.030452598,0,394,3,4912,24,5
client21250,0.030452598,0,431,4,3549,27,19
client1898,0.030452598,0,389,1,2777,31,10
client14161,0.030452598,0,385,3,7408,30,21
client40068,0.030452598,0,411,5,5949,27,23
client34095,0.030452598,0,387,1,7345,27,4
client37501,0.030452598,0,386,1,5374,34,4
client25168,0.030452598,0,388,1,5488,32,17
client14750,0.030452598,0,403,3,3745,27,5
client39478,0.030452598,0,379,3,6148,33,15
client39904,0.030452598,0,402,1,3006,28,12
client4730,0.030452598,0,425,1,7105,26,13
client31818,0.030452598,0,394,4,6073,30,24
client31949,0.030452598,0,408,6,3830,29,11
client23337,0.030452598,0,410,1,7336,35,17
client39184,0.030452598,0,381,3,4430,31,17
client33456,0.030452598,0,416,4,10124,30,11
client25338,0.030452598,0,401,1,2637,23,4
client37398,0.030452598,0,394,2,3015,32,22
client16764,0.030452598,0,424,2,4041,35,4
client2918,0.030452598,0,402,2,10248,29,7
client37285,0.030452598,0,430,2,2569,26,17
client1553,0.030452598,0,394,2,10592,26,6
client31506,0.030452598,0,425,2,2819,27,18
client6027,0.030452598,0,377,3,7762,28,7
client5862,0.030452598,0,371,9,4931,27,12
client11305,0.030452598,0,408,3,5491,27,10
client27598,0.030452598,0,400,1,3906,33,27
client6379,0.030452598,0,428,1,8373,35,26
client184,0.030452598,0,378,5,9953,30,11
client10006,0.030452598,0,422,1,4493,27,6
client29202,0.030452598,0,430,6,4382,27,18
client28413,0.030452598,0,424,1,6041,23,4
client41541,0.030452598,0,385,1,6438,28,13
client35819,0.030452598,0,377,1,3450,34,13
client30857,0.030452598,0,375,3,4539,27,8
client11302,0.030452598,0,400,2,7216,25,17
client34288,0.030452598,0,426,3,2808,24,14
client38904,0.030452598,0,407,4,6491,29,19
client7937,0.030452598,0,389,4,9762,34,11
client40086,0.030452598,0,395,2,2827,33,4
client6319,0.030452598,0,400,2,2963,27,6
client13218,0.030452598,0,398,3,4184,24,14
client23997,0.030452598,0,422,1,4797,29,24
client2245,0.030452598,0,403,5,8764,30,16
client40036,0.030452598,0,401,1,6794,35,4
client32314,0.030452598,0,415,7,8824,29,12
client6329,0.030452598,0,404,2,6116,24,11
client4849,0.030452598,0,410,1,4222,29,5
client3639,0.030452598,0,377,1,2949,23,5
client8826,0.030452598,0,426,1,3664,28,14
client20463,0.030452598,0,394,3,6317,25,11
client7120,0.030452598,0,381,2,5386,29,8
client42228,0.030452598,0,414,1,10466,30,18
client29821,0.030452598,0,407,6,8823,27,9
client38121,0.030452598,0,396,1,3799,23,13
client21336,0.030452598,0,383,3,2870,27,13
client247,0.030452598,0,426,7,10227,24,21
client33916,0.030452598,0,403,4,3399,28,19
client7702,0.030452598,0,426,5,4746,29,16
client1479,0.030452598,0,401,4,5420,26,13
client29830,0.030452598,0,386,2,5912,30,8
client19743,0.030452598,0,371,1,7087,27,16
client894,0.030452598,0,413,3,5696,30,15
client23879,0.030452598,0,423,1,3193,29,4
client34315,0.030452598,0,395,1,7510,24,7
client5032,0.030452598,0,427,2,5127,35,23
client40929,0.030452598,0,414,5,5678,28,22
client783,0.030452598,0,395,2,8211,34,13
client6079,0.030452598,0,401,2,6918,24,11
client28793,0.030452598,0,388,3,5927,25,9
client7330,0.030452598,0,373,2,2921,23,6
client7323,0.030452598,0,401,1,3076,24,11
client10241,0.030452598,0,388,2,3399,26,7
client3876,0.030452598,0,391,4,7357,32,23
client36271,0.030452598,0,380,6,5198,24,7
client32639,0.030452598,0,386,1,3561,26,15
client14339,0.030452598,0,403,1,5319,33,20
client3623,0.030452598,0,416,1,4048,29,15
client2094,0.030452598,0,418,3,6148,26,12
client15038,0.030452598,0,401,5,9232,25,13
client16559,0.030452598,0,374,5,6704,34,24
client25686,0.030452598,0,383,2,2913,25,11
client13664,0.030452598,0,407,3,11085,24,6
client40013,0.030452598,0,405,1,7042,28,6
client34085,0.030452598,0,386,2,6858,31,11
client22102,0.030452598,0,387,1,2638,32,15
client32717,0.030452598,0,393,1,8954,30,3
client34891,0.030452598,0,390,4,3939,31,10
client21130,0.030452598,0,402,1,7012,33,15
client38932,0.030452598,0,372,8,4097,29,19
client30409,0.030452598,0,413,3,5704,32,16
client27995,0.030452598,0,389,4,8572,31,20
client35789,0.030452598,0,409,1,2611,24,12
client336,0.030452598,0,399,8,3127,32,24
client36341,0.030452598,0,374,2,8890,28,14
client10271,0.030452598,0,380,5,2755,23,21
client22178,0.030452598,0,413,8,10880,24,17
client41484,0.030452598,0,404,2,10861,29,13
client21959,0.030452598,0,418,1,3039,23,6
client9914,0.030452598,0,372,3,7164,30,11
client24548,0.030452598,0,374,5,5527,28,12
client19520,0.030452598,0,422,1,3908,26,10
client7475,0.030452598,0,383,4,4419,29,10
client32884,0.030452598,0,385,1,5551,27,16
client26099,0.030452598,0,403,2,2881,26,23
client18489,0.030452598,0,407,4,6679,24,11
client10901,0.030452598,0,384,4,6254,26,10
client7216,0.030452598,0,386,1,4762,28,3
client17553,0.030452598,0,426,1,3178,24,10
client35287,0.030452598,0,422,2,6555,29,7
client33967,0.030452598,0,404,2,10068,28,16
client28897,0.030452598,0,422,6,6269,30,23
client21845,0.030452598,0,383,1,9957,30,20
client40926,0.030452598,0,398,1,3470,32,8
client27013,0.030452598,0,394,1,6109,33,10
client22705,0.030452598,0,385,1,3749,26,16
client23716,0.030452598,0,429,1,3880,30,10
client40457,0.030452598,0,384,1,3742,30,4
client7000,0.030452598,0,424,3,5640,24,8
client5566,0.030452598,0,381,2,9323,32,5
client29492,0.030452598,0,406,1,3744,32,13
client21048,0.030452598,0,377,3,4755,31,5
client22069,0.030452598,0,389,6,3423,26,16
client3529,0.030452598,0,396,3,5740,32,18
client29630,0.030452598,0,375,3,8104,35,13
client10721,0.030452598,0,399,1,3647,23,11
client36662,0.030452598,0,418,1,8505,27,3
client35888,0.030452598,0,416,1,3984,26,4
client29803,0.030452598,0,372,2,4249,26,6
client28857,0.030452598,0,371,3,9871,33,12
client15418,0.030452598,0,389,1,2621,35,8
client32570,0.030452598,0,403,7,6647,26,19
client2362,0.030452598,0,426,1,3537,23,8
client36229,0.030452598,0,401,3,4891,31,11
client25868,0.030452598,0,405,4,7076,29,14
client20957,0.030452598,0,389,1,3788,29,27
client11442,0.030452598,0,412,3,10277,27,8
client12073,0.030452598,0,395,3,6521,32,9
client31014,0.030452598,0,395,3,10929,27,6
client9478,0.030452598,0,403,4,6131,31,15
client305,0.03045078,0,369,3,20404,72,22
client6879,0.030434757,0,698,1,35540,80,2
client34442,0.030405644,0,591,1,2313,56,44
client6756,0.030405644,0,480,2,2507,57,50
client38168,0.030405644,0,520,2,2181,54,52
client41745,0.030405644,0,596,1,2423,62,39
client34103,0.030405644,0,578,2,2397,65,38
client36287,0.030386223,0,386,2,5735,47,42
client10738,0.030386223,0,392,1,5604,48,44
client24096,0.030386223,0,402,2,8766,43,33
client36109,0.030348426,0,703,4,11330,59,13
client31945,0.030284826,0,435,1,1991,9,2
client4765,0.030284826,0,433,1,1979,10,8
client15856,0.030284826,0,437,1,1839,9,2
client34168,0.030284826,0,433,1,1935,15,5
client5170,0.030284826,0,434,2,1945,7,4
client11288,0.030284826,0,438,1,1690,10,1
client37240,0.030284826,0,445,1,1968,12,3
client16792,0.030284826,0,437,1,1730,6,5
client36223,0.030284826,0,442,1,1630,14,11
client21378,0.030284826,0,443,1,1607,6,5
client27686,0.030284826,0,439,1,1923,17,10
client36273,0.030284826,0,435,1,1808,12,10
client38208,0.030284826,0,441,2,1624,8,3
client1846,0.030284826,0,443,1,1799,21,3
client18820,0.030284826,0,441,1,1611,10,4
client30118,0.030284826,0,435,1,1798,6,3
client34188,0.030284826,0,444,1,1807,13,7
client21318,0.030284826,0,443,1,1830,6,3
client22031,0.030284826,0,433,3,1838,16,9
client30186,0.030276785,0,544,2,1929,50,18
client30414,0.030276785,0,561,1,1653,36,27
client27881,0.030276785,0,593,1,1725,42,28
client30045,0.030276785,0,590,2,1779,36,11
client6209,0.03023245,0,695,1,11420,57,18
client7375,0.030218847,0,378,5,28735,108,39
client6600,0.030218847,0,416,7,26323,111,51
client38978,0.030218847,0,382,11,23852,140,41
client18534,0.030218847,0,380,13,20794,106,54
client20294,0.030218847,0,428,10,28639,139,44
client33404,0.030218847,0,412,8,17467,139,34
client13241,0.030167023,0,482,1,12348,27,2
client1814,0.030167023,0,504,1,14270,30,2
client34477,0.030150052,0,444,1,12513,52,19
client24000,0.030143438,0,554,10,33535,98,41
client8433,0.030067291,0,399,1,2059,17,2
client24947,0.030067291,0,425,1,2526,6,5
client19951,0.030067291,0,384,1,2394,6,1
client35449,0.030067291,0,422,1,2196,12,1
client12771,0.030067291,0,415,1,2416,19,14
client39123,0.030067291,0,396,1,2215,6,6
client6884,0.030067291,0,372,2,2357,9,4
client28271,0.030067291,0,402,1,2049,21,6
client24990,0.030067291,0,428,4,2418,17,9
client14325,0.030067291,0,397,1,2276,14,3
client28320,0.030067291,0,426,1,2465,16,2
client37953,0.030067291,0,389,2,2341,7,4
client3343,0.030067291,0,416,1,2060,12,6
client21700,0.030067291,0,418,1,2451,17,7
client200,0.030067291,0,374,1,2413,7,2
client41581,0.030067291,0,377,1,2054,6,2
client31868,0.030067291,0,427,1,2525,19,12
client41434,0.030067291,0,382,1,2283,9,5
client27160,0.030067291,0,399,1,2006,9,4
client38070,0.030067291,0,408,2,2443,7,2
client32766,0.030067291,0,428,2,2064,6,5
client40348,0.030067291,0,426,1,2010,6,2
client28013,0.030067291,0,383,1,2211,15,7
client14048,0.030067291,0,386,1,2392,12,8
client41518,0.030067291,0,404,1,2433,7,4
client6645,0.030067291,0,393,2,2378,8,7
client1624,0.030067291,0,373,4,2544,17,8
client30294,0.030067291,0,430,1,2279,9,7
client6774,0.030067291,0,399,1,2510,6,5
client13799,0.030067291,0,423,1,2234,18,4
client34170,0.030067291,0,400,1,2473,13,8
client39704,0.030067291,0,409,1,2227,15,4
client503,0.030067291,0,402,1,2496,17,11
client21054,0.030067291,0,380,2,2424,6,4
client2452,0.030067291,0,379,2,2284,14,11
client22794,0.030067291,0,421,2,2139,11,11
client21440,0.030067291,0,400,1,2280,9,8
client38341,0.030067291,0,398,2,2017,9,6
client40393,0.030067291,0,373,1,2418,6,3
client40398,0.030067291,0,428,1,2273,7,4
client15500,0.030067291,0,386,1,2188,10,6
client5445,0.030067291,0,391,1,2163,6,6
client15977,0.030067291,0,421,2,2112,12,9
client19541,0.030067291,0,385,1,2549,11,5
client9885,0.030067291,0,406,1,2000,12,11
client11042,0.030067291,0,392,1,2388,10,1
client29365,0.030067291,0,418,1,2332,8,8
client9881,0.030067291,0,396,1,2239,21,2
client33118,0.030067291,0,397,1,2274,6,4
client8996,0.030067291,0,425,2,2316,10,8
client33214,0.030067291,0,396,1,2133,17,3
client8140,0.030067291,0,409,1,2100,7,2
client10013,0.030067291,0,407,3,2502,16,9
client6703,0.030067291,0,409,2,2348,12,5
client5614,0.030067291,0,419,3,2095,10,7
client10014,0.030067291,0,387,3,2206,13,11
client42658,0.030067291,0,381,2,2283,8,7
client29203,0.030067291,0,426,1,2251,9,7
client17035,0.030067291,0,388,2,2121,13,7
client17039,0.030067291,0,409,2,2071,13,7
client11131,0.030067291,0,383,1,2018,7,6
client28957,0.030067291,0,379,2,2053,13,7
client17073,0.030067291,0,408,3,2200,13,6
client14010,0.030067291,0,415,1,2529,7,4
client12913,0.030067291,0,425,1,2253,7,2
client6738,0.030067291,0,372,2,2419,11,4
client29578,0.030067291,0,408,1,2026,6,4
client15080,0.030067291,0,413,1,2108,12,2
client22593,0.030067291,0,404,1,2094,6,1
client12927,0.030067291,0,388,1,2019,6,3
client7428,0.030067291,0,423,2,2284,15,10
client40308,0.030067291,0,421,1,2470,11,8
client10136,0.030067291,0,402,2,2052,8,7
client27596,0.030067291,0,382,1,2042,6,4
client30521,0.030067291,0,387,1,2021,9,8
client17775,0.030067291,0,398,2,2361,9,8
client12472,0.030067291,0,422,1,2260,10,9
client34186,0.030067291,0,372,2,2106,18,8
client18020,0.030067291,0,400,1,2088,10,8
client32449,0.030067291,0,409,1,2428,17,2
client28566,0.030067291,0,410,1,2042,6,3
client2401,0.030067291,0,387,1,2223,11,6
client15671,0.030067291,0,411,1,2192,10,6
client14169,0.030067291,0,429,1,2076,6,4
client32339,0.030067291,0,419,2,2195,17,14
client20503,0.030067291,0,371,1,2345,13,3
client23274,0.030067291,0,403,1,2388,10,1
client10581,0.030067291,0,407,2,2396,10,8
client3719,0.030067291,0,400,1,2448,12,3
client11812,0.030067291,0,429,1,2080,16,10
client18922,0.030067291,0,429,4,1998,22,5
client12643,0.030067291,0,422,2,2429,20,16
client7083,0.030067291,0,389,3,2475,7,6
client708,0.030067291,0,422,2,2023,7,6
client11603,0.030067291,0,394,2,2406,21,15
client41889,0.030067291,0,377,1,2095,11,4
client18294,0.030067291,0,418,1,2346,14,7
client41897,0.030067291,0,411,1,2169,19,9
client14557,0.030067291,0,403,1,2276,10,7
client656,0.030067291,0,375,1,2369,11,3
client18376,0.030067291,0,388,3,2185,7,7
client6612,0.030067291,0,420,1,2476,10,8
client30676,0.030067291,0,386,1,2316,6,5
client16695,0.030067291,0,408,3,2149,11,5
client8308,0.030067291,0,429,5,2451,11,10
client30579,0.030067291,0,423,1,2350,10,6
client39673,0.030067291,0,424,1,2385,14,10
client17853,0.030067291,0,389,1,2468,13,7
client13740,0.030067291,0,386,1,2432,9,8
client17864,0.030067291,0,410,1,2407,9,6
client39991,0.030067291,0,426,1,2518,12,11
client4868,0.030067291,0,398,2,2003,13,11
client35877,0.030067291,0,381,1,2184,6,5
client4484,0.030067291,0,373,4,2339,19,14
client15490,0.030067291,0,374,2,2074,6,5
client34180,0.030067291,0,424,2,2408,12,3
client7218,0.030067291,0,389,3,2200,16,11
client29839,0.030067291,0,418,1,2168,12,12
client17927,0.030067291,0,428,1,2494,10,8
client17932,0.030067291,0,422,1,2170,8,2
client30649,0.030067291,0,383,3,2013,9,9
client42216,0.030067291,0,405,1,2232,14,3
client6265,0.030067291,0,412,1,2503,6,5
client8850,0.030067291,0,428,1,2312,8,1
client4513,0.030067291,0,425,1,2410,10,2
client20615,0.030067291,0,385,1,2009,11,4
client19608,0.030067291,0,410,1,2190,10,1
client11898,0.030067291,0,422,3,2140,13,9
client15903,0.030062571,0,437,7,5896,55,33
client41583,0.030062571,0,440,4,4228,61,33
client11286,0.029927041,0,657,1,22990,1,1
client8599,0.029927041,0,653,1,17990,1,1
client34790,0.029927041,0,680,1,19138,3,3
client17788,0.029927041,0,673,1,12597,3,3
client25123,0.029927041,0,651,1,28289,2,2
client36405,0.029927041,0,658,1,26490,1,1
client29165,0.029927041,0,645,1,12457,5,5
client20218,0.029927041,0,625,1,13639,2,2
client31106,0.029927041,0,634,1,15831,1,1
client41406,0.029927041,0,705,1,12376,4,4
client17495,0.029927041,0,611,2,17029,3,3
client16025,0.029909575,0,414,3,11273,7,6
client1409,0.029909575,0,408,1,11216,18,12
client34438,0.029909575,0,418,1,11287,13,7
client38742,0.029909575,0,422,1,11340,21,3
client21681,0.029894084,0,443,6,7909,81,16
client18846,0.029894084,0,442,4,6548,83,19
client6184,0.029892955,0,630,1,228,6,5
client24044,0.029892955,0,665,1,339,1,1
client5465,0.029892955,0,653,1,263,3,3
client31374,0.029892955,0,609,1,359,1,1
client14874,0.029892955,0,637,1,389,3,3
client13780,0.029892955,0,668,1,399,1,1
client12013,0.029892955,0,653,2,72,2,2
client34118,0.029892955,0,648,1,85,1,1
client16354,0.029892955,0,619,1,75,1,1
client31931,0.029892955,0,642,1,215,4,3
client25651,0.029892955,0,636,1,378,2,2
client40479,0.029892955,0,659,1,189,1,1
client27126,0.029892955,0,627,1,445,5,2
client14700,0.029892955,0,672,1,124,4,4
client14722,0.029892955,0,655,1,135,1,1
client7162,0.029892955,0,629,1,288,2,2
client34968,0.029892955,0,665,1,35,1,1
client6290,0.029892955,0,648,1,289,1,1
client30691,0.029892955,0,639,1,234,2,2
client16323,0.029892955,0,618,1,389,8,6
client20689,0.029892955,0,643,1,333,7,3
client34948,0.029892955,0,653,1,358,2,2
client30662,0.029892955,0,655,1,39,1,1
client16691,0.029892955,0,624,1,319,1,1
client27674,0.029892955,0,652,1,389,1,1
client5683,0.029892955,0,615,1,367,3,3
client12481,0.029892955,0,613,1,120,5,2
client30300,0.029892955,0,641,2,328,8,1
client12014,0.029892955,0,645,1,118,2,1
client37070,0.029892955,0,667,1,319,1,1
client38365,0.029892955,0,668,1,59,1,1
client29103,0.029892955,0,636,1,392,5,4
client9253,0.029892955,0,643,1,399,1,1
client33084,0.029892955,0,613,1,199,1,1
client12392,0.029892955,0,618,1,195,1,1
client8965,0.029892955,0,610,1,369,1,1
client33560,0.029892955,0,624,1,212,4,3
client8621,0.029892955,0,645,1,90,2,1
client19278,0.029892955,0,653,1,433,3,3
client31639,0.029892955,0,632,1,376,4,2
client33116,0.029892955,0,637,1,62,1,1
