client,probability_return,predicted_class,Recency,Frequency,Monetary,total_quantity,unique_items
client41126,0.47867015,0,3,54,276436,1025,126
client28721,0.4739813,0,3,61,97931,511,156
client11168,0.4739813,0,3,98,71258,401,145
client26714,0.4739813,0,3,30,77837,381,124
client16905,0.4739813,0,3,64,100654,554,129
client12397,0.4739813,0,3,60,137506,497,153
client35056,0.4739813,0,3,26,85773,458,168
client32063,0.4739813,0,3,25,55459,445,119
client45,0.4739813,0,3,44,124023,439,126
client31260,0.4739813,0,3,47,129682,441,116
client38092,0.4739813,0,3,49,69036,392,118
client22818,0.4739813,0,3,61,69127,419,150
client31472,0.4739813,0,3,44,71069,359,134
client12222,0.4739813,0,3,34,70905,367,135
client26422,0.4739813,0,3,44,96076,551,125
client10939,0.46715105,0,3,76,261408,1081,201
client33222,0.46715105,0,3,60,190828,1038,235
client31864,0.46715105,0,3,57,166518,846,224
client3934,0.46715105,0,3,49,169241,732,247
client24815,0.46715105,0,3,97,175429,1100,282
client9021,0.46715105,0,3,66,200014,736,276
client38188,0.4670739,0,5,34,207288,739,124
client6431,0.4670739,0,5,71,187651,687,148
client37481,0.46247488,0,3,52,107710,433,187
client40657,0.46239784,0,5,34,142945,453,110
client18201,0.46239784,0,4,76,117690,568,133
client36168,0.46239784,0,5,57,137294,399,159
client800,0.46239784,0,4,58,139147,416,159
client17254,0.46239784,0,5,29,106104,374,110
client31942,0.46239784,0,4,48,68819,392,139
client22253,0.46239784,0,5,45,117208,497,131
client5781,0.46239784,0,5,34,116749,410,125
client10707,0.46239784,0,5,52,85427,370,129
client21655,0.46239784,0,5,21,80090,445,112
client18322,0.46239784,0,4,66,128997,472,176
client2561,0.46239784,0,5,75,95334,384,110
client18390,0.46239784,0,5,41,101098,415,138
client3521,0.46239784,0,4,51,84673,428,160
client19269,0.46239784,0,5,84,58988,405,144
client29871,0.46239784,0,5,64,152873,363,166
client18576,0.46239784,0,4,34,104243,578,166
client28118,0.46239784,0,4,54,61855,497,116
client42103,0.46239784,0,5,63,89498,356,137
client16906,0.46239784,0,4,58,116457,449,124
client38201,0.46239784,0,5,37,75750,379,124
client11769,0.46071908,0,4,10,121343,454,19
client28574,0.45916417,0,3,51,35727,365,116
client15563,0.457806,0,3,36,65193,277,116
client17953,0.457806,0,3,32,62542,250,114
client19582,0.457806,0,3,23,86195,192,120
client35786,0.457806,0,3,71,52567,275,133
client14694,0.457806,0,3,38,59272,270,125
client13557,0.457806,0,3,34,83870,266,166
client27038,0.457806,0,3,59,94319,261,116
client25428,0.457806,0,3,32,124025,302,113
client31050,0.457806,0,3,35,53157,345,138
client32425,0.45612973,0,3,6,83958,208,11
client3353,0.45558995,0,4,81,240203,1095,308
client17131,0.45558995,0,4,66,224816,665,189
client37602,0.45558995,0,5,90,196030,952,283
client39975,0.45558995,0,4,81,184441,1499,217
client625,0.45558995,0,4,70,281904,842,228
client33088,0.45558995,0,5,133,249284,1151,186
client40930,0.45093158,0,4,48,133343,546,220
client22983,0.45093158,0,5,69,88571,526,195
client32133,0.45093158,0,4,53,121052,516,267
client37325,0.45093158,0,5,64,104918,465,190
client18154,0.45093158,0,5,115,161175,627,287
client11690,0.45093158,0,5,57,149301,552,224
client8050,0.45093158,0,4,49,91969,519,183
client2156,0.45093158,0,5,55,89202,503,201
client37720,0.44882473,0,4,11,68644,412,38
client4211,0.44882473,0,4,14,66940,421,42
client23919,0.44635907,0,3,29,93659,324,199
client25667,0.4462825,0,4,42,58542,242,120
client12503,0.4462825,0,5,31,101258,341,122
client16895,0.4462825,0,5,19,72139,247,153
client9790,0.4462825,0,5,32,51569,228,131
client28760,0.4462825,0,5,27,145447,285,120
client38762,0.4462825,0,4,25,68482,279,115
client41293,0.4462825,0,5,8,87132,332,121
client6033,0.4462825,0,4,73,60319,220,120
client3356,0.4462825,0,4,71,72072,263,125
client67,0.4462825,0,4,45,73009,300,127
client27063,0.4462825,0,5,36,60188,349,130
client39768,0.4462825,0,5,31,98723,346,149
client7117,0.4462825,0,5,42,55066,278,134
client21644,0.4462825,0,4,50,97914,310,151
client28204,0.44461387,0,4,10,100012,190,20
client6074,0.44425625,0,3,10,111485,188,39
client29149,0.44425625,0,3,13,57975,291,40
client4675,0.44425625,0,3,10,61834,241,42
client30443,0.44425625,0,3,24,75379,253,43
client12739,0.44425464,0,3,40,112711,655,173
client23286,0.4430686,0,3,38,36157,255,132
client37651,0.4430686,0,3,35,43356,270,116
client3082,0.44262782,0,3,88,225643,472,181
client26037,0.4425514,0,5,17,172231,620,121
client15265,0.4425514,0,4,43,175503,411,116
client30689,0.43825105,0,5,28,43524,245,144
client4504,0.43825105,0,4,15,48623,260,156
client4956,0.43825105,0,4,22,48626,210,114
client42450,0.43753782,0,3,168,119563,548,101
client18052,0.43753782,0,3,24,81579,352,105
client37232,0.43753782,0,3,47,119358,381,96
client26676,0.43753782,0,3,42,78959,386,84
client9706,0.43753782,0,3,42,106232,390,96
client35973,0.43753782,0,3,51,88940,392,88
client13729,0.43753782,0,3,35,159272,400,83
client14276,0.43753782,0,3,48,98434,482,75
client18437,0.43753782,0,3,35,136010,511,102
client34160,0.4342765,0,3,3,46469,194,9
client34572,0.43329123,0,6,69,133088,411,141
client41168,0.43329123,0,6,42,120995,590,110
client16129,0.43329123,0,6,44,72558,363,126
client5697,0.43329123,0,6,31,122302,439,120
client40275,0.43329123,0,6,53,72467,354,169
client3884,0.43329123,0,6,47,118775,425,135
client15738,0.43329123,0,6,50,136915,589,169
client31144,0.43329123,0,6,44,72646,491,125
client14583,0.43329123,0,6,65,119058,601,173
client30936,0.43329123,0,6,41,57539,466,166
client40017,0.432876,0,3,74,153254,763,311
client24966,0.432876,0,3,86,145415,858,257
client2816,0.43279994,0,5,68,131294,721,157
client36956,0.43279994,0,4,61,126123,906,117
client22555,0.43245792,0,1,40,175051,809,168
client25,0.43245792,0,1,54,191966,679,153
client34721,0.43245792,0,1,99,212255,863,150
client17719,0.43245792,0,2,28,235355,1366,121
client21359,0.43245792,0,1,48,352441,804,136
client35976,0.4321911,0,4,11,36942,588,31
client27711,0.43162075,0,5,31,36809,250,122
client38267,0.43118253,0,5,72,196675,595,211
client7430,0.43072665,0,4,37,188978,762,82
client20988,0.43072665,0,4,35,405102,921,82
client14253,0.42960945,0,3,15,34941,197,40
client9998,0.42960945,0,3,32,38666,248,37
client29391,0.42960945,0,3,15,38505,182,42
client22321,0.42960945,0,3,29,37733,201,42
client34539,0.42785025,0,2,24,87201,407,111
client35442,0.42785025,0,2,40,100900,527,116
client14897,0.42785025,0,2,37,89672,353,127
client308,0.42785025,0,2,53,101539,428,146
client40111,0.42785025,0,2,63,125018,500,168
client40977,0.42785025,0,2,21,76669,615,117
client20075,0.42785025,0,1,57,54843,352,116
client8609,0.42785025,0,2,68,79420,638,128
client27654,0.42785025,0,2,63,54525,382,153
client14753,0.42785025,0,2,35,112472,532,150
client4997,0.42785025,0,1,36,153298,545,132
client8536,0.42785025,0,2,38,91924,382,130
client39967,0.42785025,0,1,34,74227,384,149
client30065,0.42785025,0,2,35,69002,393,153
client38229,0.42785025,0,1,48,106785,459,170
client14107,0.42785025,0,1,85,142575,557,148
client10745,0.42785025,0,1,39,140182,515,114
client11656,0.42785025,0,2,71,140094,554,132
client20437,0.4275263,0,7,77,138862,580,163
client7173,0.4275263,0,7,37,127468,360,129
client42067,0.4275263,0,7,45,87485,486,175
client9921,0.4275263,0,7,37,87357,519,175
client36636,0.4275263,0,7,49,121268,475,138
client31651,0.42657185,0,6,50,200077,1046,190
client15654,0.42657185,0,6,164,1419272,5396,453
client21972,0.42657185,0,6,85,190027,696,252
client30155,0.42612353,0,5,56,115521,629,105
client26233,0.42612353,0,4,47,65107,385,91
client39518,0.42612353,0,4,41,124720,353,96
client40070,0.42612353,0,4,45,71326,358,90
client34423,0.42612353,0,4,43,114593,364,75
client35340,0.42612353,0,5,32,132493,481,69
client18835,0.42612353,0,5,37,139902,389,86
client296,0.42612353,0,5,49,73210,439,107
client18532,0.42612353,0,5,50,87320,358,90
client11706,0.42612353,0,4,13,103355,369,67
client19959,0.42474046,0,6,19,10623,232,128
client2710,0.4234249,0,3,67,36413,178,129
client24709,0.4219802,0,6,53,65907,497,183
client17907,0.4219802,0,6,35,67240,517,180
client33538,0.4219802,0,6,52,148237,519,178
client14191,0.4219802,0,6,43,56439,470,211
client4616,0.42160937,0,3,16,90989,266,75
client78,0.42160937,0,3,28,64667,198,100
client13013,0.42160937,0,3,27,67192,240,73
client34023,0.42160937,0,3,34,52138,262,95
client733,0.42160937,0,3,35,60191,342,97
client40062,0.42160937,0,3,41,71357,244,90
client17261,0.42160937,0,3,28,51134,205,81
client28610,0.42160937,0,3,40,58918,212,74
client33064,0.42160937,0,3,31,67809,202,74
client41609,0.42160937,0,3,24,145280,292,74
client10670,0.42160937,0,3,29,82325,316,57
client3119,0.42160937,0,3,23,66130,300,105
client19069,0.42160937,0,3,44,85891,293,92
client28939,0.42160937,0,3,26,79950,208,82
client23626,0.42160937,0,3,25,69306,193,69
client5369,0.42160937,0,3,26,54226,189,76
client1311,0.42160937,0,3,41,69425,211,95
client18042,0.42160937,0,3,19,90485,247,77
client17849,0.42160937,0,3,30,67982,261,76
client6827,0.42160937,0,3,24,80988,255,98
client30613,0.42160937,0,3,32,112226,290,89
client13158,0.42160937,0,3,34,72212,236,84
client34880,0.42160937,0,3,18,74740,180,91
client32729,0.42160937,0,3,15,60493,265,75
client8575,0.42160937,0,3,25,49627,187,70
client36961,0.42160937,0,3,45,50273,261,88
client24160,0.42149222,0,5,111,142703,817,380
client30096,0.4211525,0,1,111,378730,1022,231
client39004,0.4211525,0,2,93,164459,965,230
client41803,0.4211525,0,2,79,246605,756,279
client14926,0.4211525,0,1,104,231396,746,216
client18170,0.4211525,0,1,86,211771,860,261
client41278,0.4211525,0,2,91,167598,1258,364
client28249,0.4211525,0,1,36,258627,787,316
client37582,0.4211525,0,1,152,497238,2476,495
client5969,0.4211525,0,2,64,172956,655,192
client16230,0.4211525,0,2,100,345625,1387,332
client28276,0.4211525,0,1,167,336455,1407,222
client22173,0.4211525,0,1,61,179327,691,184
client3907,0.4211525,0,2,50,186176,657,197
client25690,0.4211525,0,2,67,164818,816,192
client20512,0.4211525,0,2,66,347255,1160,185
client4526,0.4211525,0,1,46,269852,786,194
client39624,0.42082992,0,7,19,169321,718,191
client17994,0.42082992,0,7,83,303021,848,285
client1729,0.42059287,0,4,15,10076,168,45
client38367,0.41957662,0,7,32,44553,390,175
client17476,0.41866037,0,5,38,45943,163,120
client7711,0.41740265,0,6,57,97317,344,132
client38914,0.41740265,0,6,30,63412,256,134
client19788,0.41740265,0,6,29,54923,181,130
client8534,0.41740265,0,6,59,104916,343,130
client42458,0.41740265,0,6,11,109580,211,173
client5074,0.41740265,0,6,18,69312,327,127
client29456,0.41666517,0,3,18,46863,147,36
client24069,0.41666517,0,3,16,46116,148,35
client33652,0.41657686,0,1,50,77929,515,237
client5344,0.41657686,0,2,80,81032,482,194
client29801,0.41657686,0,1,54,62069,365,181
client13015,0.41657686,0,1,57,52879,566,260
client31877,0.41657686,0,2,53,72878,443,189
client19342,0.41625524,0,7,36,122827,386,187
client19059,0.41625524,0,7,42,96541,569,183
client6584,0.41625524,0,7,87,72560,534,178
client39171,0.41625524,0,7,47,74036,582,193
client41118,0.4146617,0,5,23,57276,374,38
client3210,0.4146436,0,15,61,263739,755,163
client21398,0.41450927,0,2,13,137342,363,43
client39292,0.41450927,0,2,26,72149,407,42
client41373,0.4136902,0,3,19,45288,225,82
client35561,0.4136902,0,3,56,46927,228,103
client21721,0.4136902,0,3,42,48631,229,108
client32614,0.4136902,0,3,31,43963,195,95
client8440,0.4136902,0,3,27,45034,236,95
client10128,0.41210905,0,5,21,42967,159,122
client11553,0.4120161,0,2,57,58250,277,144
client13157,0.4120161,0,2,44,86942,307,128
client15666,0.4120161,0,1,38,75385,332,124
client20858,0.4120161,0,1,55,100750,279,128
client33629,0.4120161,0,1,38,75005,257,141
client5987,0.4120161,0,1,33,72940,313,116
client9207,0.4120161,0,2,53,109694,261,129
client36666,0.4120161,0,2,52,107385,313,127
client32762,0.4120161,0,2,54,108679,332,140
client22049,0.4120161,0,1,77,67984,306,175
client11581,0.4120161,0,2,32,90600,315,177
client11870,0.4120161,0,1,29,95910,207,111
client7887,0.41169554,0,7,43,56202,275,111
client3889,0.41169554,0,7,37,50547,294,159
client2020,0.41169554,0,7,59,77607,321,166
client21688,0.4116694,0,1,8,45149,368,33
client4483,0.4111089,0,5,17,27388,434,110
client35206,0.4105367,0,4,3,49629,42,12
client24371,0.4103075,0,4,11,125810,219,75
client16142,0.4103075,0,4,16,67041,192,70
client32946,0.4103075,0,4,40,76888,242,72
client2073,0.4103075,0,5,36,113932,333,101
client604,0.4103075,0,4,25,74728,233,87
client15456,0.4103075,0,4,23,87401,179,84
client9402,0.4103075,0,5,34,66626,255,72
client14593,0.4103075,0,5,23,154118,320,91
client10657,0.4103075,0,4,12,77102,300,69
client4649,0.4103075,0,4,35,82819,298,96
client41190,0.4103075,0,5,35,69768,196,97
client2213,0.4103075,0,5,32,56232,263,79
client34751,0.4103075,0,5,11,78600,199,56
client7827,0.4103075,0,5,31,84488,300,79
client16993,0.4103075,0,4,26,76259,248,88
client12533,0.4103075,0,5,21,57562,333,74
client40150,0.4103075,0,5,48,75455,202,87
client28510,0.4103075,0,5,33,53756,202,100
client33408,0.4103075,0,4,22,143064,190,98
client33459,0.4103075,0,4,11,61692,266,81
client15771,0.4103075,0,5,20,60354,340,85
client25510,0.4103075,0,5,18,57707,243,72
client42361,0.4103075,0,4,37,51335,204,109
client4767,0.4103075,0,5,10,122257,270,81
client17589,0.4103075,0,4,35,51972,214,87
client16108,0.4103075,0,4,11,67769,215,58
client38033,0.4103075,0,4,21,68119,197,86
client10549,0.4103075,0,5,20,99082,179,93
client20171,0.41012308,0,3,11,36411,162,41
client32422,0.41012308,0,3,9,42048,146,37
client13326,0.41008854,0,16,26,67660,359,176
client18876,0.41008854,0,15,35,87862,629,164
client7983,0.41008854,0,15,70,128589,542,171
client28369,0.41008854,0,15,42,136545,437,152
client29251,0.4091814,0,2,26,48711,238,135
client37337,0.4091814,0,2,45,47778,249,114
client34844,0.4083602,0,2,27,169849,364,164
client26033,0.4083602,0,2,24,332956,624,135
client7389,0.4083602,0,2,51,247800,566,147
client16019,0.40832254,0,3,149,110174,666,98
client17290,0.40819934,0,3,8,34107,168,7
client41642,0.40804052,0,7,23,233776,479,141
client40438,0.40800732,0,3,13,33556,258,164
client10404,0.40720457,0,1,92,36482,394,253
client37009,0.4071622,0,3,30,41960,239,83
client2088,0.4071622,0,3,33,42210,211,90
client31925,0.4071622,0,3,28,42007,266,100
client42508,0.4071622,0,3,15,42434,195,67
client34995,0.4071622,0,3,29,41469,229,103
client17761,0.4071622,0,3,20,39180,261,76
client10053,0.4066411,0,3,34,19117,279,159
client37017,0.4066411,0,3,23,23683,249,137
client29104,0.4066411,0,3,34,15593,232,128
client4033,0.40466148,0,9,19,314219,788,143
client18853,0.4042511,0,4,19,85569,602,53
client14976,0.4042511,0,4,44,115115,402,54
client37674,0.4038326,0,7,43,48885,250,143
client4418,0.40307704,0,4,1,36374,1141,11
client36938,0.40299916,0,6,35,38042,298,110
client485,0.40299916,0,6,32,39195,204,123
client1222,0.40267563,0,2,47,38569,308,119
client39521,0.40267563,0,1,32,42129,306,136
client8107,0.40267563,0,2,28,37255,298,140
client23001,0.40267563,0,2,40,34372,244,121
client34036,0.40256947,0,6,101,162904,597,233
client40437,0.40245292,0,4,25,45398,239,78
client29542,0.40245292,0,5,20,43969,202,79
client10123,0.40245292,0,5,37,48649,181,96
client24376,0.40245292,0,5,27,47112,223,106
client4386,0.40245292,0,4,30,47109,204,81
client11246,0.40245292,0,5,18,45720,210,81
client16327,0.40245292,0,4,32,47089,217,78
client11674,0.40245292,0,5,40,47091,224,93
client41854,0.40245292,0,4,27,46059,229,99
client41211,0.40222996,0,3,11,59666,165,93
client11707,0.40222996,0,3,26,94117,171,59
client24925,0.40222996,0,3,20,53152,149,69
client32453,0.40222996,0,3,22,68308,161,56
client7262,0.40222996,0,3,7,54915,146,58
client14210,0.4022038,0,3,47,199911,346,99
client21511,0.4021224,0,6,25,390229,939,98
client3057,0.4021224,0,6,66,246754,873,102
client28019,0.4021224,0,6,19,210493,671,108
client16934,0.4020024,0,3,31,32040,365,114
client19796,0.40014112,0,8,48,108034,528,120
client13814,0.40014112,0,8,66,72691,552,145
client26552,0.40014112,0,9,26,148984,608,140
client7455,0.40014112,0,9,70,105187,472,158
client26102,0.40014112,0,9,49,104536,588,146
client40121,0.40014112,0,9,75,105728,378,139
client23642,0.40014112,0,8,31,109945,430,145
client36376,0.40014112,0,8,32,104545,387,167
client29563,0.40014112,0,8,39,79337,415,131
client6493,0.40014112,0,8,43,151144,379,124
client5755,0.3998072,0,3,21,76194,194,52
client29816,0.3998072,0,3,21,53417,334,47
client39706,0.3998072,0,3,25,91391,191,50
client32408,0.3998072,0,3,21,61295,241,55
client2904,0.3989568,0,15,71,80536,599,190
client42324,0.3989568,0,15,41,83896,520,224
client18144,0.3989568,0,16,37,113932,478,185
client3948,0.39891672,0,4,10,37854,144,34
client38277,0.39891672,0,4,25,40322,161,42
client29009,0.39882475,0,2,33,61433,215,41
client6828,0.39882475,0,2,8,135660,301,35
client890,0.39882475,0,2,10,50436,247,36
client20920,0.39882475,0,2,23,143654,250,37
client20941,0.39882475,0,1,25,100903,219,45
client39572,0.39882314,0,2,56,125865,650,118
client40738,0.39882314,0,2,57,121343,880,129
client37439,0.39882314,0,2,38,159655,773,113
client20341,0.39791444,0,12,47,165090,794,154
client11697,0.39791444,0,11,59,347261,1145,166
client10649,0.39791444,0,12,68,183589,944,144
client40896,0.39791444,0,10,30,222592,1164,130
client25937,0.39761147,0,6,29,49571,384,94
client745,0.39761147,0,6,51,143011,380,109
client27283,0.39761147,0,6,37,106249,387,91
client8016,0.39761147,0,6,32,76702,373,71
client23036,0.39735472,0,7,34,41031,221,157
client37565,0.39735472,0,7,38,41630,247,150
client15272,0.39735472,0,7,17,36408,208,113
client12646,0.39724383,0,1,43,172114,591,179
client3969,0.39724383,0,2,45,217561,542,194
client16786,0.39724383,0,1,50,163987,547,239
client37564,0.3971323,0,5,18,85069,781,72
client15705,0.3971323,0,5,17,156405,1165,83
client4335,0.39701018,0,4,6,43309,151,30
client26071,0.39701018,0,4,3,43318,148,16
client14885,0.39598244,0,4,38,36416,195,88
client7499,0.39598244,0,4,31,43047,273,87
client17533,0.39598244,0,5,39,37410,209,102
client24327,0.39598244,0,4,22,41716,188,66
client2039,0.39598244,0,5,22,38529,206,84
client14802,0.39598244,0,5,24,38258,232,67
client1239,0.39598244,0,4,43,42161,219,108
client16859,0.39598244,0,5,40,42411,263,91
client36512,0.39598244,0,5,23,35720,186,63
client3308,0.39598244,0,4,35,38903,245,103
client36342,0.39598244,0,4,18,38420,192,82
client4419,0.39598244,0,5,34,34609,219,75
client30874,0.39598244,0,5,27,38984,179,86
client3777,0.39598244,0,4,13,42601,208,72
client10132,0.39554024,0,3,44,20716,297,184
client22131,0.39546615,0,5,32,20678,228,114
client30930,0.39546615,0,4,24,12576,226,136
client33549,0.3944586,0,15,48,105894,304,123
client16741,0.3944586,0,15,47,86408,292,133
client35596,0.3944586,0,16,19,53793,333,125
client33013,0.3944586,0,16,34,77474,346,131
client22727,0.3944586,0,15,25,99965,267,113
client21611,0.3944586,0,16,42,97697,333,120
client3098,0.3944586,0,15,30,51349,291,124
client13946,0.3944586,0,15,26,71276,271,113
client20311,0.3944586,0,16,24,82313,236,171
client38539,0.3944586,0,15,32,64195,237,110
client39385,0.3944586,0,15,30,140917,207,121
client9632,0.39442658,0,3,35,47702,155,79
client20062,0.39442658,0,3,33,47995,160,66
client15428,0.39442658,0,3,26,43902,164,66
client1746,0.39411482,0,1,6,68322,216,27
client6327,0.39357877,0,9,119,342316,1610,337
client16015,0.39357877,0,9,72,207802,837,270
client33032,0.39357877,0,8,69,509477,1203,285
client35861,0.39341962,0,12,35,113633,504,170
client15539,0.39341962,0,12,27,95205,376,129
client14211,0.39341962,0,14,46,92875,423,127
client1886,0.39341962,0,13,37,50514,396,132
client39132,0.39341962,0,10,43,93515,472,141
client30326,0.39341962,0,12,24,87219,530,130
client35500,0.39341962,0,11,44,105525,450,164
client3607,0.39341962,0,13,48,74955,541,138
client868,0.39341962,0,11,47,160910,468,129
client3960,0.39341962,0,12,14,73204,400,119
client13673,0.39341962,0,14,30,134359,434,170
client12827,0.39341962,0,13,34,74281,416,119
client9853,0.39341962,0,11,45,71696,366,110
client5107,0.39341962,0,11,54,93204,468,169
client33815,0.39341962,0,12,42,68371,394,126
client39268,0.39341962,0,11,51,98673,395,119
client22933,0.39341962,0,14,15,150868,367,119
client34783,0.3930778,0,6,124,150257,896,184
client22733,0.3927782,0,2,19,50578,175,110
client12197,0.3924159,0,17,24,87060,420,143
client32349,0.3924159,0,17,51,90888,411,153
client31561,0.3924159,0,17,40,68359,552,123
client21851,0.3924159,0,17,44,73365,362,161
client40445,0.39230838,0,1,23,152728,520,75
client9980,0.39230838,0,2,26,121790,496,88
client38557,0.39230838,0,2,44,91817,361,71
client20830,0.39230838,0,1,24,79385,379,93
client30344,0.39230838,0,1,21,84212,466,78
client8466,0.39230838,0,1,89,104887,353,81
client10023,0.39230838,0,1,32,94474,406,89
client40339,0.39230838,0,1,52,72591,389,88
client24317,0.39230838,0,2,66,90602,484,105
client19418,0.39230838,0,2,25,85589,398,98
client33788,0.39199293,0,7,53,90962,418,91
client38405,0.39199293,0,7,32,82819,607,62
client10865,0.3917922,0,8,25,9907,189,149
client3341,0.39160916,0,3,14,26709,266,32
client20305,0.39160916,0,3,13,28819,208,25
client33803,0.39132124,0,2,15,47085,199,23
client42383,0.39109632,0,5,35,85185,152,65
client23955,0.39109632,0,4,22,92951,160,67
client16235,0.39109632,0,5,14,84870,174,84
client29916,0.39109632,0,5,12,64805,175,70
client29129,0.38958517,0,1,11,37893,179,42
client20179,0.38958517,0,1,33,41754,239,45
client26293,0.38910127,0,8,39,110618,524,180
client4654,0.388697,0,4,22,55416,191,53
client23093,0.388697,0,4,11,117072,206,55
client21458,0.388697,0,5,24,88328,228,53
client13761,0.388697,0,5,12,58739,189,51
client32197,0.388697,0,5,22,55994,207,51
client37571,0.388697,0,5,20,88743,257,48
client24474,0.388697,0,4,29,55494,311,53
client1647,0.38800135,0,3,38,37600,152,62
client27084,0.38800135,0,3,27,38041,156,59
client12895,0.38779622,0,2,83,132844,752,219
client17697,0.38779622,0,2,102,115944,722,290
client30457,0.38779622,0,1,50,69150,658,233
client4474,0.38748878,0,3,4,15380,154,117
client25451,0.38748878,0,3,24,16425,161,115
client15162,0.3874821,0,7,94,153924,704,265
client31061,0.38689643,0,10,108,184376,833,200
client15651,0.38689643,0,12,54,165850,702,220
client38160,0.38689643,0,14,56,199792,1022,257
client15683,0.38689643,0,13,25,203131,899,188
client6049,0.38689643,0,11,85,424896,1844,341
client34081,0.38689643,0,10,155,385547,2468,331
client39233,0.38689643,0,12,100,257138,1282,250
client29642,0.38689643,0,12,98,204726,855,277
client3102,0.38670853,0,16,23,47359,260,128
client28459,0.38670853,0,16,21,45902,219,112
client550,0.38670853,0,15,39,48495,262,118
client263,0.38647875,0,3,35,31992,213,125
client25620,0.38640022,0,6,32,125413,589,40
client37944,0.3859387,0,8,38,41799,450,139
client10776,0.38464305,0,9,32,88973,320,112
client40928,0.38464305,0,8,24,65808,266,166
client20460,0.38464305,0,9,24,75481,201,113
client37261,0.38464305,0,9,38,71270,310,140
client18480,0.38464305,0,9,48,64646,337,158
client19564,0.38464305,0,8,51,55526,262,110
client41354,0.38464305,0,8,37,88890,338,149
client17565,0.38464305,0,8,27,84361,264,127
client25042,0.38464305,0,8,46,51014,226,113
client17879,0.38464305,0,9,22,61416,308,160
client29081,0.38451526,0,6,13,75386,512,32
client12253,0.38447267,0,5,28,19209,259,184
client24598,0.3843783,0,3,9,55098,171,25
client25418,0.38337034,0,4,22,47206,143,101
client37355,0.38337034,0,4,20,46398,163,102
client39881,0.38312355,0,1,21,43051,351,85
client14655,0.38244703,0,12,49,158076,610,214
client21116,0.38244703,0,12,23,90682,538,283
client32963,0.38244703,0,14,32,67510,375,201
client4574,0.38244703,0,12,72,138272,544,203
client5430,0.382149,0,6,29,51053,225,79
client30309,0.382149,0,6,64,56159,220,83
client404,0.382149,0,6,21,63540,182,56
client7236,0.382149,0,6,38,53204,229,93
client33335,0.382149,0,6,34,115254,243,101
client9415,0.382149,0,6,6,67220,211,73
client2013,0.382149,0,6,25,57565,302,99
client1014,0.382149,0,6,17,79959,295,98
client16470,0.382149,0,6,38,107084,210,75
client20537,0.382149,0,6,40,87831,268,69
client2093,0.382149,0,6,40,50888,185,78
client28378,0.382149,0,6,28,129310,212,71
client31329,0.382149,0,6,24,106107,343,80
client26982,0.382149,0,6,28,71119,187,65
client27566,0.382149,0,6,29,156601,284,108
client4111,0.382149,0,6,29,85535,254,72
client18828,0.382149,0,6,38,58948,181,93
client26827,0.382149,0,6,38,160153,327,97
client34979,0.382149,0,6,29,55824,180,59
client39388,0.38146308,0,16,53,123456,727,141
client20308,0.38146308,0,15,45,148640,761,138
client15020,0.3810726,0,8,64,178400,625,156
client23707,0.3810726,0,9,60,171156,415,157
client39026,0.38098887,0,4,26,45503,250,48
client3129,0.3807702,0,3,11,69350,154,54
client32406,0.38033003,0,15,18,34633,211,110
client7380,0.37980497,0,1,9,77679,169,36
client34767,0.37980497,0,1,12,158964,148,44
client41101,0.37980497,0,1,19,82879,171,43
client23779,0.37980497,0,1,13,55335,160,44
client6839,0.37980497,0,1,9,53393,169,38
client3240,0.37947118,0,16,35,243751,1016,96
client14053,0.37897244,0,22,5,49505,313,11
client5506,0.37858748,0,6,29,177173,362,85
client30730,0.37858748,0,6,42,218728,379,106
client22907,0.37807998,0,5,17,80198,168,32
client28393,0.3780179,0,13,59,69433,333,137
client5356,0.3780179,0,14,40,57413,287,135
client20794,0.3780179,0,10,30,85861,281,138
client30361,0.3780179,0,14,29,49111,273,119
client38248,0.3780179,0,10,28,50082,289,161
client41249,0.3780179,0,13,12,52743,275,166
client464,0.3780179,0,10,25,54441,224,151
client280,0.3780179,0,11,14,54149,296,154
client4906,0.3780179,0,13,58,77651,316,134
client40425,0.3780179,0,11,23,56047,298,112
client30513,0.3780179,0,13,45,49592,331,148
client24487,0.3780179,0,14,35,109370,325,113
client6055,0.3780179,0,12,32,69300,307,141
client14168,0.3780179,0,11,20,59801,241,114
client20232,0.377029,0,17,67,54639,289,164
client25920,0.377029,0,17,27,55011,244,134
client6707,0.37701312,0,5,28,42821,143,79
client1627,0.37701312,0,5,11,42196,149,60
client9552,0.37701312,0,5,20,35435,146,85
client14387,0.37701312,0,4,18,36494,156,71
client38988,0.37701312,0,5,19,37019,154,66
client29358,0.37696573,0,9,45,47082,251,123
client25033,0.37692305,0,1,17,112474,272,56
client9510,0.37692305,0,1,45,75198,256,109
client35633,0.37692305,0,2,34,68031,186,72
client25776,0.37692305,0,1,10,59317,193,63
client11328,0.37692305,0,1,30,143952,300,74
client18899,0.37692305,0,1,31,91768,212,107
client460,0.37692305,0,2,22,95423,251,107
client41913,0.37692305,0,1,27,70882,347,106
client11372,0.37692305,0,2,25,54506,249,101
client28222,0.37692305,0,2,17,56210,208,77
client29427,0.37692305,0,2,32,109987,339,78
client29732,0.37692305,0,1,27,56245,231,71
client29869,0.37692305,0,2,24,73901,217,59
client37052,0.37692305,0,2,43,106012,245,108
client28870,0.37692305,0,1,28,98735,238,108
client29524,0.37692305,0,2,20,99805,212,61
