client,last_visit,visits,unique_visits,amount,quantity,items,weekends,Recency,Frequency,Monetary,avg_check,avg_items,last_visit_amount,event
client3271,2018-08-07,4,1,3382,4,4,0,390,1,3382,3382.0,4.0,239,False
client32710,2019-06-12,2,1,1648,2,2,0,81,1,1648,1648.0,2.0,1499,False
client32711,2019-07-04,127,12,22094,174,117,60,59,12,22094,1841.1666666666667,14.5,668,False
client32712,2019-06-10,54,12,48605,186,52,16,83,12,48605,4050.4166666666665,15.5,79,False
client32713,2019-02-16,5,4,1985,6,5,3,197,4,1985,496.25,1.5,22,False
client32714,2019-07-28,60,15,34210,90,57,34,35,15,34210,2280.6666666666665,6.0,115,True
client32715,2019-03-27,6,1,1349,31,6,0,158,1,1349,1349.0,31.0,198,False
client32716,2018-04-22,5,1,1550,10,5,5,497,1,1550,1550.0,10.0,299,False
client32717,2018-09-03,3,1,8954,30,3,0,363,1,8954,8954.0,30.0,3821,False
client32718,2018-05-09,14,2,28300,122,14,0,480,2,28300,14150.0,61.0,134,False
client32719,2018-08-01,4,1,21495,5,4,0,396,1,21495,21495.0,5.0,2999,False
client3272,2019-08-11,54,15,9160,81,53,21,21,15,9160,610.6666666666666,5.4,1399,False
client32720,2019-07-02,4,3,7875,4,4,1,61,3,7875,2625.0,1.3333333333333333,6199,False
client32721,2019-08-28,15,7,3707,18,15,7,4,7,3707,529.5714285714286,2.5714285714285716,398,False
client32722,2019-05-25,1,1,12980,20,1,1,99,1,12980,12980.0,20.0,12980,False
client32723,2019-03-03,50,13,14303,129,41,25,182,13,14303,1100.2307692307693,9.923076923076923,79,True
client32724,2018-08-28,3,2,3195,5,3,0,369,2,3195,1597.5,2.5,207,False
client32725,2018-05-13,10,2,992,14,9,2,476,2,992,496.0,7.0,109,False
client32726,2019-07-12,3,2,4577,3,3,2,51,2,4577,2288.5,1.5,1999,False
client32727,2019-08-25,23,5,20191,57,21,4,7,5,20191,4038.2,11.4,514,True
client32728,2017-12-07,1,1,2099,1,1,0,633,1,2099,2099.0,1.0,2099,False
client32729,2019-08-27,77,14,53197,193,66,18,5,14,53197,3799.785714285714,13.785714285714286,50,True
client3273,2019-07-20,6,3,868,8,6,5,43,3,868,289.3333333333333,2.6666666666666665,26,False
client32730,2018-01-25,9,1,3020,18,9,0,584,1,3020,3020.0,18.0,425,False
client32732,2019-08-30,31,8,17745,35,31,6,2,8,17745,2218.125,4.375,190,True
client32733,2019-08-15,10,3,3459,18,10,0,17,3,3459,1153.0,6.0,156,True
client32734,2019-08-16,2,1,167,3,2,0,16,1,167,167.0,3.0,38,False
client32735,2018-04-17,10,1,404,11,10,0,502,1,404,404.0,11.0,65,False
client32736,2019-07-12,64,17,18982,202,60,3,51,17,18982,1116.5882352941176,11.882352941176471,69,False
client32737,2019-05-19,1,1,699,1,1,1,105,1,699,699.0,1.0,699,False
client32739,2019-07-04,41,19,37789,55,40,20,59,19,37789,1988.8947368421052,2.8947368421052633,2299,False
client3274,2019-08-24,47,17,36121,129,46,8,8,17,36121,2124.764705882353,7.588235294117647,699,True
client32740,2019-04-27,24,10,13536,30,23,12,127,10,13536,1353.6,3.0,198,False
client32741,2018-08-05,3,1,2202,5,3,3,392,1,2202,2202.0,5.0,119,False
client32742,2019-05-07,1,1,4999,1,1,0,117,1,4999,4999.0,1.0,4999,False
client32743,2019-08-08,9,4,3838,22,9,1,24,4,3838,959.5,5.5,165,False
client32744,2019-08-26,22,3,4461,40,22,0,6,3,4461,1487.0,13.333333333333334,447,True
client32745,2019-07-25,41,9,8681,79,38,13,38,9,8681,964.5555555555555,8.777777777777779,47,False
client32746,2019-08-10,45,9,1737,56,42,17,22,9,1737,193.0,6.222222222222222,69,True
client32747,2019-08-20,40,11,19817,98,25,8,12,11,19817,1801.5454545454545,8.909090909090908,15,False
client32748,2019-03-31,62,6,7916,94,61,26,154,6,7916,1319.3333333333333,15.666666666666666,29,True
client32749,2018-07-16,12,1,5559,17,12,0,412,1,5559,5559.0,17.0,2399,False
client3275,2019-08-26,6,2,3373,17,6,0,6,2,3373,1686.5,8.5,538,True
client32750,2018-08-02,4,1,2710,4,4,0,395,1,2710,2710.0,4.0,1929,False
client32751,2018-12-19,35,15,9571,57,32,11,256,15,9571,638.0666666666667,3.8,329,False
client32752,2017-12-10,4,1,1560,6,4,4,630,1,1560,1560.0,6.0,249,False
client32753,2019-08-29,39,7,8588,53,39,0,3,7,8588,1226.857142857143,7.571428571428571,359,True
client32754,2019-04-12,26,4,17178,41,25,3,142,4,17178,4294.5,10.25,142,False
client32755,2019-05-20,31,10,11135,41,30,14,104,10,11135,1113.5,4.1,1999,False
client32756,2019-08-31,10,5,15477,39,9,6,1,5,15477,3095.4,7.8,79,False
client32757,2018-03-22,3,2,677,3,3,1,528,2,677,338.5,1.5,39,False
client32758,2018-04-06,5,2,891,9,5,0,513,2,891,445.5,4.5,65,False
client32759,2018-03-28,4,1,236,10,4,0,522,1,236,236.0,10.0,80,False
client32760,2018-10-04,30,11,11310,56,23,2,332,11,11310,1028.1818181818182,5.090909090909091,50,False
client32761,2018-08-29,13,3,6184,44,13,7,368,3,6184,2061.3333333333335,14.666666666666666,2598,False
client32762,2019-08-27,115,42,66326,224,105,50,5,42,66326,1579.1904761904761,5.333333333333333,870,True
client32763,2019-08-27,105,31,58494,151,97,33,5,31,58494,1886.9032258064517,4.870967741935484,799,True
client32764,2018-04-17,1,1,2999,1,1,0,502,1,2999,2999.0,1.0,2999,False
client32765,2019-01-03,12,4,6668,27,11,4,241,4,6668,1667.0,6.75,190,True
client32766,2018-07-30,5,2,2064,6,5,0,398,2,2064,1032.0,3.0,89,False
client32767,2019-08-27,66,16,74797,243,59,11,5,16,74797,4674.8125,15.1875,312,False
client32768,2019-08-18,20,5,14295,53,20,14,14,5,14295,2859.0,10.6,1076,False
client32769,2018-12-27,6,3,3952,9,6,1,248,3,3952,1317.3333333333333,3.0,399,False
client3277,2019-08-14,3,1,647,3,3,0,18,1,647,647.0,3.0,249,False
client32770,2019-04-25,5,1,7438,24,5,0,129,1,7438,7438.0,24.0,1081,False
client32771,2018-10-17,11,4,19562,42,11,0,319,4,19562,4890.5,10.5,3570,False
client32772,2017-09-06,24,1,5609,36,24,0,725,1,5609,5609.0,36.0,39,False
client32773,2019-07-23,5,4,3121,7,4,0,40,4,3121,780.25,1.75,329,False
client32774,2019-07-07,54,9,10065,91,50,12,56,9,10065,1118.3333333333333,10.11111111111111,143,False
client32775,2019-02-27,7,2,4608,18,7,0,186,2,4608,2304.0,9.0,361,False
client32777,2019-07-27,6,3,8645,7,6,1,36,3,8645,2881.6666666666665,2.3333333333333335,6174,False
client32778,2019-04-26,49,9,32103,79,48,1,128,9,32103,3567.0,8.777777777777779,474,False
client32779,2019-08-06,54,12,20586,84,47,5,26,12,20586,1715.5,7.0,13,False
client3278,2017-11-29,3,1,877,5,3,0,641,1,877,877.0,5.0,350,False
client32780,2019-07-18,17,3,5482,33,15,8,45,3,5482,1827.3333333333333,11.0,60,False
client32781,2018-11-04,4,1,1535,14,4,4,301,1,1535,1535.0,14.0,449,False
client32782,2019-08-14,67,19,39856,171,66,19,18,19,39856,2097.684210526316,9.0,116,False
client32783,2018-05-29,10,1,2686,14,10,0,460,1,2686,2686.0,14.0,49,False
client32784,2018-02-18,29,2,8271,58,29,29,560,2,8271,4135.5,29.0,119,False
client32785,2019-04-16,5,1,2221,8,5,0,138,1,2221,2221.0,8.0,1899,False
client32786,2019-06-12,32,6,18665,92,32,9,81,6,18665,3110.8333333333335,15.333333333333334,903,True
client32787,2017-09-30,5,1,1273,7,5,5,701,1,1273,1273.0,7.0,39,False
client32788,2019-06-13,51,10,8513,62,47,9,80,10,8513,851.3,6.2,49,False
client32789,2019-04-28,23,3,14959,31,22,11,126,3,14959,4986.333333333333,10.333333333333334,405,False
client3279,2019-07-08,14,6,10777,15,12,2,55,6,10777,1796.1666666666667,2.5,235,False
client32790,2017-10-06,4,1,3702,4,4,0,695,1,3702,3702.0,4.0,2199,False
client32791,2019-03-21,84,4,5183,105,72,0,164,4,5183,1295.75,26.25,458,False
client32792,2018-11-25,6,2,10568,12,6,6,280,2,10568,5284.0,6.0,350,False
client32795,2019-03-21,39,6,7564,53,36,16,164,6,7564,1260.6666666666667,8.833333333333334,42,False
client32796,2018-11-09,2,1,3138,2,2,0,296,1,3138,3138.0,2.0,279,False
client32797,2019-04-28,12,1,3750,12,12,12,126,1,3750,3750.0,12.0,44,False
client32798,2019-08-27,6,1,1757,9,6,0,5,1,1757,1757.0,9.0,39,False
client32799,2019-06-02,4,1,8592,8,4,4,91,1,8592,8592.0,8.0,795,False
client328,2018-04-14,9,6,1536,29,8,4,505,6,1536,256.0,4.833333333333333,88,False
client3280,2018-09-15,2,1,829,3,2,2,351,1,829,829.0,3.0,399,False
client32800,2018-10-31,3,2,5507,3,3,2,305,2,5507,2753.5,1.5,2009,False
client32801,2019-01-12,85,18,49795,261,76,40,232,18,49795,2766.3888888888887,14.5,165,False
client32802,2019-06-24,29,3,40687,53,28,0,69,3,40687,13562.333333333334,17.666666666666668,4361,False
client32803,2018-10-20,3,1,4208,5,3,3,316,1,4208,4208.0,5.0,1099,False
client32804,2019-05-24,10,7,9692,10,10,3,100,7,9692,1384.5714285714287,1.4285714285714286,133,False
client32805,2019-05-27,9,5,51364,43,8,5,97,5,51364,10272.8,8.6,39,False
client32806,2018-08-04,2,1,7098,2,2,2,393,1,7098,7098.0,2.0,6999,False
client32807,2019-08-09,49,7,1907,51,48,45,23,7,1907,272.42857142857144,7.285714285714286,436,False
client32808,2019-03-29,334,21,133435,713,298,40,156,21,133435,6354.047619047619,33.95238095238095,3949,False
client32809,2018-09-06,47,9,17971,78,43,10,360,9,17971,1996.7777777777778,8.666666666666666,139,False
client3281,2019-07-06,4,3,1696,4,4,3,57,3,1696,565.3333333333334,1.3333333333333333,599,False
client32810,2019-05-01,9,5,4652,10,8,7,123,5,4652,930.4,2.0,1599,False
client32811,2019-06-22,14,4,36755,38,14,7,71,4,36755,9188.75,9.5,363,True
client32812,2019-03-13,30,6,13748,61,27,3,172,6,13748,2291.3333333333335,10.166666666666666,49,True
client32813,2019-08-02,30,9,12362,54,22,6,30,9,12362,1373.5555555555557,6.0,19,False
client32815,2018-01-21,26,1,905,30,26,26,588,1,905,905.0,30.0,130,False
client32816,2018-05-07,2,1,8658,2,2,0,482,1,8658,8658.0,2.0,8499,False
client32817,2019-01-04,27,8,50485,190,24,3,240,8,50485,6310.625,23.75,1461,False
client32818,2019-01-18,8,1,5231,19,8,0,226,1,5231,5231.0,19.0,207,False
client32819,2019-07-16,35,11,61661,87,31,3,47,11,61661,5605.545454545455,7.909090909090909,2705,True
client3282,2019-08-10,1,1,6828,12,1,1,22,1,6828,6828.0,12.0,6828,False
client32820,2019-06-16,12,2,4219,15,12,3,77,2,4219,2109.5,7.5,189,False
client32821,2018-10-22,12,3,3359,13,11,3,314,3,3359,1119.6666666666667,4.333333333333333,59,False
client32822,2019-06-19,56,11,23631,91,51,10,74,11,23631,2148.2727272727275,8.272727272727273,313,False
client32823,2018-04-09,29,1,1093,36,29,0,510,1,1093,1093.0,36.0,69,False
client32824,2018-07-14,3,2,13288,3,3,2,414,2,13288,6644.0,1.5,499,False
client32825,2018-07-31,5,1,1807,11,5,0,397,1,1807,1807.0,11.0,50,False
client32826,2019-06-24,10,4,5771,15,10,2,69,4,5771,1442.75,3.75,55,True
client32827,2019-08-18,98,23,14051,168,87,59,14,23,14051,610.9130434782609,7.304347826086956,299,True
client32828,2018-09-02,1,1,1518,2,1,1,364,1,1518,1518.0,2.0,1518,False
client32829,2019-08-10,78,16,15543,141,72,20,22,16,15543,971.4375,8.8125,154,True
client3283,2019-08-04,54,16,59292,124,47,8,28,16,59292,3705.75,7.75,159,False
client32830,2018-03-04,5,2,1421,5,5,3,546,2,1421,710.5,2.5,75,False
client32831,2019-07-26,49,19,34016,73,47,19,37,19,34016,1790.3157894736842,3.8421052631578947,198,False
client32832,2019-04-06,3,1,13607,41,3,3,148,1,13607,13607.0,41.0,10429,False
client32833,2018-04-16,15,1,1924,21,15,0,503,1,1924,1924.0,21.0,399,False
client32834,2019-08-16,12,5,10500,17,10,3,16,5,10500,2100.0,3.4,99,False
client32835,2018-01-21,2,1,558,2,2,2,588,1,558,558.0,2.0,359,False
client32836,2019-08-23,2,1,1814,4,2,0,9,1,1814,1814.0,4.0,179,True
client32837,2019-08-10,56,21,25435,119,43,21,22,21,25435,1211.1904761904761,5.666666666666667,449,True
client32838,2019-05-16,35,12,19042,79,34,25,108,12,19042,1586.8333333333333,6.583333333333333,32,False
client3284,2018-02-24,25,1,1174,42,25,25,554,1,1174,1174.0,42.0,238,False
client32840,2018-08-23,20,11,15892,31,18,6,374,11,15892,1444.7272727272727,2.8181818181818183,129,False
client32841,2019-07-27,22,7,21898,44,22,12,36,7,21898,3128.285714285714,6.285714285714286,118,False
client32842,2019-08-09,13,5,3460,24,13,0,23,5,3460,692.0,4.8,840,False
client32843,2019-07-04,7,4,42284,23,7,1,59,4,42284,10571.0,5.75,325,True
client32844,2019-04-07,23,6,7821,33,21,16,147,6,7821,1303.5,5.5,197,False
client32845,2019-04-21,5,3,866,5,5,4,133,3,866,288.6666666666667,1.6666666666666667,165,False
client32846,2018-07-14,15,4,9220,17,13,14,414,4,9220,2305.0,4.25,599,False
client32847,2018-06-07,1,1,2690,10,1,0,451,1,2690,2690.0,10.0,2690,False
client32848,2019-04-19,2,1,5128,2,2,0,135,1,5128,5128.0,2.0,4999,False
client32849,2018-07-21,2,1,528,2,2,2,407,1,528,528.0,2.0,329,False
client3285,2019-04-20,3,1,846,4,3,3,134,1,846,846.0,4.0,478,False
client32850,2019-06-04,3,3,4092,8,3,2,89,3,4092,1364.0,2.6666666666666665,1138,True
client32851,2017-09-23,1,1,1365,3,1,1,708,1,1365,1365.0,3.0,1365,False
client32852,2019-05-24,59,12,22634,114,54,16,100,12,22634,1886.1666666666667,9.5,87,False
client32853,2018-12-01,20,1,11848,27,18,20,274,1,11848,11848.0,27.0,215,False
client32854,2019-05-25,16,3,4842,34,15,7,99,3,4842,1614.0,11.333333333333334,99,False
client32855,2019-01-18,15,3,31610,59,15,7,226,3,31610,10536.666666666666,19.666666666666668,150,False
client32856,2019-02-25,1,1,398,2,1,0,188,1,398,398.0,2.0,398,False
client32857,2018-10-14,2,2,525,11,2,1,322,2,525,262.5,5.5,180,False
client32858,2019-07-19,6,5,1776,16,4,1,44,5,1776,355.2,3.2,197,True
client32859,2019-08-21,7,5,5311,9,7,2,11,5,5311,1062.2,1.8,82,True
client3286,2018-10-16,30,3,6321,45,30,27,320,3,6321,2107.0,15.0,3599,False
client32860,2019-08-19,44,16,15674,74,42,6,13,16,15674,979.625,4.625,249,True
client32861,2019-06-23,3,1,6897,3,3,3,70,1,6897,6897.0,3.0,4499,False
client32862,2019-07-15,80,12,50873,250,69,8,48,12,50873,4239.416666666667,20.833333333333332,590,False
client32863,2019-07-11,10,1,25786,23,10,0,52,1,25786,25786.0,23.0,2499,False
client32864,2019-07-18,8,3,11895,13,8,4,45,3,11895,3965.0,4.333333333333333,4999,False
client32865,2017-09-30,1,1,3499,1,1,1,701,1,3499,3499.0,1.0,3499,False
client32866,2019-07-23,20,6,20762,41,18,3,40,6,20762,3460.3333333333335,6.833333333333333,69,False
client32867,2018-12-14,20,2,12112,34,20,9,261,2,12112,6056.0,17.0,49,True
client32868,2019-07-10,27,7,15352,66,20,6,53,7,15352,2193.1428571428573,9.428571428571429,3299,True
client32869,2019-07-06,12,2,2812,13,11,7,57,2,2812,1406.0,6.5,445,False
client3287,2019-06-09,30,1,9003,97,30,30,84,1,9003,9003.0,97.0,150,False
client32870,2018-01-29,15,3,4509,31,13,0,580,3,4509,1503.0,10.333333333333334,242,False
client32871,2019-08-11,100,23,80819,165,90,32,21,23,80819,3513.8695652173915,7.173913043478261,223,False
client32872,2019-02-01,5,1,1261,9,5,0,212,1,1261,1261.0,9.0,159,False
client32873,2019-08-19,9,2,13932,15,9,7,13,2,13932,6966.0,7.5,419,False
client32874,2019-08-04,60,12,18085,108,44,20,28,12,18085,1507.0833333333333,9.0,699,False
client32875,2019-05-23,2,2,4796,4,1,0,101,2,4796,2398.0,2.0,2398,False
client32877,2019-04-14,1,1,1999,1,1,1,140,1,1999,1999.0,1.0,1999,False
client32879,2019-08-24,75,16,24341,105,73,13,8,16,24341,1521.3125,6.5625,99,True
client3288,2019-08-22,79,25,33835,105,77,19,10,25,33835,1353.4,4.2,99,False
client32880,2018-12-17,3,2,13496,3,3,1,258,2,13496,6748.0,1.5,75,False
client32881,2017-10-09,3,1,596,4,3,0,692,1,596,596.0,4.0,138,False
client32882,2019-05-06,5,3,7065,5,4,2,118,3,7065,2355.0,1.6666666666666667,2419,False
client32883,2019-08-30,118,28,32854,172,107,48,2,28,32854,1173.357142857143,6.142857142857143,1999,True
client32884,2018-09-11,16,1,5551,27,16,0,355,1,5551,5551.0,27.0,195,False
client32885,2018-12-27,4,1,305,5,4,0,248,1,305,305.0,5.0,138,False
client32886,2019-06-28,8,3,1559,11,8,2,65,3,1559,519.6666666666666,3.6666666666666665,119,False
client32887,2019-08-14,24,12,61474,64,24,10,18,12,61474,5122.833333333333,5.333333333333333,1752,True
client32888,2019-08-17,2,2,7698,2,2,1,15,2,7698,3849.0,1.0,5299,False
client32889,2017-11-27,3,1,327,3,3,0,643,1,327,327.0,3.0,39,False
client3289,2018-12-13,15,1,13719,59,15,0,262,1,13719,13719.0,59.0,200,False
client32890,2019-04-28,3,2,8180,5,2,1,126,2,8180,4090.0,2.5,4182,False
client32891,2019-08-01,2,1,944,2,2,0,31,1,944,944.0,2.0,225,True
client32892,2019-07-31,7,2,4249,8,7,0,32,2,4249,2124.5,4.0,296,False
client32894,2019-01-13,9,1,1029,9,9,9,231,1,1029,1029.0,9.0,699,False
client32895,2018-08-27,7,2,15164,7,7,4,370,2,15164,7582.0,3.5,119,False
client32896,2019-06-13,37,5,4712,47,36,7,80,5,4712,942.4,9.4,111,False
client32897,2019-05-26,6,3,3811,6,6,4,98,3,3811,1270.3333333333333,2.0,218,True
client32898,2019-08-25,18,5,13903,33,12,13,7,5,13903,2780.6,6.6,123,True
client32899,2018-02-09,40,1,942,66,40,0,569,1,942,942.0,66.0,29,False
client329,2018-05-20,2,1,1280,2,2,2,469,1,1280,1280.0,2.0,55,False
client3290,2019-04-30,23,2,3768,35,23,12,124,2,3768,1884.0,17.5,299,False
client32900,2019-07-24,89,26,10656,140,76,13,39,26,10656,409.84615384615387,5.384615384615385,33,True
client32901,2018-10-23,4,3,2783,7,4,0,313,3,2783,927.6666666666666,2.3333333333333335,659,False
client32902,2018-07-31,2,1,1076,4,2,0,397,1,1076,1076.0,4.0,598,False
client32903,2018-07-19,20,4,3546,39,20,4,409,4,3546,886.5,9.75,89,False
client32904,2019-03-30,1,1,2699,1,1,1,155,1,2699,2699.0,1.0,2699,False
client32905,2018-12-21,2,1,6150,10,2,0,254,1,6150,6150.0,10.0,552,False
client32906,2019-05-02,66,10,25284,212,64,4,122,10,25284,2528.4,21.2,15,False
client32907,2019-05-02,13,6,16295,24,12,0,122,6,16295,2715.8333333333335,4.0,59,False
client32908,2019-03-11,13,2,612,16,13,0,174,2,612,306.0,8.0,49,True
client32909,2018-08-21,5,3,2000,10,5,2,376,3,2000,666.6666666666666,3.3333333333333335,499,True
client3291,2019-07-26,5,2,1723,7,5,3,37,2,1723,861.5,3.5,462,False
client32910,2019-08-13,69,16,36402,158,55,13,19,16,36402,2275.125,9.875,139,True
client32911,2019-05-14,4,4,7755,5,4,0,110,4,7755,1938.75,1.25,2799,False
client32912,2018-10-11,1,1,199,1,1,0,325,1,199,199.0,1.0,199,False
client32913,2019-02-05,35,9,22206,48,33,11,208,9,22206,2467.3333333333335,5.333333333333333,60,False
client32915,2019-01-24,8,1,2459,17,8,0,220,1,2459,2459.0,17.0,25,False
client32916,2019-07-11,4,2,5472,23,3,0,52,2,5472,2736.0,11.5,3190,False
client32917,2019-05-15,3,2,846,4,3,2,109,2,846,423.0,2.0,118,False
client32918,2019-07-02,7,4,7979,9,6,0,61,4,7979,1994.75,2.25,5399,False
client32919,2019-07-07,1,1,1999,1,1,1,56,1,1999,1999.0,1.0,1999,False
client32920,2019-05-19,10,5,6396,13,9,3,105,5,6396,1279.2,2.6,205,False
client32921,2019-07-16,42,12,5731,53,38,0,47,12,5731,477.5833333333333,4.416666666666667,355,False
client32922,2019-08-17,35,13,11509,66,29,19,15,13,11509,885.3076923076923,5.076923076923077,199,False
client32923,2018-11-26,34,8,154505,208,33,19,279,8,154505,19313.125,26.0,3002,False
client32924,2017-12-24,3,2,435,3,3,1,616,2,435,217.5,1.5,61,True
client32925,2019-08-22,16,10,13949,22,14,5,10,10,13949,1394.9,2.2,1259,False
client32926,2019-08-24,79,20,22818,161,71,11,8,20,22818,1140.9,8.05,220,False
client32927,2018-12-13,5,3,2119,7,5,2,262,3,2119,706.3333333333334,2.3333333333333335,305,False
client32928,2019-04-29,9,4,5012,18,8,2,125,4,5012,1253.0,4.5,275,False
client3293,2018-12-07,20,4,12413,36,20,0,268,4,12413,3103.25,9.0,1999,False
client32930,2019-06-24,32,8,8448,39,31,12,69,8,8448,1056.0,4.875,1699,False
client32931,2018-10-14,3,1,1695,5,3,3,322,1,1695,1695.0,5.0,399,False
client32932,2019-06-15,21,3,16962,66,21,4,78,3,16962,5654.0,22.0,3799,True
client32933,2019-01-03,3,1,1041,7,3,0,241,1,1041,1041.0,7.0,150,False
client32934,2019-05-06,6,3,10634,6,6,4,118,3,10634,3544.6666666666665,2.0,889,False
client32935,2019-08-27,33,6,82803,189,29,14,5,6,82803,13800.5,31.5,305,True
client32936,2018-05-23,4,1,2669,12,4,0,466,1,2669,2669.0,12.0,1000,False
client32937,2019-03-04,6,2,7566,8,6,5,181,2,7566,3783.0,4.0,32,False
client32938,2019-02-20,41,19,17061,76,29,16,193,19,17061,897.9473684210526,4.0,345,False
client32939,2019-06-24,7,3,3505,16,7,1,69,3,3505,1168.3333333333333,5.333333333333333,542,False
client3294,2018-05-08,11,2,2673,12,11,3,481,2,2673,1336.5,6.0,99,False
client32940,2019-07-22,65,24,29412,125,54,21,41,24,29412,1225.5,5.208333333333333,139,True
client32941,2019-08-31,38,5,1461,66,38,23,1,5,1461,292.2,13.2,58,True
client32942,2019-06-28,21,5,18714,26,19,5,65,5,18714,3742.8,5.2,3999,False
client32943,2019-08-19,74,10,92682,188,70,14,13,10,92682,9268.2,18.8,169,True
client32944,2019-06-29,1,1,6699,1,1,1,64,1,6699,6699.0,1.0,6699,False
client32945,2019-08-24,80,10,10142,90,74,43,8,10,10142,1014.2,9.0,69,True
client32946,2019-08-08,78,37,75908,236,67,23,24,37,75908,2051.5675675675675,6.378378378378378,1108,True
client32947,2018-06-17,5,2,2216,20,5,3,441,2,2216,1108.0,10.0,59,False
client32948,2019-06-01,41,8,33711,104,36,15,92,8,33711,4213.875,13.0,77,False
client32949,2017-11-30,1,1,1190,2,1,0,640,1,1190,1190.0,2.0,1190,False
client3295,2018-01-15,4,2,1844,10,4,1,594,2,1844,922.0,5.0,321,False
client32950,2018-02-03,2,1,464,2,2,2,575,1,464,464.0,2.0,115,False
client32951,2018-05-22,3,1,374,6,3,0,467,1,374,374.0,6.0,138,False
client32952,2018-08-26,10,2,10076,20,8,2,371,2,10076,5038.0,10.0,719,False
client32953,2018-11-05,3,1,252,3,3,0,300,1,252,252.0,3.0,139,False
client32954,2019-05-27,22,6,30792,61,21,0,97,6,30792,5132.0,10.166666666666666,613,False
client32955,2018-08-03,5,2,3042,9,5,1,394,2,3042,1521.0,4.5,358,True
client32956,2019-08-11,18,7,5884,33,16,9,21,7,5884,840.5714285714286,4.714285714285714,850,True
client32957,2018-02-05,2,2,1852,2,2,1,573,2,1852,926.0,1.0,47,False
client32958,2018-09-08,10,1,967,11,10,10,358,1,967,967.0,11.0,19,False
client32959,2019-04-15,7,2,2662,11,7,0,139,2,2662,1331.0,5.5,499,False
client3296,2018-01-11,2,1,1462,6,2,0,598,1,1462,1462.0,6.0,252,False
client32960,2019-08-10,50,13,44929,77,44,18,22,13,44929,3456.076923076923,5.923076923076923,579,True
client32961,2019-05-24,6,2,18495,17,6,3,100,2,18495,9247.5,8.5,896,False
client32963,2019-06-21,196,29,64609,355,185,33,72,29,64609,2227.896551724138,12.241379310344827,79,True
client32964,2019-08-22,41,6,31574,56,38,3,10,6,31574,5262.333333333333,9.333333333333334,45,False
client32965,2019-08-29,46,9,4431,54,45,0,3,9,4431,492.3333333333333,6.0,159,False
client32967,2018-08-06,10,1,2820,18,10,0,391,1,2820,2820.0,18.0,149,False
client32968,2019-08-05,11,6,21817,12,10,1,27,6,21817,3636.1666666666665,2.0,89,True
client32969,2018-04-15,22,3,5582,48,21,7,504,3,5582,1860.6666666666667,16.0,189,False
client3297,2018-12-24,1,1,469,1,1,0,251,1,469,469.0,1.0,469,False
client32970,2018-12-27,38,8,18878,112,31,0,248,8,18878,2359.75,14.0,299,False
client32971,2017-10-01,2,1,5289,2,2,2,700,1,5289,5289.0,2.0,4990,False
client32972,2018-02-12,12,1,534,12,12,0,566,1,534,534.0,12.0,275,False
client32973,2018-04-02,1,1,369,1,1,0,517,1,369,369.0,1.0,369,False
client32974,2019-07-25,9,3,1903,15,8,4,38,3,1903,634.3333333333334,5.0,106,False
client32975,2019-07-20,12,1,5327,22,12,12,43,1,5327,5327.0,22.0,414,False
client32976,2019-08-03,1,1,1090,1,1,1,29,1,1090,1090.0,1.0,1090,True
client32977,2019-05-19,4,3,9426,4,4,2,105,3,9426,3142.0,1.3333333333333333,699,False
client32978,2019-05-18,5,4,2273,7,5,1,106,4,2273,568.25,1.75,229,True
client32979,2019-05-14,7,5,2950,10,7,0,110,5,2950,590.0,2.0,725,False
client3298,2018-06-01,4,2,1508,10,4,0,457,2,1508,754.0,5.0,1134,False
client32980,2019-04-25,18,5,4673,40,17,13,129,5,4673,934.6,8.0,369,False
client32981,2019-02-11,12,5,4046,22,12,5,202,5,4046,809.2,4.4,249,False
client32982,2019-02-21,3,1,1187,3,3,0,192,1,1187,1187.0,3.0,259,False
client32983,2019-08-16,1,1,759,1,1,0,16,1,759,759.0,1.0,759,False
client32984,2019-05-29,84,21,5712,107,78,44,95,21,5712,272.0,5.095238095238095,32,False
client32985,2017-12-12,7,4,3874,11,6,2,628,4,3874,968.5,2.75,75,False
client32987,2019-08-23,26,6,20810,71,21,0,9,6,20810,3468.3333333333335,11.833333333333334,380,False
client32988,2018-09-20,5,2,5566,7,5,0,346,2,5566,2783.0,3.5,233,False
client32989,2018-12-23,19,2,34725,84,19,4,252,2,34725,17362.5,42.0,110,False
client3299,2019-05-08,8,3,20393,22,6,1,116,3,20393,6797.666666666667,7.333333333333333,165,False
client32990,2018-10-16,6,2,1545,11,6,0,320,2,1545,772.5,5.5,69,False
client32991,2019-06-14,7,4,14735,9,7,0,79,4,14735,3683.75,2.25,749,False
client32992,2019-02-24,21,3,5686,21,21,19,189,3,5686,1895.3333333333333,7.0,1705,False
client32993,2018-04-25,4,2,9014,20,4,0,494,2,9014,4507.0,10.0,4599,False
client32994,2019-01-13,15,7,11982,27,14,3,231,7,11982,1711.7142857142858,3.857142857142857,5999,False
client32995,2019-01-03,18,7,14825,50,18,5,241,7,14825,2117.8571428571427,7.142857142857143,463,False
client32996,2019-08-09,12,2,5753,36,12,11,23,2,5753,2876.5,18.0,1629,False
client32997,2018-12-08,7,5,3034,14,7,6,267,5,3034,606.8,2.8,330,False
client32998,2019-03-23,2,1,767,3,2,2,162,1,767,767.0,3.0,334,False
