client,last_visit,visits,unique_visits,amount,quantity,items,weekends,Recency,Frequency,Monetary,avg_check,avg_items,last_visit_amount,event
client13229,2018-03-04,4,1,2333,5,4,4,546,1,2333,2333.0,5.0,99,False
client1323,2018-08-30,1,1,6999,1,1,0,367,1,6999,6999.0,1.0,6999,False
client13230,2019-07-13,50,10,2995,68,42,10,50,10,2995,299.5,6.8,130,False
client13231,2019-08-02,25,7,2710,31,21,15,30,7,2710,387.14285714285717,4.428571428571429,55,True
client13232,2019-04-30,2,1,1118,2,2,0,124,1,1118,1118.0,2.0,519,False
client13233,2019-03-03,2,1,6848,2,2,2,182,1,6848,6848.0,2.0,249,False
client13234,2019-08-07,17,6,14537,33,16,8,25,6,14537,2422.8333333333335,5.5,419,False
client13235,2019-06-20,64,17,22952,122,59,16,73,17,22952,1350.1176470588234,7.176470588235294,79,False
client13236,2019-08-17,5,1,6083,15,5,5,15,1,6083,6083.0,15.0,99,True
client13237,2019-08-22,13,10,21917,35,12,2,10,10,21917,2191.7,3.5,2150,True
client13238,2019-08-15,1,1,179,1,1,0,17,1,179,179.0,1.0,179,True
client13239,2019-08-28,66,23,21524,101,64,22,4,23,21524,935.8260869565217,4.391304347826087,178,True
client1324,2018-03-14,9,4,3421,11,8,4,536,4,3421,855.25,2.75,1199,False
client13240,2019-07-01,27,11,15549,44,26,2,62,11,15549,1413.5454545454545,4.0,87,False
client13241,2018-06-06,2,1,12348,27,2,0,452,1,12348,12348.0,27.0,10350,False
client13242,2019-08-19,31,10,15987,68,25,6,13,10,15987,1598.7,6.8,154,False
client13243,2019-07-01,31,11,20536,55,28,9,62,11,20536,1866.909090909091,5.0,1298,False
client13244,2018-08-16,2,1,1873,5,2,0,381,1,1873,1873.0,5.0,1498,False
client13245,2019-08-17,19,10,10002,44,16,5,15,10,10002,1000.2,4.4,377,True
client13246,2019-08-19,16,9,16461,96,9,10,13,9,16461,1829.0,10.666666666666666,615,True
client13247,2019-07-02,40,11,25611,91,29,4,61,11,25611,2328.2727272727275,8.272727272727273,119,False
client13248,2019-07-17,10,5,9598,13,10,2,46,5,9598,1919.6,2.6,229,False
client13249,2019-05-01,3,2,12294,6,3,0,123,2,12294,6147.0,3.0,1699,False
client1325,2019-08-25,19,7,12019,47,16,9,7,7,12019,1717.0,6.714285714285714,232,True
client13250,2018-05-13,5,2,1225,7,5,5,476,2,1225,612.5,3.5,99,True
client13251,2019-08-15,66,27,20090,109,52,32,17,27,20090,744.074074074074,4.037037037037037,179,True
client13252,2019-07-25,62,10,12268,190,55,5,38,10,12268,1226.8,19.0,25,True
client13255,2019-07-05,25,8,8290,54,22,13,58,8,8290,1036.25,6.75,119,False
client13256,2018-03-16,9,2,2884,10,9,0,534,2,2884,1442.0,5.0,110,False
client13257,2019-06-29,58,9,14461,70,53,23,64,9,14461,1606.7777777777778,7.777777777777778,49,False
client13258,2018-05-20,4,3,3145,4,4,4,469,3,3145,1048.3333333333333,1.3333333333333333,169,False
client13259,2019-07-26,1,1,2799,1,1,0,37,1,2799,2799.0,1.0,2799,False
client1326,2019-08-03,17,6,49404,57,17,11,29,6,49404,8234.0,9.5,699,True
client13260,2018-11-20,5,1,8794,6,5,0,285,1,8794,8794.0,6.0,4999,False
client13261,2018-10-13,6,1,1522,7,6,6,323,1,1522,1522.0,7.0,298,False
client13262,2019-08-24,50,12,34630,73,46,27,8,12,34630,2885.8333333333335,6.083333333333333,641,True
client13263,2019-06-11,34,10,8684,102,32,2,82,10,8684,868.4,10.2,125,False
client13264,2018-10-23,23,6,10548,46,21,1,313,6,10548,1758.0,7.666666666666667,599,False
client13265,2017-11-07,7,2,6682,63,6,5,663,2,6682,3341.0,31.5,186,False
client13266,2019-07-17,4,2,8883,7,4,0,46,2,8883,4441.5,3.5,199,False
client13267,2018-02-07,2,1,19051,22,2,0,571,1,19051,19051.0,22.0,590,False
client13269,2018-12-03,8,2,6613,13,8,0,272,2,6613,3306.5,6.5,289,False
client1327,2019-06-27,10,2,5073,13,10,0,66,2,5073,2536.5,6.5,319,False
client13270,2018-08-27,6,1,1575,9,6,0,370,1,1575,1575.0,9.0,140,False
client13271,2019-08-17,12,5,13606,13,12,8,15,5,13606,2721.2,2.6,3790,True
client13273,2018-12-27,1,1,5999,1,1,0,248,1,5999,5999.0,1.0,5999,False
client13274,2018-09-02,1,1,169,1,1,1,364,1,169,169.0,1.0,169,False
client13275,2019-01-26,2,2,10599,2,2,1,218,2,10599,5299.5,1.0,109,False
client13276,2018-03-04,1,1,499,1,1,1,546,1,499,499.0,1.0,499,False
client13277,2019-08-05,45,12,92147,354,41,3,27,12,92147,7678.916666666667,29.5,299,True
client13278,2019-07-14,4,2,3795,5,4,4,49,2,3795,1897.5,2.5,799,False
client13279,2019-01-08,1,1,96,6,1,0,236,1,96,96.0,6.0,96,False
client1328,2018-09-16,2,1,3118,2,2,2,350,1,3118,3118.0,2.0,159,False
client13280,2018-05-06,2,1,2228,2,2,2,483,1,2228,2228.0,2.0,2029,False
client13281,2019-05-23,5,3,2749,7,5,3,101,3,2749,916.3333333333334,2.3333333333333335,199,False
client13282,2019-08-31,6,4,26677,20,5,2,1,4,26677,6669.25,5.0,99,True
client13283,2019-06-16,14,6,3247,16,13,7,77,6,3247,541.1666666666666,2.6666666666666665,59,False
client13284,2019-08-20,1,1,5700,30,1,0,12,1,5700,5700.0,30.0,5700,False
client13285,2019-08-17,40,15,40286,149,37,14,15,15,40286,2685.733333333333,9.933333333333334,760,True
client13286,2019-08-24,60,16,172157,341,54,18,8,16,172157,10759.8125,21.3125,7258,False
client13287,2019-04-02,4,1,1831,9,4,0,152,1,1831,1831.0,9.0,125,False
client13288,2019-05-19,9,2,5597,13,9,9,105,2,5597,2798.5,6.5,107,False
client13289,2019-08-21,13,2,3572,16,13,0,11,2,3572,1786.0,8.0,299,True
client1329,2019-08-09,66,14,23830,97,61,5,23,14,23830,1702.142857142857,6.928571428571429,52,False
client13291,2019-08-09,47,12,11917,68,42,16,23,12,11917,993.0833333333334,5.666666666666667,29,True
client13292,2019-08-22,11,1,1857,18,11,0,10,1,1857,1857.0,18.0,93,True
client13293,2019-08-31,64,14,20774,167,50,17,1,14,20774,1483.857142857143,11.928571428571429,299,True
client13294,2019-02-04,2,2,5098,2,1,0,209,2,5098,2549.0,1.0,2099,False
client13295,2019-06-07,12,2,14644,24,11,8,86,2,14644,7322.0,12.0,490,False
client13296,2019-07-30,3,1,4270,9,3,0,33,1,4270,4270.0,9.0,1424,False
client13297,2019-07-20,5,1,1506,30,5,5,43,1,1506,1506.0,30.0,1050,False
client13298,2017-09-09,1,1,45,3,1,1,722,1,45,45.0,3.0,45,False
client13299,2019-08-14,8,3,4592,8,8,0,18,3,4592,1530.6666666666667,2.6666666666666665,190,False
client133,2019-03-12,5,2,16442,5,5,0,173,2,16442,8221.0,2.5,199,False
client1330,2019-02-25,5,1,25,5,5,0,188,1,25,25.0,5.0,5,False
client13300,2019-08-23,31,14,23070,85,25,17,9,14,23070,1647.857142857143,6.071428571428571,358,True
client13301,2019-06-20,9,5,4595,9,9,3,73,5,4595,919.0,1.8,129,False
client13302,2018-10-29,1,1,555,3,1,0,307,1,555,555.0,3.0,555,False
client13303,2019-08-09,25,10,21250,54,25,13,23,10,21250,2125.0,5.4,2999,False
client13304,2019-08-01,78,21,89389,163,75,19,31,21,89389,4256.619047619048,7.761904761904762,98,True
client13305,2019-06-21,19,8,14904,111,16,10,72,8,14904,1863.0,13.875,218,False
client13306,2019-04-12,44,4,35719,53,43,2,142,4,35719,8929.75,13.25,24990,False
client13308,2019-08-24,19,4,4429,34,19,19,8,4,4429,1107.25,8.5,28,True
client13309,2019-08-25,13,3,4172,32,13,5,7,3,4172,1390.6666666666667,10.666666666666666,331,False
client1331,2019-08-02,9,1,2589,13,9,0,30,1,2589,2589.0,13.0,129,False
client13310,2018-12-16,3,2,234,6,3,1,259,2,234,117.0,3.0,118,False
client13311,2018-04-17,3,1,13720,8,3,0,502,1,13720,13720.0,8.0,1398,False
client13312,2019-03-31,45,2,3073,72,45,45,154,2,3073,1536.5,36.0,198,False
client13313,2017-09-15,3,1,4191,5,3,0,716,1,4191,4191.0,5.0,85,False
client13314,2018-11-24,9,2,7843,33,9,6,281,2,7843,3921.5,16.5,2925,False
client13315,2019-08-01,44,4,3016,63,44,30,31,4,3016,754.0,15.75,98,False
client13316,2019-07-14,3,1,193,3,3,3,49,1,193,193.0,3.0,99,False
client13317,2019-07-12,1,1,4999,1,1,0,51,1,4999,4999.0,1.0,4999,False
client13318,2019-08-16,169,35,56194,287,134,40,16,35,56194,1605.5428571428572,8.2,189,True
client13319,2019-07-25,9,4,3832,16,9,2,38,4,3832,958.0,4.0,1473,True
client1332,2019-02-20,22,7,17166,56,20,8,193,7,17166,2452.285714285714,8.0,1799,False
client13320,2019-05-21,132,30,70507,295,120,41,103,30,70507,2350.233333333333,9.833333333333334,160,False
client13321,2019-05-03,5,2,1345,7,5,0,121,2,1345,672.5,3.5,38,False
client13322,2018-12-07,21,5,4258,29,21,10,268,5,4258,851.6,5.8,272,False
client13323,2019-03-02,24,6,21311,80,20,15,183,6,21311,3551.8333333333335,13.333333333333334,44,True
client13324,2019-04-24,24,5,5475,29,24,2,130,5,5475,1095.0,5.8,39,False
client13325,2018-07-16,4,1,1135,10,4,0,412,1,1135,1135.0,10.0,186,False
client13326,2019-08-19,185,24,65565,351,169,84,13,24,65565,2731.875,14.625,268,True
client13327,2018-07-30,2,1,7958,2,2,0,398,1,7958,7958.0,2.0,7799,False
client13328,2019-07-14,40,8,5112,43,40,35,49,8,5112,639.0,5.375,332,False
client13329,2019-01-20,14,4,3805,22,14,13,224,4,3805,951.25,5.5,299,False
client1333,2018-05-27,3,2,3667,13,2,3,462,2,3667,1833.5,6.5,712,False
client13330,2019-03-31,15,1,24010,36,15,15,154,1,24010,24010.0,36.0,567,False
client13331,2019-07-28,1,1,1359,1,1,1,35,1,1359,1359.0,1.0,1359,False
client13332,2018-11-07,7,2,1718,7,7,4,298,2,1718,859.0,3.5,329,False
client13333,2019-05-16,4,2,792,4,4,0,108,2,792,396.0,2.0,135,False
client13334,2019-06-15,11,5,15488,69,11,7,78,5,15488,3097.6,13.8,5499,False
client13335,2019-03-27,15,8,4059,20,14,6,158,8,4059,507.375,2.5,149,True
client13336,2018-05-23,2,1,10374,26,2,0,466,1,10374,10374.0,26.0,375,False
client13337,2019-05-05,10,2,5035,15,10,1,119,2,5035,2517.5,7.5,101,False
client13338,2019-07-29,9,2,1662,10,9,0,34,2,1662,831.0,5.0,329,False
client13339,2019-08-15,11,4,4025,23,10,3,17,4,4025,1006.25,5.75,716,False
client1334,2019-05-19,11,3,5901,43,11,2,105,3,5901,1967.0,14.333333333333334,169,False
client13340,2019-07-24,56,18,13031,94,45,17,39,18,13031,723.9444444444445,5.222222222222222,399,True
client13341,2019-07-15,7,1,5023,9,7,0,48,1,5023,5023.0,9.0,1499,False
client13342,2019-06-23,1,1,3999,1,1,1,70,1,3999,3999.0,1.0,3999,False
client13344,2019-08-08,7,4,2321,9,6,0,24,4,2321,580.25,2.25,369,False
client13345,2019-06-17,11,5,25543,15,11,4,76,5,25543,5108.6,3.0,175,False
client13346,2018-11-23,6,1,11400,12,6,0,282,1,11400,11400.0,12.0,4798,False
client13347,2019-05-21,34,12,23335,61,34,6,103,12,23335,1944.5833333333333,5.083333333333333,60,True
client13348,2019-01-07,8,1,3605,11,8,0,237,1,3605,3605.0,11.0,89,False
client13349,2019-05-23,8,2,9282,12,8,0,101,2,9282,4641.0,6.0,899,True
client1335,2019-01-25,13,4,4874,31,13,0,219,4,4874,1218.5,7.75,159,False
client13350,2019-06-11,58,10,10610,87,57,16,82,10,10610,1061.0,8.7,89,False
client13351,2019-02-14,2,1,15092,8,2,0,199,1,15092,15092.0,8.0,578,False
client13352,2019-08-27,81,23,82367,188,73,32,5,23,82367,3581.1739130434785,8.173913043478262,465,True
client13353,2019-07-14,8,6,5030,24,7,6,49,6,5030,838.3333333333334,4.0,299,True
client13354,2019-04-28,10,6,2190,25,9,3,126,6,2190,365.0,4.166666666666667,58,False
client13355,2019-01-26,9,3,7315,10,9,4,218,3,7315,2438.3333333333335,3.3333333333333335,327,False
client13356,2018-06-06,39,13,31551,150,36,1,452,13,31551,2427.0,11.538461538461538,2798,False
client13357,2019-08-10,114,32,26075,229,96,59,22,32,26075,814.84375,7.15625,258,True
client13358,2019-03-30,1,1,1799,1,1,1,155,1,1799,1799.0,1.0,1799,False
client13359,2019-04-09,48,4,6787,58,45,32,145,4,6787,1696.75,14.5,99,False
client1336,2019-08-20,272,72,148050,559,216,61,12,72,148050,2056.25,7.763888888888889,302,True
client13360,2019-03-04,26,8,60542,113,24,4,181,8,60542,7567.75,14.125,123,False
client13361,2018-02-11,17,1,947,51,17,17,567,1,947,947.0,51.0,195,False
client13362,2019-03-01,12,1,2380,15,12,0,184,1,2380,2380.0,15.0,597,False
client13363,2019-08-17,9,4,22823,22,9,6,15,4,22823,5705.75,5.5,822,False
client13364,2018-11-07,15,4,5072,34,15,0,298,4,5072,1268.0,8.5,150,True
client13365,2019-08-06,5,3,2718,10,5,0,26,3,2718,906.0,3.3333333333333335,58,False
client13366,2019-05-06,25,5,11505,51,25,9,118,5,11505,2301.0,10.2,1059,False
client13367,2019-06-09,11,3,4838,12,11,11,84,3,4838,1612.6666666666667,4.0,399,False
client13369,2019-08-29,4,2,2496,4,4,0,3,2,2496,1248.0,2.0,699,False
client1337,2019-05-27,34,6,9026,48,33,10,97,6,9026,1504.3333333333333,8.0,188,False
client13370,2018-06-08,21,7,5395,36,21,14,450,7,5395,770.7142857142857,5.142857142857143,329,False
client13371,2019-07-23,20,6,3366,23,19,5,40,6,3366,561.0,3.8333333333333335,273,False
client13372,2018-11-01,48,6,109421,215,47,0,304,6,109421,18236.833333333332,35.833333333333336,198,False
client13373,2019-08-24,22,5,4356,38,21,6,8,5,4356,871.2,7.6,179,True
client13374,2019-05-16,14,5,12769,21,14,1,108,5,12769,2553.8,4.2,150,False
client13375,2019-03-06,4,1,776,7,4,0,179,1,776,776.0,7.0,28,False
client13376,2018-07-26,4,1,2734,6,4,0,402,1,2734,2734.0,6.0,1999,False
client13377,2018-04-14,1,1,3499,1,1,1,505,1,3499,3499.0,1.0,3499,False
client13378,2019-08-18,2,1,1638,2,2,2,14,1,1638,1638.0,2.0,1499,False
client13379,2019-05-15,7,2,1251,7,7,0,109,2,1251,625.5,3.5,21,False
client1338,2019-05-09,22,9,6695,50,19,10,115,9,6695,743.8888888888889,5.555555555555555,95,False
client13381,2018-03-30,2,1,7221,2,2,0,520,1,7221,7221.0,2.0,6972,False
client13382,2019-08-31,1,1,7150,22,1,1,1,1,7150,7150.0,22.0,7150,False
client13383,2019-07-28,5,1,5620,55,5,5,35,1,5620,5620.0,55.0,899,False
client13384,2019-08-17,24,10,13939,39,22,2,15,10,13939,1393.9,3.9,119,False
client13385,2019-07-16,46,19,16516,63,41,20,47,19,16516,869.2631578947369,3.3157894736842106,122,True
client13386,2019-08-28,21,10,11715,82,19,1,4,10,11715,1171.5,8.2,159,True
client13387,2018-12-15,15,5,2551,29,15,4,260,5,2551,510.2,5.8,49,False
client13388,2019-06-25,7,2,1944,8,7,0,68,2,1944,972.0,4.0,285,False
client13389,2019-06-21,14,4,15462,42,14,8,72,4,15462,3865.5,10.5,255,False
client1339,2018-08-05,1,1,10,1,1,1,392,1,10,10.0,1.0,10,False
client13390,2019-07-03,67,6,16085,74,62,0,60,6,16085,2680.8333333333335,12.333333333333334,142,False
client13391,2019-03-31,42,6,3549,47,42,17,154,6,3549,591.5,7.833333333333333,26,True
client13392,2019-06-20,16,3,11259,43,15,4,73,3,11259,3753.0,14.333333333333334,360,False
client13393,2018-01-09,23,1,3488,35,23,0,600,1,3488,3488.0,35.0,259,False
client13394,2018-02-04,4,2,8573,23,3,2,574,2,8573,4286.5,11.5,115,False
client13395,2019-07-14,10,2,8111,45,10,10,49,2,8111,4055.5,22.5,195,False
client13396,2019-04-10,24,2,511,27,23,5,144,2,511,255.5,13.5,99,False
client13397,2019-04-15,1,1,198,2,1,0,139,1,198,198.0,2.0,198,False
client13398,2019-05-28,99,9,10646,977,81,0,96,9,10646,1182.888888888889,108.55555555555556,69,False
client13399,2019-03-17,4,1,369,4,4,4,168,1,369,369.0,4.0,79,False
client134,2018-11-09,12,4,106603,318,10,2,296,4,106603,26650.75,79.5,419,True
client1340,2017-10-25,4,2,4485,5,4,0,676,2,4485,2242.5,2.5,99,False
client13400,2019-04-14,11,5,5332,11,11,7,140,5,5332,1066.4,2.2,20,False
client13401,2019-05-12,6,2,2910,10,6,6,112,2,2910,1455.0,5.0,1099,False
client13402,2018-10-09,13,6,4641,20,12,0,327,6,4641,773.5,3.3333333333333335,159,False
client13404,2018-02-25,18,2,1948,23,17,18,553,2,1948,974.0,11.5,49,False
client13405,2017-10-04,11,1,21642,52,11,0,697,1,21642,21642.0,52.0,1175,False
client13407,2019-03-17,9,2,9457,12,9,5,168,2,9457,4728.5,6.0,216,False
client13408,2018-09-09,2,1,428,2,2,2,357,1,428,428.0,2.0,279,False
client13409,2019-08-17,90,13,7156,171,78,26,15,13,7156,550.4615384615385,13.153846153846153,178,False
client1341,2019-08-31,82,18,90064,138,74,39,1,18,90064,5003.555555555556,7.666666666666667,438,True
client13410,2017-11-20,7,1,1518,21,7,0,650,1,1518,1518.0,21.0,29,False
client13411,2019-08-28,9,4,13806,18,9,4,4,4,13806,3451.5,4.5,6999,False
client13412,2019-08-29,13,6,3404,14,13,1,3,6,3404,567.3333333333334,2.3333333333333335,269,False
client13413,2018-09-23,6,2,20835,15,6,1,343,2,20835,10417.5,7.5,878,False
client13414,2018-07-14,25,9,13695,76,23,8,414,9,13695,1521.6666666666667,8.444444444444445,494,False
client13415,2019-03-28,5,3,2773,7,4,3,157,3,2773,924.3333333333334,2.3333333333333335,229,False
client13416,2019-03-26,3,1,3045,5,3,0,159,1,3045,3045.0,5.0,1149,False
client13417,2019-08-11,5,1,1998,7,5,5,21,1,1998,1998.0,7.0,24,True
client13418,2019-06-09,43,11,15173,52,41,11,84,11,15173,1379.3636363636363,4.7272727272727275,229,True
client13419,2019-03-07,2,2,3809,3,2,0,178,2,3809,1904.5,1.5,1811,False
client1342,2019-02-10,6,4,1971,6,5,2,203,4,1971,492.75,1.5,80,False
client13420,2019-04-25,30,10,18559,48,29,2,129,10,18559,1855.9,4.8,1399,False
client13421,2019-05-27,9,6,11953,16,9,4,97,6,11953,1992.1666666666667,2.6666666666666665,3718,False
client13422,2019-08-31,30,8,10190,41,25,25,1,8,10190,1273.75,5.125,262,True
client13423,2019-01-27,27,15,7082,30,20,21,217,15,7082,472.1333333333333,2.0,59,False
client13424,2018-12-28,19,4,18912,46,19,3,247,4,18912,4728.0,11.5,2100,True
client13425,2019-07-12,8,4,8247,21,7,4,51,4,8247,2061.75,5.25,61,False
client13426,2017-10-24,4,1,2454,6,4,0,677,1,2454,2454.0,6.0,199,False
client13427,2019-06-12,7,5,6396,7,7,3,81,5,6396,1279.2,1.4,152,False
client13430,2019-03-18,38,7,19267,68,36,29,167,7,19267,2752.4285714285716,9.714285714285714,3899,True
client13431,2018-03-29,8,3,12475,31,8,1,521,3,12475,4158.333333333333,10.333333333333334,129,False
client13432,2018-03-06,2,2,2597,3,2,1,544,2,2597,1298.5,1.5,798,False
client13435,2019-04-01,2,2,380,2,2,1,153,2,380,190.0,1.0,21,False
client13436,2018-08-06,9,2,4966,10,9,1,391,2,4966,2483.0,5.0,39,False
client13437,2019-04-01,4,2,275,5,4,0,153,2,275,137.5,2.5,198,False
client13438,2018-08-21,1,1,1299,1,1,0,376,1,1299,1299.0,1.0,1299,False
client13439,2019-02-10,1,1,2870,3,1,1,203,1,2870,2870.0,3.0,2870,False
client1344,2019-04-27,18,10,46285,75,12,11,127,10,46285,4628.5,7.5,239,False
client13440,2019-08-02,29,5,14016,71,29,2,30,5,14016,2803.2,14.2,239,True
client13441,2018-11-21,5,4,5844,6,5,1,284,4,5844,1461.0,1.5,219,False
client13444,2019-08-28,38,8,22981,87,38,15,4,8,22981,2872.625,10.875,345,False
client13446,2019-06-24,14,5,3784,18,12,5,69,5,3784,756.8,3.6,245,True
client13447,2019-08-10,42,10,39387,67,38,9,22,10,39387,3938.7,6.7,1224,True
client13448,2019-08-06,13,4,6214,44,13,0,26,4,6214,1553.5,11.0,95,False
client13449,2019-08-22,41,8,61645,239,41,10,10,8,61645,7705.625,29.875,2097,True
client1345,2019-06-25,2,1,1096,4,2,0,68,1,1096,1096.0,4.0,898,False
client13451,2019-05-21,9,6,9327,13,9,2,103,6,9327,1554.5,2.1666666666666665,99,True
client13452,2018-10-14,10,6,6842,23,9,2,322,6,6842,1140.3333333333333,3.8333333333333335,336,False
client13453,2019-03-15,32,5,5926,43,31,17,170,5,5926,1185.2,8.6,155,True
client13454,2019-04-25,13,4,1592,16,13,7,129,4,1592,398.0,4.0,20,False
client13455,2019-05-05,22,4,7472,28,22,4,119,4,7472,1868.0,7.0,149,False
client13456,2019-08-22,19,5,5414,24,18,2,10,5,5414,1082.8,4.8,297,False
client13457,2017-11-27,3,1,3853,3,3,0,643,1,3853,3853.0,3.0,185,True
client13458,2019-01-03,30,14,9248,43,25,12,241,14,9248,660.5714285714286,3.0714285714285716,115,False
client13459,2018-05-19,3,1,7241,3,3,3,470,1,7241,7241.0,3.0,5999,False
client1346,2019-08-16,37,10,37832,133,35,1,16,10,37832,3783.2,13.3,139,True
client13460,2018-05-23,4,1,2746,6,4,0,466,1,2746,2746.0,6.0,11,False
client13461,2019-06-07,40,11,31757,58,34,0,86,11,31757,2887.0,5.2727272727272725,379,False
client13462,2019-07-21,29,7,11117,45,26,5,42,7,11117,1588.142857142857,6.428571428571429,135,False
client13463,2019-03-30,3,2,28214,3,3,1,155,2,28214,14107.0,1.5,23490,False
client13464,2019-05-29,43,11,26714,63,41,11,95,11,26714,2428.5454545454545,5.7272727272727275,102,False
client13465,2019-05-18,14,2,2172,26,13,8,106,2,2172,1086.0,13.0,75,False
client13466,2018-01-10,2,1,2527,5,2,0,599,1,2527,2527.0,5.0,1828,False
client13467,2019-08-20,4,1,1495,5,4,0,12,1,1495,1495.0,5.0,499,True
client13468,2019-06-17,39,10,4554,54,38,5,76,10,4554,455.4,5.4,60,False
client13469,2018-05-07,87,2,30340,136,63,69,482,2,30340,15170.0,68.0,299,False
client1347,2019-04-19,5,1,975,7,5,0,135,1,975,975.0,7.0,109,False
client13470,2019-07-22,128,10,68008,164,122,23,41,10,68008,6800.8,16.4,2599,False
client13471,2017-09-15,3,1,2976,4,3,0,716,1,2976,2976.0,4.0,119,False
client13472,2019-05-30,5,2,7653,14,5,3,94,2,7653,3826.5,7.0,582,False
client13473,2018-12-03,1,1,298,2,1,0,272,1,298,298.0,2.0,298,False
client13474,2019-03-12,23,1,1703,28,23,0,173,1,1703,1703.0,28.0,28,False
client13475,2018-05-15,3,1,4147,3,3,0,474,1,4147,4147.0,3.0,3799,False
client13476,2019-03-03,57,19,13013,140,40,31,182,19,13013,684.8947368421053,7.368421052631579,20,True
client13477,2019-08-10,15,9,13449,145,13,7,22,9,13449,1494.3333333333333,16.11111111111111,89,False
client13478,2019-02-18,13,7,6619,32,13,3,195,7,6619,945.5714285714286,4.571428571428571,14,False
client13479,2018-01-20,4,1,2954,6,4,4,589,1,2954,2954.0,6.0,799,False
client1348,2019-03-06,3,1,2213,3,3,0,179,1,2213,2213.0,3.0,145,False
client13480,2019-07-21,5,1,1199,5,5,5,42,1,1199,1199.0,5.0,123,False
client13481,2018-10-28,2,2,1554,2,2,1,308,2,1554,777.0,1.0,155,False
client13482,2019-03-18,13,4,20296,26,12,2,167,4,20296,5074.0,6.5,2998,False
client13483,2018-09-04,2,1,597,3,2,0,362,1,597,597.0,3.0,459,False
client13484,2018-08-20,35,2,32689,96,35,0,377,2,32689,16344.5,48.0,158,False
client13485,2017-11-04,2,2,10973,2,2,2,666,2,10973,5486.5,1.0,2974,False
client13486,2018-01-29,4,1,3358,6,4,0,580,1,3358,3358.0,6.0,2750,False
client13487,2019-07-11,16,6,32594,22,16,5,52,6,32594,5432.333333333333,3.6666666666666665,135,False
client13488,2019-08-01,18,4,11797,42,18,7,31,4,11797,2949.25,10.5,6317,False
client13489,2019-04-08,1,1,2999,1,1,0,146,1,2999,2999.0,1.0,2999,False
client1349,2019-07-29,1,1,999,1,1,0,34,1,999,999.0,1.0,999,False
client13490,2019-08-19,20,5,4282,26,20,9,13,5,4282,856.4,5.2,1499,False
client13491,2017-11-10,4,2,7544,6,3,3,660,2,7544,3772.0,3.0,1599,False
client13492,2019-02-27,28,8,27106,63,25,1,186,8,27106,3388.25,7.875,120,False
client13493,2019-08-09,19,12,8940,37,17,6,23,12,8940,745.0,3.0833333333333335,59,False
client13494,2019-08-07,8,2,1004,8,8,7,25,2,1004,502.0,4.0,49,False
client13495,2018-08-10,1,1,349,1,1,0,387,1,349,349.0,1.0,349,False
client13496,2019-06-14,37,10,40427,135,36,22,79,10,40427,4042.7,13.5,591,False
client13497,2019-03-10,29,3,1674,34,28,2,175,3,1674,558.0,11.333333333333334,150,False
client13498,2018-10-16,3,1,2623,3,3,0,320,1,2623,2623.0,3.0,2499,False
client13499,2019-01-05,11,4,1690,14,11,11,239,4,1690,422.5,3.5,297,True
client135,2019-08-28,27,8,24839,52,24,12,4,8,24839,3104.875,6.5,1050,True
client1350,2019-08-22,37,14,12685,43,36,19,10,14,12685,906.0714285714286,3.0714285714285716,99,True
client13500,2018-02-22,16,5,3576,35,16,0,556,5,3576,715.2,7.0,220,False
client13501,2019-08-29,459,22,21722,587,325,25,3,22,21722,987.3636363636364,26.681818181818183,284,True
client13502,2019-03-20,16,5,24562,57,16,11,165,5,24562,4912.4,11.4,132,False
client13503,2018-08-07,6,2,4745,13,6,0,390,2,4745,2372.5,6.5,1189,False
client13504,2019-05-17,35,11,9025,58,34,14,107,11,9025,820.4545454545455,5.2727272727272725,1199,False
client13505,2019-08-18,37,8,18249,61,29,7,14,8,18249,2281.125,7.625,53,False
client13506,2018-12-19,6,2,11276,17,6,0,256,2,11276,5638.0,8.5,641,False
client13507,2019-07-10,29,9,27754,58,29,3,53,9,27754,3083.777777777778,6.444444444444445,427,True
client13508,2019-07-12,68,10,29541,149,65,0,51,10,29541,2954.1,14.9,129,False
client13509,2019-06-29,8,2,27504,11,8,8,64,2,27504,13752.0,5.5,1407,False
client1351,2019-06-30,5,1,9529,7,5,5,63,1,9529,9529.0,7.0,319,False
client13510,2019-03-31,8,4,12455,62,8,3,154,4,12455,3113.75,15.5,207,False
client13511,2019-07-11,37,4,109232,128,37,9,52,4,109232,27308.0,32.0,1898,False
client13512,2019-08-10,4,2,7481,5,4,2,22,2,7481,3740.5,2.5,158,False
client13513,2018-09-10,8,2,4531,9,8,7,356,2,4531,2265.5,4.5,69,False
client13515,2019-08-05,65,12,10678,90,62,24,27,12,10678,889.8333333333334,7.5,299,False
client13516,2019-04-29,58,5,40127,128,56,29,125,5,40127,8025.4,25.6,34,False
client13517,2019-08-24,65,12,23733,113,59,22,8,12,23733,1977.75,9.416666666666666,39,False
client13518,2019-07-06,3,2,2160,13,3,1,57,2,2160,1080.0,6.5,690,False
client13519,2019-08-20,15,5,1455,24,14,0,12,5,1455,291.0,4.8,30,False
client1352,2019-08-26,75,24,21699,134,69,34,6,24,21699,904.125,5.583333333333333,179,True
client13521,2019-07-21,42,9,11282,81,38,7,42,9,11282,1253.5555555555557,9.0,136,True
client13522,2019-06-29,12,9,11253,18,10,5,64,9,11253,1250.3333333333333,2.0,98,False
