item,abc,xyz,abc_xyz
sku25297,B,Z,BZ
sku27951,B,Z,BZ
sku1083,B,Z,BZ
sku2236,B,Z,BZ
sku795,B,X,BX
sku26501,B,X,BX
sku5170,B,Z,BZ
sku12475,B,X,BX
sku27563,B,X,BX
sku19639,B,X,BX
sku21218,B,X,BX
sku23851,B,Z,BZ
sku11235,B,Z,BZ
sku9379,B,Z,BZ
sku24259,B,Z,BZ
sku7060,B,X,BX
sku7026,B,Z,BZ
sku9789,B,Z,BZ
sku19551,B,X,BX
sku27277,B,Y,BY
sku24436,B,X,BX
sku829,B,Z,BZ
sku12911,B,Z,BZ
sku504,B,Z,BZ
sku3002,B,X,BX
sku23061,B,X,BX
sku27280,B,Z,BZ
sku30331,B,Z,BZ
sku2909,B,X,BX
sku22318,B,Z,BZ
sku18280,B,Z,BZ
sku26134,B,X,BX
sku13455,B,X,BX
sku804,B,X,BX
sku17944,B,Z,BZ
sku30578,B,Z,BZ
sku27317,B,Z,BZ
sku16044,B,Z,BZ
sku25200,B,Y,BY
sku15294,B,Z,BZ
sku4264,B,Z,BZ
sku9632,B,Z,BZ
sku8110,B,Z,BZ
sku13399,B,Z,BZ
sku28580,B,X,BX
sku6462,B,Z,BZ
sku12277,B,Z,BZ
sku9021,B,Z,BZ
sku1140,B,Z,BZ
sku25923,B,X,BX
sku13720,B,X,BX
sku24630,B,Y,BY
sku15244,B,Z,BZ
sku1533,B,X,BX
sku5644,B,Z,BZ
sku25840,B,Z,BZ
sku1387,B,Z,BZ
sku14079,B,Z,BZ
sku11879,B,Z,BZ
sku14939,B,Z,BZ
sku27911,B,Z,BZ
sku21478,B,X,BX
sku23996,B,Z,BZ
sku9437,B,Z,BZ
sku22799,B,Z,BZ
sku18267,B,Z,BZ
sku16888,B,Z,BZ
sku29044,B,X,BX
sku29342,B,Z,BZ
sku4673,B,Z,BZ
sku15811,B,X,BX
sku19058,B,Z,BZ
sku28107,B,Z,BZ
sku24120,B,Z,BZ
sku30538,B,Z,BZ
sku8657,B,Z,BZ
sku6022,B,Z,BZ
sku10905,B,Z,BZ
sku11998,B,Z,BZ
sku17080,B,Z,BZ
sku24841,B,Y,BY
sku8435,B,Z,BZ
sku28440,B,Z,BZ
sku17151,B,Y,BY
sku856,B,Z,BZ
sku2100,B,Z,BZ
sku6387,B,Z,BZ
sku8289,B,Z,BZ
sku28059,B,Z,BZ
sku10843,B,Z,BZ
sku2040,B,Z,BZ
sku24093,B,Y,BY
sku22812,B,Z,BZ
sku27331,B,Z,BZ
sku6008,B,Z,BZ
sku14080,B,Z,BZ
sku12839,B,Z,BZ
sku15713,B,Z,BZ
sku29238,B,X,BX
sku24312,B,X,BX
sku29851,B,X,BX
sku26203,B,Z,BZ
sku23812,B,X,BX
sku19212,B,Z,BZ
sku23344,B,Z,BZ
sku14884,B,X,BX
sku8662,B,X,BX
sku13077,B,Z,BZ
sku22120,B,Z,BZ
sku10383,B,X,BX
sku14810,B,Z,BZ
sku23579,B,Z,BZ
sku26260,B,Z,BZ
sku9735,B,Z,BZ
sku17834,B,Z,BZ
sku21234,B,Z,BZ
sku9416,B,Z,BZ
sku240,B,Z,BZ
sku23176,B,Z,BZ
sku20972,B,Z,BZ
sku4791,B,Z,BZ
sku7396,B,Z,BZ
sku20818,B,Z,BZ
sku801,B,X,BX
sku3536,B,Y,BY
sku26572,B,Z,BZ
sku12650,B,Z,BZ
sku30117,B,Z,BZ
sku30136,B,Z,BZ
sku12194,B,X,BX
sku15374,B,X,BX
sku10670,B,X,BX
sku150,B,Z,BZ
sku18667,B,X,BX
sku20616,B,Z,BZ
sku18956,B,Z,BZ
sku9205,B,Z,BZ
sku6552,B,Z,BZ
sku13130,B,Z,BZ
sku26859,B,Z,BZ
sku13453,B,X,BX
sku10103,B,Y,BY
sku15670,B,Z,BZ
sku18301,B,Z,BZ
sku9406,B,X,BX
sku22028,B,Z,BZ
sku23147,B,Z,BZ
sku29374,B,Z,BZ
sku15867,B,Z,BZ
sku10989,B,Z,BZ
sku30131,B,Z,BZ
sku11763,B,X,BX
sku3394,B,Z,BZ
sku14179,B,X,BX
sku26997,B,Z,BZ
sku19012,B,Z,BZ
sku1417,B,X,BX
sku29778,B,Z,BZ
sku8116,B,X,BX
sku19498,B,Z,BZ
sku20042,B,Z,BZ
sku15534,B,Z,BZ
sku7005,B,Z,BZ
sku852,B,Z,BZ
sku19365,B,Z,BZ
sku19964,B,Z,BZ
sku3346,B,Z,BZ
sku15515,B,X,BX
sku18776,B,X,BX
sku1564,B,X,BX
sku4829,B,Z,BZ
sku23638,B,Z,BZ
sku21991,B,X,BX
sku4869,B,Z,BZ
sku10390,B,Z,BZ
sku13026,B,Z,BZ
sku28590,B,Z,BZ
sku4944,B,Z,BZ
sku24063,B,Y,BY
sku11075,B,Z,BZ
sku16661,B,Z,BZ
sku15872,B,Z,BZ
sku23630,B,Z,BZ
sku25037,B,X,BX
sku26188,B,Z,BZ
sku24488,B,Z,BZ
sku5556,B,Z,BZ
sku13464,B,Z,BZ
sku20038,B,Z,BZ
sku8670,B,X,BX
sku12544,B,Z,BZ
sku4460,B,Z,BZ
sku1521,B,Y,BY
sku12878,B,Z,BZ
sku9598,B,Z,BZ
sku21627,B,Z,BZ
sku13392,B,Y,BY
sku1546,B,Z,BZ
sku24319,B,Z,BZ
sku28392,B,X,BX
sku4788,B,X,BX
sku537,B,Z,BZ
sku3646,B,Z,BZ
sku15847,B,Z,BZ
sku13935,B,Z,BZ
sku23320,B,X,BX
sku29877,B,Z,BZ
sku4873,B,Z,BZ
sku25514,B,Z,BZ
sku23581,B,Z,BZ
sku720,B,Z,BZ
sku15197,B,Z,BZ
sku4677,B,Z,BZ
sku26118,B,Z,BZ
sku17416,B,Z,BZ
sku13114,B,Z,BZ
sku1037,B,Z,BZ
sku27898,B,Z,BZ
sku3170,B,Z,BZ
sku25734,B,Z,BZ
sku1830,B,Z,BZ
sku26248,B,Z,BZ
sku6903,B,Z,BZ
sku18481,B,Z,BZ
sku6229,B,X,BX
sku649,B,X,BX
sku27870,B,X,BX
sku4300,B,Z,BZ
sku27643,B,Z,BZ
sku16920,B,Z,BZ
sku7126,B,Z,BZ
sku13292,B,Z,BZ
sku18092,B,Z,BZ
sku6752,B,Z,BZ
sku25227,B,Z,BZ
sku28822,B,Y,BY
sku9468,B,Z,BZ
sku14258,B,Z,BZ
sku15532,B,Z,BZ
sku11262,B,X,BX
sku1614,B,X,BX
sku7328,B,Z,BZ
sku2981,B,Z,BZ
sku15621,B,Z,BZ
sku29633,B,Z,BZ
sku6136,B,Z,BZ
sku29821,B,Z,BZ
sku30434,B,X,BX
sku8703,B,Z,BZ
sku29039,B,X,BX
sku15273,B,Z,BZ
sku1272,B,Z,BZ
sku11772,B,Z,BZ
sku2741,B,Z,BZ
sku6928,B,X,BX
sku1451,B,Z,BZ
sku15973,B,Z,BZ
sku14769,B,Z,BZ
sku28163,B,X,BX
sku25570,B,X,BX
sku22788,B,X,BX
sku11415,B,Z,BZ
sku2653,B,X,BX
sku26982,B,Z,BZ
sku23105,B,Z,BZ
sku3756,B,Z,BZ
sku21634,B,Z,BZ
sku29310,B,Z,BZ
sku22846,B,Z,BZ
sku10253,B,Z,BZ
sku25706,B,Z,BZ
sku28499,B,Z,BZ
sku8217,B,Z,BZ
sku14412,B,X,BX
sku18233,B,X,BX
sku5896,B,Z,BZ
sku15962,B,Z,BZ
sku28676,B,Z,BZ
sku5265,B,X,BX
sku19958,B,Z,BZ
sku5457,B,X,BX
sku29709,B,Z,BZ
sku4088,B,Z,BZ
sku26046,B,Z,BZ
sku28129,B,Z,BZ
sku28492,B,Z,BZ
sku19379,B,Z,BZ
sku22876,B,Z,BZ
sku2407,B,X,BX
sku16685,B,Z,BZ
sku19228,B,X,BX
sku21345,B,X,BX
sku16064,B,Z,BZ
sku27882,B,Z,BZ
sku10116,B,Z,BZ
sku16565,B,X,BX
sku18784,B,Z,BZ
sku15508,B,Z,BZ
sku11371,B,Y,BY
sku15288,B,X,BX
sku21469,B,Z,BZ
sku10904,B,X,BX
sku8304,B,X,BX
sku14066,B,Z,BZ
sku1107,B,Z,BZ
sku24287,B,Z,BZ
sku25893,B,Z,BZ
sku23830,B,Z,BZ
sku14858,B,Z,BZ
sku27239,B,Z,BZ
sku5943,B,Z,BZ
sku13272,B,Z,BZ
sku28742,B,X,BX
sku15586,B,Z,BZ
sku13094,B,Y,BY
sku10508,B,Z,BZ
sku2411,B,Z,BZ
sku4550,B,Y,BY
sku27425,B,Z,BZ
sku13898,B,Z,BZ
sku20515,B,Z,BZ
sku7015,B,Z,BZ
sku1929,B,Z,BZ
sku5807,B,Y,BY
sku28114,B,Z,BZ
sku17649,B,Z,BZ
sku3961,B,Z,BZ
sku12838,B,X,BX
sku18161,B,Z,BZ
sku12227,B,X,BX
sku25262,B,Z,BZ
sku3206,B,Z,BZ
sku14732,B,Z,BZ
sku16102,B,Z,BZ
sku25065,B,Z,BZ
sku16573,B,Z,BZ
sku9435,B,Z,BZ
sku1956,B,Z,BZ
sku1264,B,Y,BY
sku22065,B,Z,BZ
sku15014,B,Z,BZ
sku9538,B,Y,BY
sku766,B,Z,BZ
sku25494,B,Z,BZ
sku28979,B,Y,BY
sku14919,B,Z,BZ
sku1326,B,X,BX
sku16837,B,Z,BZ
sku8284,B,X,BX
sku22664,B,X,BX
sku16604,B,X,BX
sku14216,B,Z,BZ
sku22024,B,X,BX
sku28277,B,Z,BZ
sku1276,B,Z,BZ
sku1228,B,X,BX
sku26560,B,X,BX
sku620,B,Z,BZ
sku21247,B,Z,BZ
sku1701,B,X,BX
sku16927,B,Z,BZ
sku1468,B,Z,BZ
sku24329,B,Z,BZ
sku17604,B,X,BX
sku16839,B,Z,BZ
sku11293,B,Z,BZ
sku10845,B,Z,BZ
sku359,B,Z,BZ
sku4153,B,Z,BZ
sku6488,B,Z,BZ
sku14498,B,X,BX
sku24137,B,Z,BZ
sku18450,B,Z,BZ
sku6335,B,Z,BZ
sku28012,B,Z,BZ
sku3505,B,Z,BZ
sku2575,B,X,BX
sku22432,B,Z,BZ
sku29888,B,X,BX
sku7891,B,Z,BZ
sku14597,B,Z,BZ
sku25626,B,Z,BZ
sku29779,B,Z,BZ
sku306,B,Z,BZ
sku29202,B,Z,BZ
sku20031,B,X,BX
sku18548,B,Z,BZ
sku21348,B,Z,BZ
sku28151,B,Z,BZ
sku27407,B,Z,BZ
sku26013,B,Z,BZ
sku11441,B,X,BX
sku15915,B,Z,BZ
sku10142,B,Z,BZ
sku9931,B,Z,BZ
sku1414,B,Z,BZ
sku12709,B,Z,BZ
sku3510,B,Z,BZ
sku23193,B,Z,BZ
sku26831,B,Y,BY
sku26160,B,Z,BZ
sku23772,B,X,BX
sku28155,B,Z,BZ
sku26431,B,Z,BZ
sku17199,B,X,BX
sku4084,B,Z,BZ
sku23914,B,Z,BZ
sku25476,B,Z,BZ
sku6083,B,Z,BZ
sku1582,B,Z,BZ
sku22369,B,Z,BZ
sku29194,B,Z,BZ
sku25307,B,Z,BZ
sku23252,B,Z,BZ
sku1089,B,X,BX
sku1038,B,Z,BZ
sku24098,B,X,BX
sku9024,B,Z,BZ
sku5898,B,Z,BZ
sku22746,B,X,BX
sku17102,B,X,BX
sku25625,B,X,BX
sku13555,B,X,BX
sku24036,B,X,BX
sku22433,B,X,BX
sku25492,B,Z,BZ
sku8999,B,X,BX
sku2057,B,X,BX
sku19535,B,Z,BZ
sku19149,B,Z,BZ
sku29416,B,X,BX
sku4604,B,X,BX
sku2459,B,Z,BZ
sku28887,B,Y,BY
sku30354,B,Z,BZ
sku30311,B,X,BX
sku13511,B,Z,BZ
sku28884,B,Z,BZ
sku4753,B,Z,BZ
sku6666,B,Z,BZ
sku2151,B,Z,BZ
sku8911,B,Z,BZ
sku21443,B,Z,BZ
sku22453,B,Y,BY
sku20727,B,Z,BZ
sku6130,B,Z,BZ
sku19482,B,Z,BZ
sku18899,B,Z,BZ
sku9165,B,Z,BZ
sku8786,B,Z,BZ
sku12404,B,X,BX
sku21931,B,Z,BZ
sku18083,B,Z,BZ
sku304,B,X,BX
sku3937,B,Z,BZ
sku4167,B,Z,BZ
sku17528,B,Z,BZ
sku10398,B,X,BX
sku19540,B,Z,BZ
sku2937,B,Z,BZ
sku28900,B,X,BX
sku29882,B,X,BX
sku9035,B,Z,BZ
sku7070,B,Y,BY
sku26468,B,Z,BZ
sku13282,B,Z,BZ
sku18636,B,Z,BZ
sku2777,B,X,BX
sku12047,B,X,BX
sku13214,B,Z,BZ
sku20770,B,Z,BZ
sku7876,B,X,BX
sku17780,B,Z,BZ
sku17739,B,Z,BZ
sku145,B,Z,BZ
sku7711,B,Y,BY
sku14402,B,Z,BZ
sku21206,B,X,BX
sku14401,B,X,BX
sku25073,B,Z,BZ
sku20684,B,Z,BZ
sku5547,B,X,BX
sku2527,B,Z,BZ
sku8702,B,X,BX
sku983,B,Z,BZ
sku4098,B,Z,BZ
sku8352,B,Z,BZ
sku2095,B,Z,BZ
sku11725,B,X,BX
sku15469,B,Z,BZ
sku28958,B,Z,BZ
sku2630,B,Z,BZ
sku132,B,Z,BZ
sku13567,B,X,BX
sku10231,B,Z,BZ
sku14675,B,X,BX
sku2472,B,Z,BZ
sku3861,B,Z,BZ
sku5922,B,Y,BY
sku26271,B,X,BX
sku30030,B,Z,BZ
sku17321,B,Z,BZ
sku23467,B,Z,BZ
sku28154,B,Z,BZ
sku10406,B,Z,BZ
sku7963,B,Z,BZ
sku28703,B,Z,BZ
sku26562,B,X,BX
sku7681,B,Z,BZ
sku19295,B,Z,BZ
sku10893,B,Z,BZ
sku7773,B,Z,BZ
sku23122,B,Y,BY
sku19983,B,X,BX
sku8598,B,X,BX
sku25402,B,Z,BZ
sku25518,B,Z,BZ
sku17448,B,Z,BZ
sku19375,B,X,BX
sku17226,B,Z,BZ
sku20689,B,Z,BZ
sku8925,B,Z,BZ
sku24435,B,Z,BZ
sku9665,B,Y,BY
sku13126,B,X,BX
sku22780,B,Z,BZ
sku8844,B,Z,BZ
sku11908,B,Z,BZ
sku21749,B,Z,BZ
sku21721,B,Z,BZ
sku3076,B,X,BX
sku17716,B,Z,BZ
sku8349,B,X,BX
sku3075,B,Z,BZ
sku22530,B,X,BX
sku11372,B,Z,BZ
sku22947,B,X,BX
sku22500,B,X,BX
sku17117,B,Z,BZ
sku14023,B,Z,BZ
sku1752,B,Z,BZ
sku6973,B,X,BX
sku15423,B,X,BX
sku7329,B,Z,BZ
sku14702,B,X,BX
sku15004,B,Z,BZ
sku9007,B,Z,BZ
sku27625,B,X,BX
sku24875,B,Z,BZ
sku15994,B,X,BX
sku29251,B,X,BX
sku17204,B,Z,BZ
sku2028,B,X,BX
sku24609,B,Z,BZ
sku21160,B,Z,BZ
sku7810,B,Z,BZ
sku28454,B,Z,BZ
sku22888,B,Z,BZ
sku14083,B,Z,BZ
sku11253,B,Z,BZ
sku1551,B,Z,BZ
sku29455,B,Z,BZ
sku4223,B,Z,BZ
sku23801,B,Z,BZ
sku8491,B,X,BX
sku3441,B,Z,BZ
sku5647,B,Z,BZ
sku403,B,Z,BZ
sku20238,B,Z,BZ
sku20322,B,Y,BY
sku17008,B,Z,BZ
sku25599,B,Z,BZ
sku4377,B,X,BX
sku2047,B,Z,BZ
sku4026,B,Z,BZ
sku10122,B,Z,BZ
sku19178,B,Z,BZ
sku19025,B,Z,BZ
sku7487,B,Z,BZ
sku466,B,X,BX
sku8429,B,X,BX
sku18324,B,Z,BZ
sku9994,B,X,BX
sku14052,B,X,BX
sku25880,B,Z,BZ
sku1435,B,Z,BZ
sku18169,B,X,BX
sku8243,B,Z,BZ
sku18990,B,Y,BY
sku14222,B,Y,BY
sku17350,B,X,BX
sku10027,B,Z,BZ
sku9762,B,Z,BZ
sku3616,B,Z,BZ
sku12534,B,Z,BZ
sku14074,B,Z,BZ
sku27045,B,Z,BZ
sku5982,B,Z,BZ
sku4010,B,Z,BZ
sku14562,B,X,BX
sku26765,B,Y,BY
sku15331,B,X,BX
sku6739,B,X,BX
sku5539,B,X,BX
sku27416,B,Z,BZ
sku26239,B,Z,BZ
sku7069,B,Z,BZ
sku136,B,X,BX
sku20512,B,Z,BZ
sku19289,B,Z,BZ
sku16055,B,Z,BZ
sku30560,B,X,BX
sku11927,B,Z,BZ
sku1808,B,Z,BZ
sku4295,B,Z,BZ
sku28182,B,Z,BZ
sku30512,B,Z,BZ
sku22635,B,Z,BZ
sku16617,B,Z,BZ
sku21914,B,Z,BZ
sku7305,B,Y,BY
sku3727,B,Z,BZ
sku454,B,Z,BZ
sku26313,B,Z,BZ
sku1839,B,Z,BZ
sku30226,B,X,BX
sku14644,B,Z,BZ
sku26772,B,Z,BZ
sku8881,B,Z,BZ
sku10925,B,X,BX
sku25733,B,X,BX
sku22710,B,Y,BY
sku30077,B,Z,BZ
sku1225,B,Z,BZ
sku16229,B,Z,BZ
sku6925,B,Z,BZ
sku9640,B,Z,BZ
sku5590,B,Z,BZ
sku16629,B,Z,BZ
sku2978,B,X,BX
sku16555,B,Z,BZ
sku5988,B,X,BX
sku9330,B,Y,BY
sku13566,B,Z,BZ
sku28992,B,Z,BZ
sku7298,B,X,BX
sku11290,B,Z,BZ
sku10940,B,Z,BZ
sku19374,B,X,BX
sku12452,B,Z,BZ
sku7275,B,Z,BZ
sku13344,B,Z,BZ
sku10028,B,X,BX
sku29378,B,Y,BY
sku4839,B,Z,BZ
sku21988,B,Z,BZ
sku2880,B,Y,BY
sku9071,B,Z,BZ
sku5181,B,Z,BZ
sku6376,B,Z,BZ
sku29273,B,Z,BZ
sku28405,B,Z,BZ
sku27944,B,Z,BZ
sku6883,B,X,BX
sku28608,B,Z,BZ
sku11118,B,X,BX
sku10260,B,Z,BZ
sku1058,B,Z,BZ
sku9245,B,Z,BZ
sku1482,B,Z,BZ
sku2600,B,Z,BZ
sku25861,B,X,BX
sku18629,B,X,BX
sku6674,B,Z,BZ
sku381,B,Z,BZ
sku19042,B,X,BX
sku12427,B,X,BX
sku26788,B,Z,BZ
sku5906,B,Z,BZ
sku10601,B,Y,BY
sku25969,B,Z,BZ
sku15827,B,X,BX
sku3482,B,Z,BZ
sku27529,B,Z,BZ
sku5123,B,X,BX
sku25693,B,X,BX
sku1649,B,Z,BZ
sku17962,B,Z,BZ
sku15523,B,X,BX
sku4565,B,X,BX
sku17366,B,Z,BZ
sku9166,B,Z,BZ
sku12027,B,Z,BZ
sku14704,B,X,BX
sku18885,B,Z,BZ
sku26798,B,X,BX
sku15181,B,Z,BZ
sku24145,B,Z,BZ
sku16693,B,X,BX
sku3824,B,X,BX
sku26939,B,Z,BZ
sku10958,B,X,BX
sku11667,B,Z,BZ
sku19728,B,X,BX
sku6731,B,Z,BZ
sku14191,B,Z,BZ
sku2608,B,X,BX
sku12463,B,Z,BZ
sku10110,B,Z,BZ
sku16726,B,X,BX
sku27258,B,Z,BZ
sku24008,B,Z,BZ
sku10596,B,Z,BZ
sku8322,B,X,BX
sku6300,B,X,BX
sku14336,B,Z,BZ
sku21975,B,Z,BZ
sku8566,B,X,BX
sku1552,B,Z,BZ
sku18614,B,Z,BZ
sku4148,B,Z,BZ
sku24164,B,Z,BZ
sku26543,B,Z,BZ
sku6195,B,Z,BZ
sku20410,B,Y,BY
sku9984,B,Z,BZ
sku11833,B,Y,BY
sku14326,B,X,BX
sku12992,B,Z,BZ
sku615,B,X,BX
sku17201,B,Z,BZ
sku1896,B,Z,BZ
sku2147,B,X,BX
sku16299,B,Z,BZ
sku19048,B,Z,BZ
sku15542,B,X,BX
sku15158,B,Z,BZ
sku1132,B,Z,BZ
sku28517,B,X,BX
sku23358,B,Z,BZ
sku3996,B,Z,BZ
sku16889,B,Z,BZ
sku24019,B,X,BX
sku2919,B,Z,BZ
sku29022,B,Z,BZ
sku3408,B,X,BX
sku9634,B,Z,BZ
sku23165,B,Z,BZ
sku30139,B,X,BX
sku17685,B,Z,BZ
sku22658,B,X,BX
sku27716,B,Z,BZ
sku9298,B,X,BX
sku5292,B,Z,BZ
sku27226,B,Z,BZ
sku23987,B,Z,BZ
sku5373,B,Z,BZ
sku8281,B,X,BX
sku29093,B,Z,BZ
sku22357,B,Z,BZ
sku13340,B,X,BX
sku7893,B,Z,BZ
sku3386,B,X,BX
sku27036,B,Z,BZ
sku4454,B,Z,BZ
sku14592,B,Z,BZ
sku30496,B,Z,BZ
sku30096,B,Z,BZ
sku18168,B,Z,BZ
sku12286,B,Z,BZ
sku29925,B,Z,BZ
sku9181,B,Z,BZ
sku7592,B,X,BX
sku11198,B,Z,BZ
sku14227,B,Z,BZ
sku18306,B,Z,BZ
sku30238,B,X,BX
sku23553,B,Z,BZ
sku9739,B,Z,BZ
sku2107,B,Z,BZ
sku1706,B,Z,BZ
sku20668,B,Z,BZ
sku23155,B,Z,BZ
sku21782,B,Z,BZ
sku23783,B,Z,BZ
sku17915,B,Z,BZ
sku9726,B,Z,BZ
sku22702,B,X,BX
sku7354,B,Y,BY
sku15095,B,Z,BZ
sku20993,B,X,BX
sku724,B,Z,BZ
sku11647,B,X,BX
sku28569,B,X,BX
sku1563,B,Z,BZ
sku16424,B,Z,BZ
sku23010,B,Z,BZ
sku21315,B,Z,BZ
sku28043,B,Y,BY
sku16311,B,X,BX
sku11655,B,Z,BZ
sku19157,B,Z,BZ
sku542,B,X,BX
sku12304,B,Z,BZ
sku27937,B,Z,BZ
sku10051,B,Z,BZ
sku18975,B,Y,BY
sku22886,B,X,BX
sku3024,B,X,BX
sku30021,B,Z,BZ
sku3849,B,Z,BZ
sku8036,B,Z,BZ
sku22319,B,Z,BZ
sku1714,B,X,BX
sku18016,B,Z,BZ
sku19624,B,X,BX
sku10068,B,Z,BZ
sku20832,B,Z,BZ
sku11236,B,Z,BZ
sku15161,B,Z,BZ
sku17854,B,Z,BZ
sku29447,B,Z,BZ
sku29985,B,X,BX
sku14491,B,Z,BZ
sku26302,B,Z,BZ
sku1513,B,Z,BZ
sku27555,B,Z,BZ
sku8379,B,Z,BZ
sku20114,B,X,BX
sku14723,B,Y,BY
sku5023,B,Z,BZ
sku27850,B,Z,BZ
sku4935,B,Z,BZ
sku8098,B,Z,BZ
sku17531,B,Z,BZ
sku631,B,Z,BZ
sku11778,B,X,BX
sku27365,B,X,BX
sku17212,B,X,BX
sku15417,B,Z,BZ
sku14815,B,Z,BZ
sku20627,B,Z,BZ
sku19442,B,X,BX
sku24529,B,X,BX
sku17331,B,Z,BZ
sku25533,B,Z,BZ
sku21146,B,Z,BZ
sku5821,B,X,BX
sku4040,B,Z,BZ
sku13240,B,Z,BZ
sku21284,B,X,BX
sku11342,B,X,BX
sku6955,B,Z,BZ
sku5723,B,Z,BZ
sku5201,B,X,BX
sku23348,B,X,BX
sku28145,B,X,BX
sku6061,B,X,BX
sku2885,B,Z,BZ
sku29892,B,X,BX
sku17317,B,Z,BZ
sku15006,B,Z,BZ
sku23502,B,Z,BZ
sku30503,B,Z,BZ
sku22143,B,Z,BZ
sku5296,B,Z,BZ
sku14872,B,X,BX
sku1796,B,Z,BZ
sku2709,B,Z,BZ
sku20211,B,X,BX
sku3349,B,X,BX
sku18215,B,X,BX
sku9593,B,Z,BZ
sku15372,B,Z,BZ
sku16487,B,Z,BZ
sku23375,B,Z,BZ
sku5839,B,Z,BZ
sku6102,B,X,BX
sku2302,B,Z,BZ
sku10747,B,Z,BZ
sku19754,B,Z,BZ
sku29095,B,Z,BZ
sku8825,B,Z,BZ
sku7347,B,Z,BZ
sku24717,B,Y,BY
sku18292,B,X,BX
sku3520,B,Z,BZ
sku9923,B,Z,BZ
sku11872,B,Z,BZ
sku6801,B,X,BX
sku9226,B,Z,BZ
sku28188,B,Z,BZ
sku11481,B,Z,BZ
sku10102,B,Z,BZ
sku23688,B,X,BX
sku22943,B,Z,BZ
sku5732,B,Z,BZ
sku17332,B,Z,BZ
sku4577,B,X,BX
sku24119,B,Z,BZ
sku12923,B,Y,BY
sku15979,B,Z,BZ
sku11036,B,Z,BZ
sku3688,B,Z,BZ
sku28180,B,X,BX
sku6601,B,Z,BZ
sku27566,B,Z,BZ
sku12417,B,Z,BZ
sku17169,B,Z,BZ
sku18923,B,X,BX
sku13175,B,X,BX
sku23683,B,Z,BZ
sku8948,B,X,BX
sku14990,B,X,BX
sku16501,B,Z,BZ
sku25727,B,Z,BZ
sku13942,B,X,BX
sku16579,B,Z,BZ
sku21619,B,Z,BZ
sku29406,B,Z,BZ
sku26280,B,X,BX
sku4912,B,X,BX
sku28469,B,Z,BZ
sku10806,B,Z,BZ
sku21702,B,Z,BZ
sku11457,B,X,BX
sku23767,B,Z,BZ
sku21730,B,X,BX
sku29564,B,Z,BZ
sku4244,B,Z,BZ
sku15148,B,X,BX
sku28544,B,Z,BZ
sku14233,B,X,BX
sku20015,B,Z,BZ
sku20092,B,Z,BZ
sku9897,B,X,BX
sku22315,B,Z,BZ
sku18782,B,Z,BZ
sku6518,B,Z,BZ
sku6854,B,Z,BZ
sku27826,B,Z,BZ
sku28484,B,Z,BZ
sku19577,B,X,BX
sku24587,B,Z,BZ
sku15127,B,Z,BZ
sku18886,B,Z,BZ
sku3563,B,Z,BZ
sku10129,B,X,BX
sku11553,B,X,BX
sku26795,B,Z,BZ
sku12220,B,Z,BZ
sku8295,B,Z,BZ
sku27367,B,Z,BZ
sku3423,B,X,BX
sku21688,B,X,BX
sku10948,B,X,BX
sku9114,B,Z,BZ
sku15103,B,Z,BZ
sku19619,B,X,BX
sku11385,B,X,BX
sku16676,B,X,BX
sku4065,B,Z,BZ
sku4896,B,Z,BZ
sku14486,B,Z,BZ
sku16674,B,Z,BZ
sku9209,B,Z,BZ
sku25857,B,Z,BZ
sku26380,B,Z,BZ
sku28928,B,Z,BZ
sku17086,B,Z,BZ
sku24395,B,Z,BZ
sku6654,B,Z,BZ
sku781,B,Z,BZ
sku9819,B,Z,BZ
sku23115,B,Z,BZ
sku10204,B,Z,BZ
sku5323,B,Z,BZ
sku6331,B,Z,BZ
sku17404,B,Z,BZ
sku21540,B,Z,BZ
sku27874,B,Z,BZ
sku21458,B,Z,BZ
sku7544,B,X,BX
sku7304,B,Z,BZ
sku24421,B,Z,BZ
sku9755,B,Z,BZ
sku17073,B,X,BX
sku20417,B,Z,BZ
sku24909,B,Z,BZ
sku12092,B,Z,BZ
sku3912,B,Z,BZ
sku26441,B,Z,BZ
sku21537,B,Z,BZ
sku4534,B,X,BX
sku26837,B,Z,BZ
sku29681,B,Z,BZ
sku1447,B,X,BX
sku2703,B,Z,BZ
sku13169,B,X,BX
sku15704,B,Z,BZ
sku26303,B,Z,BZ
sku13352,B,Z,BZ
sku5108,B,Z,BZ
sku22162,B,Z,BZ
sku16049,B,Z,BZ
sku23585,B,Z,BZ
sku3932,B,Z,BZ
sku23066,B,Z,BZ
sku1523,B,Z,BZ
sku24496,B,Z,BZ
sku15907,B,Z,BZ
sku1916,B,Z,BZ
sku1039,B,X,BX
sku12275,B,Z,BZ
sku17285,B,Z,BZ
sku6887,B,Z,BZ
sku20438,B,Z,BZ
sku30322,B,Z,BZ
sku10449,B,Z,BZ
sku10491,B,X,BX
sku7229,B,Z,BZ
sku24512,B,X,BX
sku29152,B,Z,BZ
sku10859,B,X,BX
sku3223,B,X,BX
sku7753,B,Z,BZ
sku27266,B,X,BX
sku20233,B,Z,BZ
sku18101,B,X,BX
sku21506,B,X,BX
sku3102,B,Z,BZ
sku9533,B,Z,BZ
sku4390,B,Z,BZ
sku8117,B,Z,BZ
sku12284,B,Z,BZ
sku8577,B,Z,BZ
sku26422,B,Z,BZ
sku27318,B,X,BX
sku25813,B,Z,BZ
sku29100,B,Z,BZ
sku867,B,Z,BZ
sku23691,B,Z,BZ
