client,last_visit,visits,unique_visits,amount,quantity,items,weekends,Recency,Frequency,Monetary,avg_check,avg_items,last_visit_amount
client13204,2019-08-12,55,9,41457,178,52,10,50,9,41457,4606.333333333333,19.77777777777778,19
client13205,2019-07-30,1,1,159,1,1,0,63,1,159,159.0,1.0,159
client13206,2019-02-10,2,2,2315,4,2,1,233,2,2315,1157.5,2.0,1156
client13207,2019-09-16,33,8,84663,205,30,3,15,8,84663,10582.875,25.625,239
client13208,2017-11-18,1,1,30531,38,1,1,682,1,30531,30531.0,38.0,30531
client13209,2019-09-06,29,15,7119,53,27,13,25,15,7119,474.6,3.533333333333333,169
client1321,2019-08-16,63,19,15440,87,55,6,46,19,15440,812.6315789473684,4.578947368421052,27
client13210,2019-07-28,16,1,4312,28,16,16,65,1,4312,4312.0,28.0,679
client13211,2019-08-19,27,16,18931,34,27,14,43,16,18931,1183.1875,2.125,2499
client13212,2019-05-05,22,4,2640,24,18,8,149,4,2640,660.0,6.0,59
client13213,2019-09-21,34,20,18045,77,29,13,10,20,18045,902.25,3.85,122
client13214,2019-09-29,2,1,318,2,2,2,2,1,318,318.0,2.0,89
client13215,2018-02-11,15,5,6319,30,12,2,597,5,6319,1263.8,6.0,235
client13216,2017-10-25,1,1,5399,1,1,0,706,1,5399,5399.0,1.0,5399
client13217,2018-07-30,8,3,3749,8,8,0,428,3,3749,1249.6666666666667,2.6666666666666665,80
client13218,2018-08-29,15,3,4184,24,14,0,398,3,4184,1394.6666666666667,8.0,105
client13219,2018-08-07,8,3,4432,10,8,4,420,3,4432,1477.3333333333333,3.3333333333333335,1899
client1322,2019-06-21,16,7,4656,22,15,0,102,7,4656,665.1428571428571,3.142857142857143,30
client13220,2019-06-27,46,11,9400,73,44,14,96,11,9400,854.5454545454545,6.636363636363637,99
client13221,2019-06-30,1,1,1499,1,1,1,93,1,1499,1499.0,1.0,1499
client13222,2019-02-20,44,19,19830,75,39,14,223,19,19830,1043.6842105263158,3.9473684210526314,578
client13223,2019-07-30,94,26,46812,332,90,44,63,26,46812,1800.4615384615386,12.76923076923077,1299
client13224,2019-07-05,5,2,1403,7,5,0,88,2,1403,701.5,3.5,299
client13225,2019-07-24,29,7,13251,45,28,6,69,7,13251,1893.0,6.428571428571429,99
client13226,2019-01-24,11,4,12262,96,9,4,250,4,12262,3065.5,24.0,599
client13227,2018-07-27,2,1,9698,2,2,0,431,1,9698,9698.0,2.0,299
client13229,2018-03-04,4,1,2333,5,4,4,576,1,2333,2333.0,5.0,899
client1323,2018-08-30,1,1,6999,1,1,0,397,1,6999,6999.0,1.0,6999
client13230,2019-07-13,50,10,2995,68,42,10,80,10,2995,299.5,6.8,130
client13231,2019-09-27,27,8,2887,37,22,15,4,8,2887,360.875,4.625,58
client13232,2019-04-30,2,1,1118,2,2,0,154,1,1118,1118.0,2.0,519
client13233,2019-03-03,2,1,6848,2,2,2,212,1,6848,6848.0,2.0,6599
client13234,2019-08-07,17,6,14537,33,16,8,55,6,14537,2422.8333333333335,5.5,250
client13235,2019-06-20,64,17,22952,122,59,16,103,17,22952,1350.1176470588234,7.176470588235294,55
client13236,2019-09-02,7,2,7597,18,7,5,29,2,7597,3798.5,9.0,121
client13237,2019-09-30,24,16,30337,79,18,2,1,16,30337,1896.0625,4.9375,1183
client13238,2019-09-24,26,5,21915,62,25,6,7,5,21915,4383.0,12.4,1300
client13239,2019-09-21,72,27,21945,107,70,27,10,27,21945,812.7777777777778,3.962962962962963,18
client1324,2018-03-14,9,4,3421,11,8,4,566,4,3421,855.25,2.75,1199
client13240,2019-07-01,27,11,15549,44,26,2,92,11,15549,1413.5454545454545,4.0,445
client13241,2018-06-06,2,1,12348,27,2,0,482,1,12348,12348.0,27.0,1998
client13242,2019-08-19,31,10,15987,68,25,6,43,10,15987,1598.7,6.8,137
client13243,2019-07-01,30,11,20536,55,28,9,92,11,20536,1866.909090909091,5.0,498
client13244,2018-08-16,2,1,1873,5,2,0,411,1,1873,1873.0,5.0,1498
client13245,2019-09-01,20,11,10051,45,17,6,30,11,10051,913.7272727272727,4.090909090909091,49
client13246,2019-09-08,17,11,20315,102,12,9,23,11,20315,1846.8181818181818,9.272727272727273,2025
client13247,2019-07-02,40,11,25611,91,29,4,91,11,25611,2328.2727272727275,8.272727272727273,109
client13248,2019-07-17,10,5,9598,13,10,2,76,5,9598,1919.6,2.6,704
client13249,2019-05-01,3,2,12294,6,3,0,153,2,12294,6147.0,3.0,1699
client1325,2019-09-23,32,12,14624,69,26,18,8,12,14624,1218.6666666666667,5.75,259
client13250,2019-09-01,7,3,1495,13,7,7,30,3,1495,498.3333333333333,4.333333333333333,90
client13251,2019-09-28,71,30,21715,118,57,34,3,30,21715,723.8333333333334,3.933333333333333,275
client13252,2019-09-07,64,12,13134,194,58,6,24,12,13134,1094.5,16.166666666666668,229
client13254,2019-09-04,25,3,14181,39,23,4,27,3,14181,4727.0,13.0,129
client13255,2019-07-05,25,8,8290,54,22,13,88,8,8290,1036.25,6.75,79
client13256,2018-03-16,9,2,2884,10,9,0,564,2,2884,1442.0,5.0,749
client13257,2019-06-29,58,9,14461,70,53,23,94,9,14461,1606.7777777777778,7.777777777777778,49
client13258,2018-05-20,4,3,3145,4,4,4,499,3,3145,1048.3333333333333,1.3333333333333333,169
client13259,2019-07-26,1,1,2799,1,1,0,67,1,2799,2799.0,1.0,2799
client1326,2019-09-17,21,7,51549,65,18,11,14,7,51549,7364.142857142857,9.285714285714286,123
client13260,2018-11-20,5,1,8794,6,5,0,315,1,8794,8794.0,6.0,2999
client13261,2018-10-13,6,1,1522,7,6,6,353,1,1522,1522.0,7.0,69
client13262,2019-09-29,54,15,38972,82,49,29,2,15,38972,2598.133333333333,5.466666666666667,19
client13263,2019-06-11,34,10,8684,102,32,2,112,10,8684,868.4,10.2,125
client13264,2018-10-23,23,6,10548,46,21,1,343,6,10548,1758.0,7.666666666666667,599
client13265,2017-11-07,7,2,6682,63,6,5,693,2,6682,3341.0,31.5,1080
client13266,2019-07-17,4,2,8883,7,4,0,76,2,8883,4441.5,3.5,249
client13267,2018-02-07,2,1,19051,22,2,0,601,1,19051,19051.0,22.0,590
client13268,2019-09-13,7,1,1374,22,7,0,18,1,1374,1374.0,22.0,59
client13269,2018-12-03,8,2,6613,13,8,0,302,2,6613,3306.5,6.5,289
client1327,2019-06-27,10,2,5073,13,10,0,96,2,5073,2536.5,6.5,549
client13270,2018-08-27,6,1,1575,9,6,0,400,1,1575,1575.0,9.0,99
client13271,2019-09-10,18,6,15790,21,18,8,21,6,15790,2631.6666666666665,3.5,212
client13273,2018-12-27,1,1,5999,1,1,0,278,1,5999,5999.0,1.0,5999
client13274,2018-09-02,1,1,169,1,1,1,394,1,169,169.0,1.0,169
client13275,2019-01-26,2,2,10599,2,2,1,248,2,10599,5299.5,1.0,109
client13276,2018-03-04,1,1,499,1,1,1,576,1,499,499.0,1.0,499
client13277,2019-09-12,46,13,93837,364,42,3,19,13,93837,7218.2307692307695,28.0,1690
client13278,2019-07-14,4,2,3795,5,4,4,79,2,3795,1897.5,2.5,148
client13279,2019-01-08,1,1,96,6,1,0,266,1,96,96.0,6.0,96
client1328,2018-09-16,2,1,3118,2,2,2,380,1,3118,3118.0,2.0,159
client13280,2018-05-06,2,1,2228,2,2,2,513,1,2228,2228.0,2.0,199
client13281,2019-05-23,5,3,2749,7,5,3,131,3,2749,916.3333333333334,2.3333333333333335,297
client13282,2019-09-18,9,5,28770,27,8,2,13,5,28770,5754.0,5.4,169
client13283,2019-06-16,14,6,3247,16,13,7,107,6,3247,541.1666666666666,2.6666666666666665,69
client13284,2019-08-20,1,1,5700,30,1,0,42,1,5700,5700.0,30.0,5700
client13285,2019-09-12,50,19,51372,164,46,15,19,19,51372,2703.7894736842104,8.631578947368421,189
client13286,2019-08-24,60,16,172157,341,54,18,38,16,172157,10759.8125,21.3125,289
client13287,2019-04-02,4,1,1831,9,4,0,182,1,1831,1831.0,9.0,978
client13288,2019-05-19,9,2,5597,13,9,9,135,2,5597,2798.5,6.5,165
client13289,2019-09-15,19,4,7143,28,19,4,16,4,7143,1785.75,7.0,78
client1329,2019-08-09,65,14,23830,97,61,5,53,14,23830,1702.142857142857,6.928571428571429,52
client13290,2019-09-29,2,1,447,3,2,2,2,1,447,447.0,3.0,269
client13291,2019-09-21,52,13,12968,76,46,21,10,13,12968,997.5384615384615,5.846153846153846,39
client13292,2019-09-10,12,2,21847,19,12,0,21,2,21847,10923.5,9.5,19990
client13293,2019-09-30,72,18,26547,190,61,24,1,18,26547,1474.8333333333333,10.555555555555555,396
client13294,2019-02-04,2,2,5098,2,1,0,239,2,5098,2549.0,1.0,2099
client13295,2019-06-07,11,2,14644,24,11,7,116,2,14644,7322.0,12.0,1598
client13296,2019-07-30,3,1,4270,9,3,0,63,1,4270,4270.0,9.0,56
client13297,2019-07-20,5,1,1506,30,5,5,73,1,1506,1506.0,30.0,50
client13298,2017-09-09,1,1,45,3,1,1,752,1,45,45.0,3.0,45
client13299,2019-08-14,8,3,4592,8,8,0,48,3,4592,1530.6666666666667,2.6666666666666665,190
client133,2019-03-12,5,2,16442,5,5,0,203,2,16442,8221.0,2.5,199
client1330,2019-02-25,5,1,25,5,5,0,218,1,25,25.0,5.0,5
client13300,2019-09-22,40,18,26230,95,31,22,9,18,26230,1457.2222222222222,5.277777777777778,429
client13301,2019-06-20,9,5,4595,9,9,3,103,5,4595,919.0,1.8,129
client13302,2018-10-29,1,1,555,3,1,0,337,1,555,555.0,3.0,555
client13303,2019-08-09,25,10,21250,54,25,13,53,10,21250,2125.0,5.4,2999
client13304,2019-09-20,104,28,97171,208,100,28,11,28,97171,3470.3928571428573,7.428571428571429,237
client13305,2019-06-21,19,8,14904,111,16,10,102,8,14904,1863.0,13.875,218
client13306,2019-04-12,44,4,35719,53,43,2,172,4,35719,8929.75,13.25,499
client13307,2019-09-28,1,1,16690,1,1,1,3,1,16690,16690.0,1.0,16690
client13308,2019-09-09,21,5,4555,37,21,19,22,5,4555,911.0,7.4,35
client13309,2019-08-25,13,3,4172,32,13,5,37,3,4172,1390.6666666666667,10.666666666666666,229
client1331,2019-08-02,9,1,2589,13,9,0,60,1,2589,2589.0,13.0,238
client13310,2018-12-16,3,2,234,6,3,1,289,2,234,117.0,3.0,118
client13311,2018-04-17,3,1,13720,8,3,0,532,1,13720,13720.0,8.0,11124
client13312,2019-03-31,45,2,3073,72,45,45,184,2,3073,1536.5,36.0,109
client13313,2017-09-15,3,1,4191,5,3,0,746,1,4191,4191.0,5.0,3899
client13314,2018-11-24,9,2,7843,33,9,6,311,2,7843,3921.5,16.5,276
client13315,2019-08-01,44,4,3016,63,44,30,61,4,3016,754.0,15.75,98
client13316,2019-07-14,3,1,193,3,3,3,79,1,193,193.0,3.0,99
client13317,2019-07-12,1,1,4999,1,1,0,81,1,4999,4999.0,1.0,4999
client13318,2019-09-02,174,36,56828,292,137,40,29,36,56828,1578.5555555555557,8.11111111111111,42
client13319,2019-09-24,13,5,4184,20,13,2,7,5,4184,836.8,4.0,155
client1332,2019-02-20,22,7,17166,56,20,8,223,7,17166,2452.285714285714,8.0,1799
client13320,2019-05-21,132,30,70507,295,120,41,133,30,70507,2350.233333333333,9.833333333333334,160
client13321,2019-05-03,5,2,1345,7,5,0,151,2,1345,672.5,3.5,38
client13322,2018-12-07,21,5,4258,29,21,10,298,5,4258,851.6,5.8,24
client13323,2019-09-23,29,7,22646,87,26,15,8,7,22646,3235.1428571428573,12.428571428571429,498
client13324,2019-04-24,24,5,5475,29,24,2,160,5,5475,1095.0,5.8,39
client13325,2018-07-16,4,1,1135,10,4,0,442,1,1135,1135.0,10.0,279
client13326,2019-09-15,192,26,67660,359,176,86,16,26,67660,2602.3076923076924,13.807692307692308,568
client13327,2018-07-30,2,1,7958,2,2,0,428,1,7958,7958.0,2.0,7799
client13328,2019-07-14,40,8,5112,43,40,35,79,8,5112,639.0,5.375,332
client13329,2019-01-20,14,4,3805,22,14,13,254,4,3805,951.25,5.5,299
client1333,2018-05-27,3,2,3667,13,2,3,492,2,3667,1833.5,6.5,712
client13330,2019-03-31,15,1,24010,36,15,15,184,1,24010,24010.0,36.0,198
client13331,2019-07-28,1,1,1359,1,1,1,65,1,1359,1359.0,1.0,1359
client13332,2018-11-07,7,2,1718,7,7,4,328,2,1718,859.0,3.5,329
client13333,2019-05-16,4,2,792,4,4,0,138,2,792,396.0,2.0,135
client13334,2019-06-15,11,5,15488,69,11,7,108,5,15488,3097.6,13.8,549
client13335,2019-09-04,16,9,4301,21,15,6,27,9,4301,477.8888888888889,2.3333333333333335,242
client13336,2018-05-23,2,1,10374,26,2,0,496,1,10374,10374.0,26.0,9999
client13337,2019-05-05,10,2,5035,15,10,1,149,2,5035,2517.5,7.5,101
client13338,2019-07-29,9,2,1662,10,9,0,64,2,1662,831.0,5.0,329
client13339,2019-08-15,11,4,4025,23,10,3,47,4,4025,1006.25,5.75,716
client1334,2019-05-19,11,3,5901,43,11,2,135,3,5901,1967.0,14.333333333333334,10
client13340,2019-09-29,59,20,13564,99,48,20,2,20,13564,678.2,4.95,345
client13341,2019-07-15,7,1,5023,9,7,0,78,1,5023,5023.0,9.0,90
client13342,2019-06-23,1,1,3999,1,1,1,100,1,3999,3999.0,1.0,3999
client13344,2019-08-08,7,4,2321,9,6,0,54,4,2321,580.25,2.25,269
client13345,2019-06-17,11,5,25543,15,11,4,106,5,25543,5108.6,3.0,175
client13346,2018-11-23,6,1,11400,12,6,0,312,1,11400,11400.0,12.0,378
client13347,2019-09-10,36,13,23848,68,36,6,21,13,23848,1834.4615384615386,5.230769230769231,280
client13348,2019-01-07,8,1,3605,11,8,0,267,1,3605,3605.0,11.0,387
client13349,2019-09-12,12,3,9665,18,12,0,19,3,9665,3221.6666666666665,6.0,116
client1335,2019-01-25,13,4,4874,31,13,0,249,4,4874,1218.5,7.75,99
client13350,2019-06-11,58,10,10610,87,57,16,112,10,10610,1061.0,8.7,89
client13351,2019-02-14,2,1,15092,8,2,0,229,1,15092,15092.0,8.0,14514
client13352,2019-09-19,84,26,99999,206,77,32,12,26,99999,3846.1153846153848,7.923076923076923,1499
client13353,2019-09-08,9,7,8885,25,8,7,23,7,8885,1269.2857142857142,3.5714285714285716,3855
client13354,2019-04-28,10,6,2190,25,9,3,156,6,2190,365.0,4.166666666666667,58
client13355,2019-01-26,9,3,7315,10,9,4,248,3,7315,2438.3333333333335,3.3333333333333335,280
client13356,2018-06-06,39,13,31551,150,36,1,482,13,31551,2427.0,11.538461538461538,2798
client13357,2019-09-21,116,33,29830,236,98,61,10,33,29830,903.939393939394,7.151515151515151,1564
client13358,2019-03-30,1,1,1799,1,1,1,185,1,1799,1799.0,1.0,1799
client13359,2019-04-09,48,4,6787,58,45,32,175,4,6787,1696.75,14.5,98
client1336,2019-09-11,272,73,148256,563,218,60,20,73,148256,2030.9041095890411,7.712328767123288,103
client13360,2019-03-04,26,8,60542,113,24,4,211,8,60542,7567.75,14.125,123
client13361,2018-02-11,17,1,947,51,17,17,597,1,947,947.0,51.0,12
client13362,2019-03-01,12,1,2380,15,12,0,214,1,2380,2380.0,15.0,99
client13363,2019-08-17,9,4,22823,22,9,6,45,4,22823,5705.75,5.5,5179
client13364,2019-09-29,17,5,5757,39,17,2,2,5,5757,1151.4,7.8,298
client13365,2019-08-06,5,3,2718,10,5,0,56,3,2718,906.0,3.3333333333333335,99
client13366,2019-05-06,25,5,11505,51,25,9,148,5,11505,2301.0,10.2,905
client13367,2019-06-09,11,3,4838,12,11,11,114,3,4838,1612.6666666666667,4.0,965
client13368,2019-09-10,1,1,2478,1,1,0,21,1,2478,2478.0,1.0,2478
client13369,2019-08-29,4,2,2496,4,4,0,33,2,2496,1248.0,2.0,599
client1337,2019-05-27,34,6,9026,48,33,10,127,6,9026,1504.3333333333333,8.0,740
client13370,2018-06-08,21,7,5395,36,21,14,480,7,5395,770.7142857142857,5.142857142857143,329
client13371,2019-07-23,20,6,3366,23,19,5,70,6,3366,561.0,3.8333333333333335,31
client13372,2018-11-01,48,6,109421,215,47,0,334,6,109421,18236.833333333332,35.833333333333336,198
client13373,2019-09-07,23,6,4486,40,22,7,24,6,4486,747.6666666666666,6.666666666666667,130
client13374,2019-05-16,14,5,12769,21,14,1,138,5,12769,2553.8,4.2,150
client13375,2019-03-06,4,1,776,7,4,0,209,1,776,776.0,7.0,20
client13376,2018-07-26,4,1,2734,6,4,0,432,1,2734,2734.0,6.0,399
client13377,2018-04-14,1,1,3499,1,1,1,535,1,3499,3499.0,1.0,3499
client13378,2019-08-18,2,1,1638,2,2,2,44,1,1638,1638.0,2.0,1499
client13379,2019-05-15,7,2,1251,7,7,0,139,2,1251,625.5,3.5,21
client1338,2019-05-09,21,9,6695,50,19,10,145,9,6695,743.8888888888889,5.555555555555555,95
client13381,2018-03-30,2,1,7221,2,2,0,550,1,7221,7221.0,2.0,249
client13382,2019-08-31,1,1,7150,22,1,1,31,1,7150,7150.0,22.0,7150
client13383,2019-07-28,5,1,5620,55,5,5,65,1,5620,5620.0,55.0,475
client13384,2019-08-17,24,10,13939,39,22,2,45,10,13939,1393.9,3.9,178
client13385,2019-09-21,48,20,17174,65,43,22,10,20,17174,858.7,3.25,449
client13386,2019-09-15,25,12,13818,89,22,5,16,12,13818,1151.5,7.416666666666667,156
client13387,2018-12-15,15,5,2551,29,15,4,290,5,2551,510.2,5.8,49
client13388,2019-06-25,7,2,1944,8,7,0,98,2,1944,972.0,4.0,285
client13389,2019-06-21,14,4,15462,42,14,8,102,4,15462,3865.5,10.5,114
client1339,2018-08-05,1,1,10,1,1,1,422,1,10,10.0,1.0,10
client13390,2019-07-03,67,6,16085,74,62,0,90,6,16085,2680.8333333333335,12.333333333333334,259
client13391,2019-09-01,66,7,4809,75,62,41,30,7,4809,687.0,10.714285714285714,16
client13392,2019-06-20,16,3,11259,43,15,4,103,3,11259,3753.0,14.333333333333334,407
client13393,2018-01-09,23,1,3488,35,23,0,630,1,3488,3488.0,35.0,349
client13394,2018-02-04,4,2,8573,23,3,2,604,2,8573,4286.5,11.5,798
client13395,2019-07-14,10,2,8111,45,10,10,79,2,8111,4055.5,22.5,158
client13396,2019-04-10,24,2,511,27,23,5,174,2,511,255.5,13.5,13
client13397,2019-04-15,1,1,198,2,1,0,169,1,198,198.0,2.0,198
client13398,2019-05-28,95,9,10646,977,81,0,126,9,10646,1182.888888888889,108.55555555555556,69
client13399,2019-03-17,4,1,369,4,4,4,198,1,369,369.0,4.0,22
client134,2019-09-16,25,5,115349,339,23,2,15,5,115349,23069.8,67.8,243
client1340,2017-10-25,4,2,4485,5,4,0,706,2,4485,2242.5,2.5,58
client13400,2019-04-14,11,5,5332,11,11,7,170,5,5332,1066.4,2.2,20
client13401,2019-05-12,6,2,2910,10,6,6,142,2,2910,1455.0,5.0,1099
client13402,2018-10-09,13,6,4641,20,12,0,357,6,4641,773.5,3.3333333333333335,159
client13404,2018-02-25,18,2,1948,23,17,18,583,2,1948,974.0,11.5,18
client13405,2017-10-04,11,1,21642,52,11,0,727,1,21642,21642.0,52.0,299
client13406,2019-09-28,15,2,5597,15,15,5,3,2,5597,2798.5,7.5,29
client13407,2019-03-17,9,2,9457,12,9,5,198,2,9457,4728.5,6.0,216
client13408,2018-09-09,2,1,428,2,2,2,387,1,428,428.0,2.0,149
client13409,2019-08-17,88,13,7156,171,78,25,45,13,7156,550.4615384615385,13.153846153846153,129
client1341,2019-09-15,94,21,94704,158,84,49,16,21,94704,4509.714285714285,7.523809523809524,499
client13410,2017-11-20,7,1,1518,21,7,0,680,1,1518,1518.0,21.0,45
client13411,2019-08-28,9,4,13806,18,9,4,34,4,13806,3451.5,4.5,6999
client13412,2019-08-29,13,6,3404,14,13,1,33,6,3404,567.3333333333334,2.3333333333333335,269
client13413,2018-09-23,6,2,20835,15,6,1,373,2,20835,10417.5,7.5,878
client13414,2018-07-14,25,9,13695,76,23,8,444,9,13695,1521.6666666666667,8.444444444444445,494
client13415,2019-03-28,5,3,2773,7,4,3,187,3,2773,924.3333333333334,2.3333333333333335,229
client13416,2019-03-26,3,1,3045,5,3,0,189,1,3045,3045.0,5.0,1149
client13417,2019-09-02,6,2,2447,8,6,5,29,2,2447,1223.5,4.0,449
client13418,2019-09-10,47,12,15221,56,45,11,21,12,15221,1268.4166666666667,4.666666666666667,19
client13419,2019-03-07,2,2,3809,3,2,0,208,2,3809,1904.5,1.5,1811
client1342,2019-02-10,6,4,1971,6,5,2,233,4,1971,492.75,1.5,80
client13420,2019-04-25,30,10,18559,48,29,2,159,10,18559,1855.9,4.8,1399
client13421,2019-05-27,9,6,11953,16,9,4,127,6,11953,1992.1666666666667,2.6666666666666665,3718
client13422,2019-09-21,31,9,10295,42,26,26,10,9,10295,1143.888888888889,4.666666666666667,105
client13423,2019-01-27,27,15,7082,30,20,21,247,15,7082,472.1333333333333,2.0,59
client13424,2019-09-15,25,5,19205,52,25,9,16,5,19205,3841.0,10.4,43
client13425,2019-07-12,8,4,8247,21,7,4,81,4,8247,2061.75,5.25,153
client13426,2017-10-24,4,1,2454,6,4,0,707,1,2454,2454.0,6.0,199
client13427,2019-06-12,7,5,6396,7,7,3,111,5,6396,1279.2,1.4,2299
client13428,2019-09-12,2,1,5199,2,2,0,19,1,5199,5199.0,2.0,1900
client13430,2019-09-30,46,8,27286,101,43,29,1,8,27286,3410.75,12.625,98
client13431,2018-03-29,8,3,12475,31,8,1,551,3,12475,4158.333333333333,10.333333333333334,129
client13432,2018-03-06,2,2,2597,3,2,1,574,2,2597,1298.5,1.5,798
client13433,2019-09-29,5,1,6433,7,5,5,2,1,6433,6433.0,7.0,198
client13434,2019-09-02,2,1,314,2,2,0,29,1,314,314.0,2.0,95
client13435,2019-04-01,2,2,380,2,2,1,183,2,380,190.0,1.0,21
client13436,2018-08-06,9,2,4966,10,9,1,421,2,4966,2483.0,5.0,49
client13437,2019-04-01,4,2,275,5,4,0,183,2,275,137.5,2.5,198
client13438,2018-08-21,1,1,1299,1,1,0,406,1,1299,1299.0,1.0,1299
client13439,2019-02-10,1,1,2870,3,1,1,233,1,2870,2870.0,3.0,2870
client1344,2019-04-27,18,10,46285,75,12,11,157,10,46285,4628.5,7.5,239
client13440,2019-09-27,38,7,17189,97,38,10,4,7,17189,2455.5714285714284,13.857142857142858,98
client13441,2018-11-21,5,4,5844,6,5,1,314,4,5844,1461.0,1.5,219
client13443,2019-09-21,2,1,1059,9,2,2,10,1,1059,1059.0,9.0,920
client13444,2019-08-28,38,8,22981,87,38,15,34,8,22981,2872.625,10.875,345
client13445,2019-09-14,2,1,1900,8,2,2,17,1,1900,1900.0,8.0,855
client13446,2019-09-09,16,6,4044,20,14,5,22,6,4044,674.0,3.3333333333333335,121
client13447,2019-09-22,46,12,39913,71,42,10,9,12,39913,3326.0833333333335,5.916666666666667,179
client13448,2019-08-06,13,4,6214,44,13,0,56,4,6214,1553.5,11.0,59
client13449,2019-09-09,42,9,61806,242,42,10,22,9,61806,6867.333333333333,26.88888888888889,161
client1345,2019-06-25,2,1,1096,4,2,0,98,1,1096,1096.0,4.0,898
client13450,2019-09-27,5,1,4916,10,5,0,4,1,4916,4916.0,10.0,69
client13451,2019-09-04,14,7,9608,19,14,2,27,7,9608,1372.5714285714287,2.7142857142857144,24
client13452,2018-10-14,10,6,6842,23,9,2,352,6,6842,1140.3333333333333,3.8333333333333335,336
client13453,2019-09-21,36,6,6082,50,34,21,10,6,6082,1013.6666666666666,8.333333333333334,38
client13454,2019-04-25,13,4,1592,16,13,7,159,4,1592,398.0,4.0,19
client13455,2019-05-05,22,4,7472,28,22,4,149,4,7472,1868.0,7.0,49
client13456,2019-08-22,19,5,5414,24,18,2,40,5,5414,1082.8,4.8,90
client13457,2019-09-25,5,2,4391,5,5,0,6,2,4391,2195.5,2.5,269
client13458,2019-01-03,30,14,9248,43,25,12,271,14,9248,660.5714285714286,3.0714285714285716,115
client13459,2018-05-19,3,1,7241,3,3,3,500,1,7241,7241.0,3.0,599
client1346,2019-09-18,39,12,38597,141,39,1,13,12,38597,3216.4166666666665,11.75,118
client13460,2018-05-23,4,1,2746,6,4,0,496,1,2746,2746.0,6.0,11
client13461,2019-06-07,40,11,31757,58,34,0,116,11,31757,2887.0,5.2727272727272725,1614
client13462,2019-07-21,29,7,11117,45,26,5,72,7,11117,1588.142857142857,6.428571428571429,135
client13463,2019-03-30,3,2,28214,3,3,1,185,2,28214,14107.0,1.5,23490
client13464,2019-05-29,42,11,26714,63,41,11,125,11,26714,2428.5454545454545,5.7272727272727275,36
client13465,2019-05-18,14,2,2172,26,13,8,136,2,2172,1086.0,13.0,42
client13466,2018-01-10,2,1,2527,5,2,0,629,1,2527,2527.0,5.0,1828
client13467,2019-09-30,12,4,4582,22,11,0,1,4,4582,1145.5,5.5,269
client13468,2019-06-17,39,10,4554,54,38,5,106,10,4554,455.4,5.4,645
client13469,2018-05-07,63,2,30340,136,63,45,512,2,30340,15170.0,68.0,2394
client1347,2019-04-19,5,1,975,7,5,0,165,1,975,975.0,7.0,299
client13470,2019-07-22,128,10,68008,164,122,23,71,10,68008,6800.8,16.4,2599
client13471,2017-09-15,3,1,2976,4,3,0,746,1,2976,2976.0,4.0,59
client13472,2019-05-30,5,2,7653,14,5,3,124,2,7653,3826.5,7.0,582
client13473,2018-12-03,1,1,298,2,1,0,302,1,298,298.0,2.0,298
client13474,2019-03-12,23,1,1703,28,23,0,203,1,1703,1703.0,28.0,79
client13475,2018-05-15,3,1,4147,3,3,0,504,1,4147,4147.0,3.0,189
client13476,2019-09-20,58,20,13312,141,41,31,11,20,13312,665.6,7.05,299
client13477,2019-08-10,15,9,13449,145,13,7,52,9,13449,1494.3333333333333,16.11111111111111,120
client13478,2019-02-18,13,7,6619,32,13,3,225,7,6619,945.5714285714286,4.571428571428571,14
client13479,2018-01-20,4,1,2954,6,4,4,619,1,2954,2954.0,6.0,387
client1348,2019-03-06,3,1,2213,3,3,0,209,1,2213,2213.0,3.0,145
client13480,2019-07-21,5,1,1199,5,5,5,72,1,1199,1199.0,5.0,24
client13481,2018-10-28,2,2,1554,2,2,1,338,2,1554,777.0,1.0,155
client13482,2019-03-18,13,4,20296,26,12,2,197,4,20296,5074.0,6.5,2998
client13483,2018-09-04,2,1,597,3,2,0,392,1,597,597.0,3.0,459
client13484,2018-08-20,35,2,32689,96,35,0,407,2,32689,16344.5,48.0,2899
client13485,2017-11-04,2,2,10973,2,2,2,696,2,10973,5486.5,1.0,2974
client13486,2018-01-29,4,1,3358,6,4,0,610,1,3358,3358.0,6.0,24
client13487,2019-07-11,16,6,32594,22,16,5,82,6,32594,5432.333333333333,3.6666666666666665,135
client13488,2019-08-01,18,4,11797,42,18,7,61,4,11797,2949.25,10.5,223
client13489,2019-04-08,1,1,2999,1,1,0,176,1,2999,2999.0,1.0,2999
client1349,2019-07-29,1,1,999,1,1,0,64,1,999,999.0,1.0,999
client13490,2019-08-19,20,5,4282,26,20,9,43,5,4282,856.4,5.2,1499
client13491,2017-11-10,4,2,7544,6,3,3,690,2,7544,3772.0,3.0,1599
client13492,2019-02-27,28,8,27106,63,25,1,216,8,27106,3388.25,7.875,1034
client13493,2019-08-09,18,12,8940,37,17,6,53,12,8940,745.0,3.0833333333333335,146
client13494,2019-08-07,8,2,1004,8,8,7,55,2,1004,502.0,4.0,49
client13495,2018-08-10,1,1,349,1,1,0,417,1,349,349.0,1.0,349
client13496,2019-06-14,37,10,40427,135,36,22,109,10,40427,4042.7,13.5,141
client13497,2019-03-10,29,3,1674,34,28,2,205,3,1674,558.0,11.333333333333334,150
client13498,2018-10-16,3,1,2623,3,3,0,350,1,2623,2623.0,3.0,2499
