client,last_visit,visits,unique_visits,amount,quantity,items,weekends,Recency,Frequency,Monetary,avg_check,avg_items,last_visit_amount
client3921,2019-04-02,1,1,1499,1,1,0,182,1,1499,1499.0,1.0,1499
client39210,2019-03-03,2,1,61,2,2,2,212,1,61,61.0,2.0,36
client39211,2018-08-01,2,1,31986,5,2,0,426,1,31986,31986.0,5.0,11990
client39212,2019-07-12,2,1,1298,2,2,0,81,1,1298,1298.0,2.0,899
client39213,2018-04-30,3,1,995,5,3,0,519,1,995,995.0,5.0,299
client39214,2018-10-22,20,5,15240,112,19,4,344,5,15240,3048.0,22.4,17
client39215,2019-01-04,10,5,11115,19,8,2,270,5,11115,2223.0,3.8,104
client39216,2019-09-24,88,29,86819,143,82,34,7,29,86819,2993.7586206896553,4.931034482758621,1470
client39217,2019-08-12,17,5,9674,58,16,0,50,5,9674,1934.8,11.6,29
client39218,2019-07-17,8,3,66618,14,8,1,76,3,66618,22206.0,4.666666666666667,15198
client39219,2019-09-08,23,5,13365,35,23,21,23,5,13365,2673.0,7.0,99
client3922,2019-08-23,18,5,6555,26,18,2,39,5,6555,1311.0,5.2,30
client39220,2019-02-14,3,1,710,3,3,0,229,1,710,710.0,3.0,369
client39221,2019-09-18,18,4,49739,53,14,11,13,4,49739,12434.75,13.25,239
client39222,2018-05-29,3,2,8133,26,3,2,490,2,8133,4066.5,13.0,595
client39223,2019-07-31,19,6,3587,38,19,6,62,6,3587,597.8333333333334,6.333333333333333,45
client39224,2019-09-03,26,11,23561,73,26,15,28,11,23561,2141.909090909091,6.636363636363637,9113
client39225,2019-01-02,11,6,3772,22,10,4,272,6,3772,628.6666666666666,3.6666666666666665,30
client39226,2019-09-23,7,3,3443,9,7,0,8,3,3443,1147.6666666666667,3.0,29
client39227,2019-08-27,60,18,191901,108,48,15,35,18,191901,10661.166666666666,6.0,229
client39228,2018-01-03,1,1,767,1,1,0,636,1,767,767.0,1.0,767
client39229,2019-07-14,20,7,10465,24,19,10,79,7,10465,1495.0,3.4285714285714284,2199
client3923,2019-07-23,12,5,6239,20,12,5,70,5,6239,1247.8,4.0,109
client39230,2019-05-07,5,1,390,6,5,0,147,1,390,390.0,6.0,138
client39231,2019-09-28,21,7,45562,31,21,1,3,7,45562,6508.857142857143,4.428571428571429,1199
client39232,2018-04-22,14,4,13508,18,13,6,527,4,13508,3377.0,4.5,103
client39233,2019-09-19,479,100,257138,1282,250,160,12,100,257138,2571.38,12.82,309
client39234,2019-09-30,45,14,10062,69,41,8,1,14,10062,718.7142857142857,4.928571428571429,219
client39235,2019-06-30,2,1,394,2,2,2,93,1,394,394.0,2.0,168
client39236,2019-08-24,7,1,2039,23,7,7,38,1,2039,2039.0,23.0,1290
client39237,2018-02-07,8,2,5608,12,7,0,601,2,5608,2804.0,6.0,119
client39238,2018-05-06,4,2,1529,4,4,2,513,2,1529,764.5,2.0,299
client39239,2019-07-02,8,2,4876,21,8,0,91,2,4876,2438.0,10.5,522
client3924,2018-08-06,8,1,4322,17,8,0,421,1,4322,4322.0,17.0,98
client39240,2019-07-14,117,37,56741,324,108,35,79,37,56741,1533.5405405405406,8.756756756756756,500
client39241,2019-08-15,51,22,15147,111,49,19,47,22,15147,688.5,5.045454545454546,199
client39242,2018-08-28,3,1,1201,15,3,0,399,1,1201,1201.0,15.0,175
client39243,2019-09-09,6,4,2744,6,6,1,22,4,2744,686.0,1.5,299
client39244,2018-10-03,2,1,5644,6,2,0,363,1,5644,5644.0,6.0,645
client39245,2019-09-17,28,5,14577,92,27,0,14,5,14577,2915.4,18.4,100
client39246,2018-07-29,2,1,1877,19,2,2,429,1,1877,1877.0,19.0,1602
client39247,2018-12-17,2,1,519,3,2,0,288,1,519,519.0,3.0,380
client39248,2019-08-16,27,14,103782,202,26,9,46,14,103782,7413.0,14.428571428571429,133
client39249,2019-09-14,14,6,5939,17,13,4,17,6,5939,989.8333333333334,2.8333333333333335,849
client3925,2019-09-10,48,24,15792,85,42,18,21,24,15792,658.0,3.5416666666666665,59
client39250,2019-09-12,2,2,5996,4,2,0,19,2,5996,2998.0,2.0,2997
client39251,2018-01-06,6,1,16533,15,6,6,633,1,16533,16533.0,15.0,1500
client39252,2019-09-07,28,6,38009,34,28,15,24,6,38009,6334.833333333333,5.666666666666667,699
client39253,2019-09-28,55,18,14468,79,53,10,3,18,14468,803.7777777777778,4.388888888888889,269
client39254,2017-12-28,3,1,778,4,3,0,642,1,778,778.0,4.0,435
client39255,2019-09-26,33,3,12334,45,33,25,5,3,12334,4111.333333333333,15.0,469
client39256,2019-07-21,5,2,1679,6,5,4,72,2,1679,839.5,3.0,39
client39257,2019-08-25,32,12,35320,111,29,6,37,12,35320,2943.3333333333335,9.25,58
client39258,2019-07-24,17,7,29586,85,16,2,69,7,29586,4226.571428571428,12.142857142857142,305
client39259,2019-05-28,10,3,2410,20,10,1,126,3,2410,803.3333333333334,6.666666666666667,39
client3926,2019-04-18,6,1,693,7,6,0,166,1,693,693.0,7.0,119
client39260,2019-01-04,19,4,27688,81,19,0,270,4,27688,6922.0,20.25,135
client39261,2018-10-15,1,1,44,1,1,0,351,1,44,44.0,1.0,44
client39262,2019-05-21,6,2,1892,8,6,0,133,2,1892,946.0,4.0,119
client39263,2019-03-03,1,1,125,1,1,1,212,1,125,125.0,1.0,125
client39264,2018-10-23,2,1,1459,2,2,0,343,1,1459,1459.0,2.0,60
client39265,2019-09-23,84,23,28538,141,74,8,8,23,28538,1240.7826086956522,6.130434782608695,1256
client39266,2019-08-19,22,4,25466,46,22,12,43,4,25466,6366.5,11.5,111
client39267,2018-07-14,11,1,9892,36,11,11,444,1,9892,9892.0,36.0,1175
client39268,2019-09-20,138,51,98673,395,119,31,11,51,98673,1934.764705882353,7.745098039215686,89
client39269,2019-07-01,12,5,8508,20,12,8,92,5,8508,1701.6,4.0,152
client3927,2019-03-06,7,1,1768,8,7,0,209,1,1768,1768.0,8.0,609
client39270,2019-09-30,40,5,18925,104,36,12,1,5,18925,3785.0,20.8,109
client39271,2019-04-15,3,1,579,4,3,0,169,1,579,579.0,4.0,42
client39272,2019-05-02,5,1,12131,5,5,0,152,1,12131,12131.0,5.0,19
client39273,2019-08-25,1,1,4999,1,1,1,37,1,4999,4999.0,1.0,4999
client39274,2019-07-24,47,6,13176,87,46,11,69,6,13176,2196.0,14.5,999
client39275,2019-08-18,16,6,93565,256,13,7,44,6,93565,15594.166666666666,42.666666666666664,7659
client39276,2018-11-11,8,4,13211,147,4,3,324,4,13211,3302.75,36.75,4240
client39277,2018-11-28,4,2,2028,12,4,0,307,2,2028,1014.0,6.0,138
client39278,2019-05-12,10,4,9817,17,10,3,142,4,9817,2454.25,4.25,229
client39279,2019-02-14,9,1,6521,44,9,0,229,1,6521,6521.0,44.0,154
client3928,2017-10-25,8,1,5119,58,8,0,706,1,5119,5119.0,58.0,320
client39280,2019-06-30,2,2,10509,2,2,2,93,2,10509,5254.5,1.0,155
client39281,2019-03-27,78,16,69872,229,68,33,188,16,69872,4367.0,14.3125,6422
client39282,2019-05-31,12,2,8586,19,12,0,123,2,8586,4293.0,9.5,189
client39283,2019-09-01,14,4,63150,33,14,8,30,4,63150,15787.5,8.25,60
client39284,2018-08-13,5,2,2817,7,4,0,414,2,2817,1408.5,3.5,299
client39285,2019-08-14,4,3,7896,4,4,0,48,3,7896,2632.0,1.3333333333333333,2099
client39286,2019-07-02,30,5,61869,129,30,10,91,5,61869,12373.8,25.8,436
client39287,2018-12-26,4,1,97,5,4,0,279,1,97,97.0,5.0,17
client39288,2019-08-11,12,4,5098,15,12,5,51,4,5098,1274.5,3.75,99
client39289,2019-01-29,2,1,10099,21,2,0,245,1,10099,10099.0,21.0,3800
client3929,2019-06-01,35,4,5792,69,35,28,122,4,5792,1448.0,17.25,273
client39290,2018-09-03,6,1,1884,7,6,0,393,1,1884,1884.0,7.0,30
client39291,2018-08-01,3,1,4203,3,3,0,426,1,4203,4203.0,3.0,3999
client39292,2019-09-29,49,26,72149,407,42,16,2,26,72149,2774.9615384615386,15.653846153846153,199
client39293,2019-07-15,3,2,1698,6,3,0,78,2,1698,849.0,3.0,399
client39294,2019-09-29,1,1,5499,1,1,1,2,1,5499,5499.0,1.0,5499
client39295,2019-05-27,13,1,1938,36,13,0,127,1,1938,1938.0,36.0,24
client39296,2019-01-20,26,2,2107,43,26,26,254,2,2107,1053.5,21.5,10
client39297,2019-09-23,45,11,14979,65,36,12,8,11,14979,1361.7272727272727,5.909090909090909,565
client39298,2019-02-03,102,5,7333,122,98,40,240,5,7333,1466.6,24.4,115
client39299,2019-07-10,18,2,2679,33,16,0,83,2,2679,1339.5,16.5,6
client393,2019-08-22,20,2,12183,70,20,13,40,2,12183,6091.5,35.0,68
client3930,2018-11-29,3,2,848,12,3,0,306,2,848,424.0,6.0,39
client39300,2018-12-04,22,6,6466,29,22,0,301,6,6466,1077.6666666666667,4.833333333333333,201
client39301,2019-09-11,12,7,7075,26,12,3,20,7,7075,1010.7142857142857,3.7142857142857144,58
client39302,2018-10-04,4,1,832,6,4,0,362,1,832,832.0,6.0,192
client39303,2018-07-13,2,1,2238,2,2,0,445,1,2238,2238.0,2.0,39
client39304,2019-09-27,30,7,20854,36,27,1,4,7,20854,2979.1428571428573,5.142857142857143,59
client39306,2018-08-30,1,1,13457,18,1,0,397,1,13457,13457.0,18.0,13457
client39307,2018-12-23,4,2,254,5,2,2,282,2,254,127.0,2.5,29
client39308,2019-09-22,30,14,45605,40,30,19,9,14,45605,3257.5,2.857142857142857,299
client39309,2019-08-04,25,12,9782,40,24,9,58,12,9782,815.1666666666666,3.3333333333333335,199
client3931,2018-11-10,71,19,26320,109,65,15,325,19,26320,1385.2631578947369,5.7368421052631575,1999
client39310,2019-08-24,8,6,2703,12,8,1,38,6,2703,450.5,2.0,109
client39311,2019-01-27,26,2,18216,47,26,4,247,2,18216,9108.0,23.5,4800
client39312,2019-09-23,5,2,1810,6,5,0,8,2,1810,905.0,3.0,19
client39313,2019-04-02,7,2,6075,9,7,0,182,2,6075,3037.5,4.5,54
client39314,2019-09-10,59,10,38138,130,49,19,21,10,38138,3813.8,13.0,220
client39315,2019-09-11,20,8,8925,33,16,11,20,8,8925,1115.625,4.125,84
client39316,2019-08-13,7,3,2739,17,7,1,49,3,2739,913.0,5.666666666666667,714
client39317,2019-04-21,4,1,1136,4,4,4,163,1,1136,1136.0,4.0,949
client39318,2018-08-28,5,1,1645,5,5,0,399,1,1645,1645.0,5.0,999
client39319,2019-09-30,83,24,22630,151,66,22,1,24,22630,942.9166666666666,6.291666666666667,16
client3932,2019-06-06,4,1,1433,6,4,0,117,1,1433,1433.0,6.0,701
client39320,2019-09-02,43,19,32640,69,40,22,29,19,32640,1717.8947368421052,3.6315789473684212,148
client39321,2018-12-11,9,2,2195,10,9,0,294,2,2195,1097.5,5.0,199
client39322,2019-07-08,42,11,14054,143,30,5,85,11,14054,1277.6363636363637,13.0,250
client39323,2019-05-17,57,4,3548,66,56,0,137,4,3548,887.0,16.5,99
client39325,2018-09-02,2,1,299,3,2,2,394,1,299,299.0,3.0,29
client39326,2019-05-10,21,11,18614,76,16,6,144,11,18614,1692.1818181818182,6.909090909090909,2826
client39327,2019-09-10,14,9,16038,73,13,3,21,9,16038,1782.0,8.11111111111111,398
client39328,2019-09-21,15,3,8073,19,15,10,10,3,8073,2691.0,6.333333333333333,449
client39329,2019-09-23,57,13,11987,97,54,49,8,13,11987,922.0769230769231,7.461538461538462,82
client3933,2018-09-25,4,1,9062,4,4,0,371,1,9062,9062.0,4.0,3499
client39330,2019-04-10,4,2,9832,4,4,0,174,2,9832,4916.0,2.0,6995
client39331,2019-09-02,17,7,11352,26,17,6,29,7,11352,1621.7142857142858,3.7142857142857144,2399
client39332,2019-07-29,99,31,47571,336,80,10,64,31,47571,1534.5483870967741,10.838709677419354,69
client39333,2019-08-25,20,11,15653,25,17,14,37,11,15653,1423.0,2.272727272727273,129
client39334,2018-12-06,26,10,30557,69,24,8,299,10,30557,3055.7,6.9,149
client39335,2019-05-19,8,2,2795,21,8,5,135,2,2795,1397.5,10.5,198
client39336,2019-09-16,19,8,12676,40,18,7,15,8,12676,1584.5,5.0,3199
client39337,2019-09-29,31,11,37655,51,26,21,2,11,37655,3423.181818181818,4.636363636363637,109
client39338,2017-10-06,12,1,11961,24,12,0,725,1,11961,11961.0,24.0,159
client39339,2018-10-01,7,2,5461,7,7,5,365,2,5461,2730.5,3.5,671
client3934,2019-09-28,309,49,169241,732,247,68,3,49,169241,3453.8979591836733,14.938775510204081,109
client39340,2019-09-20,40,15,63130,181,31,4,11,15,63130,4208.666666666667,12.066666666666666,330
client39341,2019-01-11,3,1,3790,12,3,0,263,1,3790,3790.0,12.0,2350
client39342,2018-12-24,25,12,10417,45,25,0,281,12,10417,868.0833333333334,3.75,22
client39343,2019-09-28,13,5,11031,25,11,7,3,5,11031,2206.2,5.0,1150
client39344,2019-09-20,41,6,10538,65,40,11,11,6,10538,1756.3333333333333,10.833333333333334,79
client39345,2019-01-21,9,4,19988,9,9,7,253,4,19988,4997.0,2.25,20
client39346,2018-06-12,3,1,2720,7,3,0,476,1,2720,2720.0,7.0,477
client39347,2018-11-09,2,1,333,3,2,0,326,1,333,333.0,3.0,264
client39348,2019-05-13,13,4,5541,19,13,3,141,4,5541,1385.25,4.75,25
client3935,2019-08-08,14,6,8254,28,12,2,54,6,8254,1375.6666666666667,4.666666666666667,569
client39350,2019-08-25,8,4,2375,10,7,5,37,4,2375,593.75,2.5,189
client39351,2019-08-17,62,16,10985,93,56,17,45,16,10985,686.5625,5.8125,448
client39352,2019-07-15,1,1,359,1,1,0,78,1,359,359.0,1.0,359
client39353,2019-02-11,44,2,19318,96,44,0,232,2,19318,9659.0,48.0,11
client39354,2018-02-07,1,1,2990,1,1,0,601,1,2990,2990.0,1.0,2990
client39355,2019-09-04,36,8,14689,54,34,6,27,8,14689,1836.125,6.75,19
client39356,2019-03-01,38,2,3602,58,37,12,214,2,3602,1801.0,29.0,13
client39357,2019-09-24,34,14,38704,60,33,5,7,14,38704,2764.5714285714284,4.285714285714286,218
client39358,2019-08-01,13,1,1184,18,13,0,61,1,1184,1184.0,18.0,29
client39359,2018-12-12,3,2,2720,3,3,2,293,2,2720,1360.0,1.5,1522
client3936,2019-02-08,21,9,3482,39,20,3,235,9,3482,386.8888888888889,4.333333333333333,79
client39360,2019-09-19,34,5,20270,53,30,0,12,5,20270,4054.0,10.6,218
client39361,2019-07-08,42,13,45916,82,39,22,85,13,45916,3532.0,6.3076923076923075,95
client39362,2019-02-14,10,5,47783,59,10,6,229,5,47783,9556.6,11.8,89
client39363,2018-11-03,10,3,1655,18,10,2,332,3,1655,551.6666666666666,6.0,349
client39364,2019-07-10,2,1,1038,4,2,0,83,1,1038,1038.0,4.0,999
client39365,2018-11-12,2,1,2498,2,2,0,323,1,2498,2498.0,2.0,2299
client39366,2019-09-03,34,10,44530,46,33,3,28,10,44530,4453.0,4.6,378
client39368,2019-09-23,44,14,24553,61,38,1,8,14,24553,1753.7857142857142,4.357142857142857,280
client39369,2019-08-14,6,5,15164,7,4,0,48,5,15164,3032.8,1.4,649
client3937,2019-08-13,38,4,7825,66,36,13,49,4,7825,1956.25,16.5,539
client39370,2019-07-28,1,1,999,1,1,1,65,1,999,999.0,1.0,999
client39371,2018-05-04,7,2,3883,10,7,0,515,2,3883,1941.5,5.0,149
client39372,2019-09-08,17,13,3547,30,15,5,23,13,3547,272.84615384615387,2.3076923076923075,207
client39373,2019-01-23,6,1,12583,15,6,0,251,1,12583,12583.0,15.0,7333
client39374,2019-05-03,36,18,25270,55,35,5,151,18,25270,1403.888888888889,3.0555555555555554,29
client39375,2018-11-22,4,1,771,5,4,0,313,1,771,771.0,5.0,36
client39376,2019-09-02,37,8,5549,38,32,11,29,8,5549,693.625,4.75,1499
client39377,2018-11-25,27,8,3972,48,25,5,310,8,3972,496.5,6.0,69
client39378,2017-09-29,9,2,8788,14,9,0,732,2,8788,4394.0,7.0,5697
client39379,2019-04-29,8,1,4024,12,8,0,155,1,4024,4024.0,12.0,30
client3938,2018-12-18,16,4,5185,20,16,0,287,4,5185,1296.25,5.0,44
client39380,2019-08-08,10,4,11986,40,9,0,54,4,11986,2996.5,10.0,239
client39381,2019-09-30,28,6,10997,37,27,5,1,6,10997,1832.8333333333333,6.166666666666667,349
client39383,2019-07-25,3,1,2445,3,3,0,68,1,2445,2445.0,3.0,85
client39384,2019-05-03,2,2,836,4,2,0,151,2,836,418.0,2.0,149
client39385,2019-09-16,136,30,140917,207,121,52,15,30,140917,4697.233333333334,6.9,89
client39386,2018-09-14,12,2,1498,14,12,0,382,2,1498,749.0,7.0,15
client39387,2019-05-21,47,10,57744,189,38,0,133,10,57744,5774.4,18.9,2553
client39388,2019-09-15,198,53,123456,727,141,68,16,53,123456,2329.3584905660377,13.716981132075471,19
client39389,2019-02-21,6,4,5620,12,6,2,222,4,5620,1405.0,3.0,396
client3939,2019-08-25,11,1,19534,40,11,11,37,1,19534,19534.0,40.0,3659
client39390,2018-07-20,1,1,1216,8,1,0,438,1,1216,1216.0,8.0,1216
client39391,2019-07-16,15,2,5890,16,15,0,77,2,5890,2945.0,8.0,29
client39392,2017-11-24,8,1,1120,8,8,0,676,1,1120,1120.0,8.0,55
client39393,2019-01-18,2,1,254,2,2,0,256,1,254,254.0,2.0,99
client39394,2017-09-25,6,1,6804,14,6,0,736,1,6804,6804.0,14.0,765
client39395,2019-08-18,23,8,11764,30,22,2,44,8,11764,1470.5,3.75,5091
client39396,2019-05-12,3,2,1442,3,3,2,142,2,1442,721.0,1.5,44
client39397,2018-09-30,6,3,11255,36,5,4,366,3,11255,3751.6666666666665,12.0,29
client39398,2018-11-30,21,6,20668,38,21,7,305,6,20668,3444.6666666666665,6.333333333333333,1317
client39399,2018-11-13,21,12,25910,65,15,8,322,12,25910,2159.1666666666665,5.416666666666667,4699
client394,2019-01-05,3,1,2066,5,3,3,269,1,2066,2066.0,5.0,60
client3940,2019-09-08,3,2,2697,3,3,1,23,2,2697,1348.5,1.5,1699
client39400,2019-01-24,4,2,5096,4,4,3,250,2,5096,2548.0,2.0,1399
client39401,2018-12-14,2,2,1263,3,2,1,291,2,1263,631.5,1.5,65
client39402,2018-04-01,36,9,13216,80,31,22,548,9,13216,1468.4444444444443,8.88888888888889,39
client39403,2018-08-12,25,7,13328,44,23,6,415,7,13328,1904.0,6.285714285714286,610
client39404,2018-10-15,22,2,2372,28,22,18,351,2,2372,1186.0,14.0,255
client39406,2019-01-18,1,1,929,1,1,0,256,1,929,929.0,1.0,929
client39407,2018-03-08,8,1,2061,21,8,0,572,1,2061,2061.0,21.0,155
client39408,2018-01-17,1,1,3798,2,1,0,622,1,3798,3798.0,2.0,3798
client39409,2019-08-22,1,1,1999,1,1,0,40,1,1999,1999.0,1.0,1999
client3941,2019-07-04,20,4,29451,74,16,0,89,4,29451,7362.75,18.5,725
client39410,2019-09-30,14,5,9651,24,14,9,1,5,9651,1930.2,4.8,198
client39411,2019-09-22,98,22,56829,155,94,22,9,22,56829,2583.1363636363635,7.045454545454546,379
client39412,2018-09-07,2,1,7698,2,2,0,389,1,7698,7698.0,2.0,2699
client39413,2019-06-15,5,2,14466,46,4,1,108,2,14466,7233.0,23.0,760
client39414,2018-05-26,4,2,4021,9,4,4,493,2,4021,2010.5,4.5,298
client39415,2019-08-12,12,3,15085,42,12,5,50,3,15085,5028.333333333333,14.0,145
client39416,2019-09-20,20,7,8722,46,17,7,11,7,8722,1246.0,6.571428571428571,649
client39417,2019-09-24,12,2,7877,36,12,9,7,2,7877,3938.5,18.0,358
client39418,2018-08-30,1,1,398,2,1,0,397,1,398,398.0,2.0,398
client39419,2018-11-22,34,4,19066,82,33,0,313,4,19066,4766.5,20.5,99
client3942,2019-09-03,14,3,8473,30,14,0,28,3,8473,2824.3333333333335,10.0,2940
client39420,2019-08-22,13,5,4291,16,13,1,40,5,4291,858.2,3.2,319
client39421,2019-06-12,22,6,7285,29,22,3,111,6,7285,1214.1666666666667,4.833333333333333,29
client39422,2019-07-14,6,2,2610,14,6,6,79,2,2610,1305.0,7.0,149
client39423,2019-03-24,2,2,293,3,2,1,191,2,293,146.5,1.5,44
client39424,2019-03-21,24,10,24661,96,23,3,194,10,24661,2466.1,9.6,299
client39425,2019-09-17,25,15,8458,35,24,7,14,15,8458,563.8666666666667,2.3333333333333335,17
client39426,2019-09-24,17,4,2707,18,17,1,7,4,2707,676.75,4.5,349
client39427,2018-08-06,3,1,389,3,3,0,421,1,389,389.0,3.0,95
client39428,2017-12-22,6,1,3080,23,6,0,648,1,3080,3080.0,23.0,1330
client39429,2018-08-31,2,1,2571,2,2,0,396,1,2571,2571.0,2.0,2499
client3943,2018-12-15,2,1,1838,2,2,2,290,1,1838,1838.0,2.0,1699
client39430,2019-09-28,34,11,5650,51,33,12,3,11,5650,513.6363636363636,4.636363636363637,81
client39431,2019-09-18,103,26,34257,159,95,17,13,26,34257,1317.576923076923,6.115384615384615,418
client39432,2017-10-09,1,1,2199,1,1,0,722,1,2199,2199.0,1.0,2199
client39433,2019-08-29,20,5,40087,34,20,17,33,5,40087,8017.4,6.8,129
client39434,2019-07-30,1,1,1891,1,1,0,63,1,1891,1891.0,1.0,1891
client39435,2019-08-10,4,1,4796,4,4,4,52,1,4796,4796.0,4.0,1949
client39436,2018-08-08,52,9,22449,68,47,11,419,9,22449,2494.3333333333335,7.555555555555555,145
client39437,2019-08-23,95,20,18892,134,85,19,39,20,18892,944.6,6.7,66
client39438,2018-03-12,12,1,782,13,12,0,568,1,782,782.0,13.0,13
client39439,2019-09-16,77,11,49051,173,68,19,15,11,49051,4459.181818181818,15.727272727272727,238
client3944,2019-08-27,15,4,16160,20,15,5,35,4,16160,4040.0,5.0,28
client39440,2019-07-10,12,3,33183,122,12,2,83,3,33183,11061.0,40.666666666666664,1800
client39441,2019-08-08,29,12,40888,50,23,8,54,12,40888,3407.3333333333335,4.166666666666667,1998
client39442,2019-09-09,90,34,85186,421,51,36,22,34,85186,2505.470588235294,12.382352941176471,1700
client39444,2019-06-01,22,7,14896,56,21,7,122,7,14896,2128.0,8.0,476
client39445,2019-03-05,7,2,94,8,7,0,210,2,94,47.0,4.0,81
client39446,2019-07-29,63,20,107191,224,59,24,64,20,107191,5359.55,11.2,379
client39447,2019-05-01,67,15,50831,201,60,14,153,15,50831,3388.733333333333,13.4,378
client39448,2019-04-21,27,9,8258,34,27,1,163,9,8258,917.5555555555555,3.7777777777777777,349
client39449,2019-04-24,27,5,9107,45,23,11,160,5,9107,1821.4,9.0,79
client3945,2019-08-27,24,4,10541,60,24,0,35,4,10541,2635.25,15.0,298
client39450,2019-09-12,5,3,4280,6,5,0,19,3,4280,1426.6666666666667,2.0,159
client39451,2019-05-12,3,1,1607,3,3,3,142,1,1607,1607.0,3.0,399
client39452,2019-01-14,4,1,1715,5,4,0,260,1,1715,1715.0,5.0,449
client39453,2019-08-16,86,30,49610,168,78,31,46,30,49610,1653.6666666666667,5.6,549
client39454,2019-04-04,13,4,5573,24,13,3,180,4,5573,1393.25,6.0,649
client39455,2019-09-25,42,19,14335,54,40,8,6,19,14335,754.4736842105264,2.8421052631578947,129
client39456,2019-06-03,13,2,4201,27,13,10,120,2,4201,2100.5,13.5,174
client39458,2018-08-25,2,1,1200,8,2,2,402,1,1200,1200.0,8.0,1100
client39459,2019-06-10,20,6,2372,30,20,10,113,6,2372,395.3333333333333,5.0,199
client3946,2018-08-13,5,1,1614,7,5,0,414,1,1614,1614.0,7.0,99
client39460,2019-04-11,16,2,4196,28,16,0,173,2,4196,2098.0,14.0,345
client39461,2019-08-04,2,2,582,6,2,1,58,2,582,291.0,3.0,417
client39462,2018-02-20,3,1,6187,3,3,0,588,1,6187,6187.0,3.0,49
client39463,2019-03-09,26,5,23098,112,26,9,206,5,23098,4619.6,22.4,119
client39464,2019-06-19,4,2,5766,6,4,3,104,2,5766,2883.0,3.0,4120
client39465,2019-07-29,10,4,6570,22,9,8,64,4,6570,1642.5,5.5,1434
client39466,2018-02-04,1,1,3999,1,1,1,604,1,3999,3999.0,1.0,3999
client39467,2018-04-17,2,1,685,5,2,0,532,1,685,685.0,5.0,87
client39468,2019-09-19,50,13,5095,57,47,25,12,13,5095,391.9230769230769,4.384615384615385,109
client39469,2019-07-30,17,9,17113,19,17,3,63,9,17113,1901.4444444444443,2.111111111111111,599
client3947,2019-08-31,45,12,13957,58,44,18,31,12,13957,1163.0833333333333,4.833333333333333,329
client39470,2017-09-17,7,2,8186,12,7,7,744,2,8186,4093.0,6.0,3328
client39471,2019-07-23,6,1,5231,9,6,0,70,1,5231,5231.0,9.0,59
client39474,2019-04-24,5,3,1135,5,5,0,160,3,1135,378.3333333333333,1.6666666666666667,69
client39475,2019-09-30,11,4,9072,17,11,6,1,4,9072,2268.0,4.25,98
client39476,2018-12-28,40,6,32124,98,38,19,277,6,32124,5354.0,16.333333333333332,419
client39477,2019-08-19,90,12,15383,122,83,41,43,12,15383,1281.9166666666667,10.166666666666666,75
client39478,2018-09-17,15,3,6148,33,15,0,379,3,6148,2049.3333333333335,11.0,1198
client39479,2019-08-09,5,2,129780,20,5,0,53,2,129780,64890.0,10.0,535
client3948,2019-09-27,37,10,37854,144,34,3,4,10,37854,3785.4,14.4,699
client39480,2018-07-20,11,1,1409,17,11,0,438,1,1409,1409.0,17.0,69
client39481,2019-09-27,27,8,18740,60,25,15,4,8,18740,2342.5,7.5,109
client39482,2019-09-28,17,6,4899,22,17,8,3,6,4899,816.5,3.6666666666666665,32
client39483,2019-03-11,35,6,4788,46,33,0,204,6,4788,798.0,7.666666666666667,82
client39484,2018-09-04,11,2,6125,14,11,0,392,2,6125,3062.5,7.0,2020
client39485,2017-10-05,1,1,1399,1,1,0,726,1,1399,1399.0,1.0,1399
client39486,2019-08-04,1,1,969,2,1,1,58,1,969,969.0,2.0,969
client39487,2018-02-25,2,1,533,3,2,2,583,1,533,533.0,3.0,75
client39488,2019-03-20,9,1,1752,14,9,0,195,1,1752,1752.0,14.0,139
client39489,2019-09-29,18,4,4099,31,17,18,2,4,4099,1024.75,7.75,121
client3949,2018-09-15,9,5,14529,21,8,7,381,5,14529,2905.8,4.2,99
client39491,2019-06-10,100,26,43866,142,91,32,113,26,43866,1687.1538461538462,5.461538461538462,43
client39492,2019-02-22,3,1,2465,5,3,0,221,1,2465,2465.0,5.0,268
client39493,2019-04-30,6,2,2324,10,6,3,154,2,2324,1162.0,5.0,249
client39494,2019-07-21,21,4,7222,44,21,13,72,4,7222,1805.5,11.0,59
client39495,2019-09-21,137,34,35171,379,105,52,10,34,35171,1034.4411764705883,11.147058823529411,469
client39496,2019-03-14,91,20,38389,213,85,42,201,20,38389,1919.45,10.65,129
client39497,2019-08-09,24,2,3621,56,24,0,53,2,3621,1810.5,28.0,129
client39498,2019-07-17,9,2,1291,16,9,0,76,2,1291,645.5,8.0,28
client39499,2019-05-20,1,1,297,3,1,0,134,1,297,297.0,3.0,297
client395,2018-02-13,7,1,1794,10,7,0,595,1,1794,1794.0,10.0,386
client3950,2018-12-17,51,10,40475,106,51,16,288,10,40475,4047.5,10.6,899
client39500,2019-09-13,107,17,61618,293,98,59,18,17,61618,3624.5882352941176,17.235294117647058,258
client39501,2019-03-17,2,1,997,3,2,2,198,1,997,997.0,3.0,438
client39502,2017-10-12,8,1,6214,19,8,0,719,1,6214,6214.0,19.0,99
client39503,2019-07-26,16,2,3245,22,16,0,67,2,3245,1622.5,11.0,35
client39504,2019-09-19,12,5,2989,27,12,1,12,5,2989,597.8,5.4,354
client39505,2019-05-11,21,3,9107,34,21,21,143,3,9107,3035.6666666666665,11.333333333333334,149
