clientID,quantity,amount,visits
client28708,3,637,1
client28709,18,15551,4
client2871,6,1564,4
client28710,35,3998,4
client28711,6,1656,2
client28712,1,329,1
client28713,1,3999,1
client28714,102,35234,28
client28715,19,2310,3
client28716,9,5920,1
client28717,34,7925,2
client28718,4,2478,3
client28719,3,1687,2
client2872,17,8065,3
client28720,1,1799,1
client28721,664,109864,68
client28722,5,7910,1
client28723,33,13874,5
client28724,17,13503,1
client28725,35,8140,13
client28726,182,32426,53
client28727,5,901,3
client28728,9,4154,3
client28729,2,1348,1
client2873,1,6299,1
client28730,3,1513,2
client28731,2,3398,2
client28732,2,4089,1
client28733,45,16652,4
client28734,16,1415,3
client28735,5,1247,1
client28736,4,328,1
client28737,3,297,1
client28738,35,1465,1
client28739,32,4664,9
client2874,9,4757,2
client28740,10,2987,1
client28741,117,29609,15
client28742,55,9832,3
client28743,1,1989,1
client28744,8,1562,1
client28745,6,10998,3
client28746,4,316,1
client28747,5,815,2
client28748,7,513,1
client28749,62,17173,9
client2875,95,28728,26
client28750,14,3981,3
client28751,5,1215,1
client28752,10,5190,1
client28753,47,2562,5
client28754,54,34750,5
client28755,83,38816,6
client28756,8,5101,3
client28757,18,6498,3
client28758,30,2798,7
client28759,236,12733,11
client2876,87,13995,18
client28760,298,147254,28
client28761,11,5537,3
client28762,154,27104,30
client28763,29,6093,8
client28764,26,614,2
client28765,2,3438,1
client28766,44,5355,11
client28767,5,1065,2
client28768,257,28659,9
client28769,15,1775,2
client2877,60,17144,8
client28770,2,1208,1
client28771,5,6435,1
client28772,21,1828,1
client28773,6,1014,1
client28774,51,23744,5
client28775,23,22859,5
client28776,34,9951,5
client28777,23,2303,2
client28778,3,1409,1
client28779,9,3700,2
client2878,5,7268,2
client28780,20,4963,8
client28781,2,10998,1
client28782,6,1500,1
client28783,69,23207,5
client28784,13,767,3
client28785,14,42935,7
client28786,1,5999,1
client28787,11,10181,2
client28788,12,2490,4
client28789,6,3654,2
client2879,6,1255,1
client28790,9,1731,1
client28791,4,1996,1
client28792,1,1699,1
client28793,27,7355,4
client28794,22,4378,11
client28795,18,7370,2
client28796,10,2412,2
client28797,134,15687,24
client28798,78,5969,19
client28799,2,1928,1
client288,75,29145,7
client2880,57,7152,20
client28800,14,3572,2
client28801,83,9723,6
client28802,26,11036,2
client28803,207,59726,9
client28804,4,4406,3
client28805,6,12004,2
client28806,10,4126,2
client28807,49,16076,2
client28808,86,84643,4
client28809,10,2470,2
client2881,16,9909,3
client28810,1,699,1
client28811,31,11508,6
client28812,36,9303,7
client28813,24,15262,8
client28814,14,2389,2
client28815,14,5267,2
client28816,193,34619,21
client28817,23,3564,3
client28818,12,3788,1
client28819,23,15654,6
client2882,46,22387,4
client28820,6,1374,3
client28821,10,348,3
client28822,115,15758,21
client28823,30,1694,3
client28824,9,15706,6
client28825,94,25917,18
client28826,1,2999,1
client28827,29,11306,10
client28828,2,5651,1
client28829,3,1103,2
client2883,16,7452,2
client28830,6,13997,3
client28831,22,2664,3
client28832,57,14982,8
client28833,4,3396,1
client28834,47,28432,3
client28835,45,2428,1
client28836,36,14546,10
client28837,1,6699,1
client28838,11,449,1
client28839,36,5983,7
client2884,2,1198,1
client28840,49,18821,1
client28841,199,27606,19
client28842,67,15343,8
client28843,12,3008,4
client28844,218,75008,11
client28845,4,2548,1
client28846,25,9560,6
client28847,102,16249,6
client28848,71,33365,9
client28849,24,7778,6
client2885,18,2769,3
client28850,72,4754,3
client28851,14,6779,2
client28852,1,369,1
client28853,15,8879,2
client28854,86,15030,8
client28855,17,16807,3
client28856,2,174,1
client28857,33,9871,3
client28858,1,3449,1
client28859,4,1516,2
client2886,71,6758,6
client28860,2,698,1
client28861,23,38239,7
client28862,82,21717,7
client28863,77,17785,8
client28864,1,139,1
client28865,62,6465,9
client28866,1,8999,1
client28867,10,1500,3
client28868,3,2507,2
client28869,48,4426,4
client2887,1,149,1
client28870,245,113434,29
client28871,2,603,1
client28872,18,4746,4
client28873,21,8417,5
client28874,30,3132,3
client28875,149,35666,12
client28876,126,34336,28
client28877,23,1970,1
client28878,9,5201,3
client28879,3,687,1
client2888,61,25206,11
client28880,72,25684,10
client28881,1,379,1
client28882,32,12659,9
client28883,133,17101,4
client28884,1,139,1
client28885,23,1149,1
client28886,13,5991,2
client28887,17,4451,3
client28888,214,60049,25
client28889,7,2213,2
client2889,39,9181,3
client28890,7,9675,3
client28891,22,18984,6
client28892,42,9448,5
client28893,4,425,1
client28894,45,29341,6
client28895,15,14779,2
client28896,23,2760,2
client28897,30,6269,6
client28898,20,1728,3
client28899,5,13984,1
client289,30,2298,8
client2890,16,1614,1
client28900,8,4200,2
client28901,41,15433,12
client28902,1,720,1
client28903,7,7423,2
client28904,100,11207,9
client28905,14,4296,8
client28906,6,3090,1
client28907,177,51825,22
client28908,62,23019,9
client28909,49,11473,12
client2891,44,8775,7
client28910,18,6980,4
client28911,254,121735,29
client28912,6,6688,2
client28913,22,8051,8
client28914,162,40845,10
client28915,34,4627,4
client28916,11,2102,2
client28917,65,16211,5
client28918,4,724,1
client28919,6,1097,1
client2892,3,3637,1
client28920,80,15579,7
client28921,69,25277,5
client28922,11,1265,1
client28923,10,4190,2
client28924,104,16612,20
client28925,27,19025,4
client28926,85,14565,18
client28927,29,3127,2
client28928,18,20753,9
client28929,84,64790,10
client2893,39,2089,3
client28930,33,2285,2
client28931,161,17807,12
client28932,11,7348,2
client28933,24,9330,4
client28934,18,1030,1
client28935,27,16377,5
client28936,8,1403,1
client28937,21,7114,6
client28938,3,957,1
client28939,246,89889,31
client2894,3,4587,1
client28940,9,2061,3
client28941,84,14038,10
client28942,21,2379,1
client28943,131,64937,16
client28944,41,11455,9
client28945,16,11044,4
client28946,6,3260,1
client28947,1,129,1
client28948,3,547,1
client28949,37,9202,5
client2895,8,167,1
client28950,4,360,1
client28951,124,16852,7
client28952,8,1624,2
client28953,17,7732,7
client28954,27,6558,2
client28955,1,1395,1
client28956,29,14203,1
client28957,13,2053,2
client28958,19,7413,2
client28959,77,8806,5
client2896,6,1326,1
client28960,82,30117,11
client28961,1,139,1
client28962,28,17161,3
client28963,56,40707,8
client28964,7,1033,1
client28965,6,4632,1
client28966,4,951,1
client28967,6,8409,1
client28968,13,2188,2
client28969,31,3275,5
client2897,74,25203,9
client28970,178,72614,33
client28971,18,3547,3
client28972,5,2415,3
client28973,13,6552,2
client28974,37,3386,3
client28975,89,31205,11
client28976,63,17069,1
client28977,54,13886,3
client28978,8,4438,1
client28979,52,19415,4
client2898,24,5668,3
client28980,9,1447,2
client28981,30,6263,2
client28982,34,14266,5
client28983,7,20584,7
client28984,4,142,1
client28985,91,11639,7
client28986,10,1114,1
client28987,121,15174,3
client28988,3,1717,1
client28989,40,440,1
client2899,5,1051,1
client28990,34,2652,2
client28991,16,3913,3
client28992,59,27861,16
client28993,2,1104,1
client28994,23,6994,8
client28995,190,68639,28
client28996,186,45520,20
client28997,134,16537,26
client28998,100,41689,7
client28999,36,8220,3
client29,48,30905,2
client290,256,57959,32
client2900,9,5828,2
client29000,153,67552,20
client29001,51,31600,9
client29002,6,1736,3
client29003,76,13570,13
client29004,63,5931,12
client29005,4,1746,1
client29006,1,69,1
client29007,32,3502,6
client29008,146,48759,17
client29009,254,90868,46
client2901,1,29,1
client29010,22,2697,2
client29011,107,25661,7
client29012,2,518,1
client29013,141,12851,39
client29014,13,3176,2
client29015,2,398,1
client29016,13,8501,2
client29017,56,19868,13
client29018,6,1444,1
client29019,157,64988,12
client2902,219,26756,6
client29020,515,72348,15
client29021,161,5990,1
client29022,3,8647,1
client29023,65,9355,10
client29024,3,703,2
client29025,38,12132,2
client29026,172,18540,9
client29027,1,2444,1
client29028,2,418,2
client29029,26,7214,5
client2903,94,44247,9
client29030,8,9391,1
client29031,20,12290,1
client29032,28,8005,3
client29033,53,37646,7
client29034,3,7080,1
client29035,60,4120,8
client29036,17,4516,4
client29037,140,14239,10
client29038,55,53728,11
client29039,36,11909,5
client2904,604,82755,73
client29040,14,2765,6
client29041,207,21666,2
client29042,7,2039,2
client29043,28,16622,4
client29044,5,1107,1
client29045,40,8860,4
client29046,24,10597,4
client29047,1,1333,1
client29048,2,3648,1
client29049,77,16903,7
client2905,9,10414,2
client29050,3,393,1
client29051,26,13239,8
client29052,16,10246,2
client29053,92,5256,4
client29054,7,1335,1
client29055,174,49444,18
client29056,69,17225,17
client29057,1,5599,1
client29058,102,6634,11
client29059,7,21574,2
client2906,3,1947,1
client29060,36,9663,8
client29061,1,24690,1
client29062,4,1596,1
client29063,52,37885,14
client29064,150,11035,6
client29065,216,166941,17
client29066,29,6896,4
client29067,181,45839,36
client29068,1,3299,1
client29069,76,19453,8
client2907,71,14889,9
client29070,20,3013,3
client29071,10,3465,2
client29072,1,1584,1
client29073,6,517,1
client29074,29,6807,7
client29075,255,72233,9
client29076,9,1391,3
client29077,7,601,1
client29078,43,14345,7
client29079,15,12365,4
client2908,28,4706,6
client29080,8,5848,3
client29081,518,78980,15
client29082,30,9675,11
client29083,15,1955,2
client29084,127,36744,16
client29085,7,1543,2
client29086,4,1882,1
client29087,5,2149,1
client29088,22,17482,3
client29089,165,40299,16
client2909,33,2343,1
client29090,44,7828,2
client29091,2,1378,1
client29092,72,29036,8
client29093,18,18440,4
client29094,47,4626,7
client29095,87,11370,11
client29096,5,2083,2
client29097,7,4244,5
client29098,1,6199,1
client29099,19,13521,6
client291,5,735,1
client2910,175,24001,20
client29100,29,4188,2
client29101,21,2011,5
client29102,81,12322,7
client29103,5,392,1
client29104,232,15593,34
client29105,6,10398,2
client29106,45,3055,6
client29107,29,7274,7
client29108,5,3175,1
client29109,64,3071,6
client2911,22,3916,4
client29110,15,1406,5
client29111,18,29342,1
client29112,2,828,1
client29113,2,17109,1
client29114,16,22224,1
client29115,112,18284,9
client29116,6,3492,1
client29117,7,3793,1
client29118,71,9734,3
client29119,10,10829,8
client2912,44,1479,1
client29120,91,16113,10
client29121,450,57705,9
client29122,141,27481,8
client29123,3,27879,2
client29124,37,6304,5
client29125,5,6512,2
client29126,37,9327,3
client29127,42,7962,5
client29128,15,2831,3
client29129,179,37893,11
client2913,400,85768,33
client29130,2,1705,1
client29131,79,26253,12
client29132,87,11558,11
client29133,49,7197,6
client29134,5,881,1
client29135,54,5252,6
client29136,26,9621,2
client29137,9,2747,3
client29138,23,11369,15
client29139,169,22521,24
client2914,8,460,2
client29140,5,13157,1
client29141,6,954,1
client29142,47,33157,5
client29143,2,1942,1
client29144,122,53992,8
client29145,141,31602,11
client29146,21,6002,5
client29147,5,1439,1
client29148,44,37222,5
client29149,379,79006,21
client2915,8,3252,2
client29150,1,2999,1
client29151,19,8988,4
client29152,17,17401,2
client29153,32,7142,5
client29154,111,51684,19
client29155,136,85754,24
client29156,22,4568,3
client29157,4,376,2
client29158,42,48077,12
client29159,2,198,1
client2916,7,3739,2
client29160,101,28379,6
client29161,39,2812,7
client29162,4,1850,1
client29163,1,3499,1
client29164,7,14692,6
client29165,5,12457,1
client29166,45,21136,7
client29167,5,1645,1
client29168,6,1926,2
client29169,6,4195,1
client2917,31,2015,2
client29170,157,34552,4
client29171,2,1998,1
client29172,3,5940,2
client29173,13,3403,2
client29174,2,389,1
client29175,43,7121,5
client29176,6,7434,1
client29177,31,1128,1
client29178,21,15951,5
client29179,85,11759,24
client2918,29,10248,2
client29180,46,3268,5
client29181,39,3370,6
client29182,3434,3887309,107
client29183,33,4644,9
client29184,200,77084,21
client29185,4,1194,1
client29186,17,1051,2
client29187,8,3020,4
client29188,38,8459,3
client29189,115,104464,24
client2919,75,17166,15
client29190,16,3801,5
client29191,157,26364,22
client29192,92,14097,12
client29193,7,5144,3
client29194,20,6681,5
client29195,43,9366,6
client29196,341,56775,29
client29197,122,28531,5
client29198,8,3471,4
client29199,1,299,1
client292,365,34356,11
client2920,66,6262,5
client29200,8,783,2
client29201,59,8385,12
client29202,27,4382,6
client29203,9,2251,1
client29204,33,9779,10
client29205,60,4711,10
client29206,28,5182,4
client29207,11,5730,1
client29208,11,9720,1
client29209,68,6982,14
client2921,7,8373,1
client29210,42,11649,10
client29211,1,3799,1
client29212,32,39888,4
client29213,2,3154,1
client29214,161,40273,10
client29215,54,18648,2
client29216,7,3013,1
client29217,35,2951,3
client29218,45,13938,11
client29219,19,398,2
client2922,119,30025,7
client29220,37,18559,11
client29221,131,33054,13
client29222,6,4550,3
client29223,28,4891,5
client29224,10,4270,1
client29225,78,18324,8
client29226,2,2148,2
client29227,68,26994,13
client29228,111,57788,5
client29229,1,6316,1
client2923,209,137581,6
client29230,22,3719,7
client29231,23,1677,1
client29232,415,13254,4
client29233,50,13550,6
client29234,10,5600,2
client29235,10,1727,3
client29236,55,6709,10
client29237,39,11611,6
client29238,113,20093,4
client29239,9,4177,1
client2924,174,36266,10
client29240,30,7306,1
client29241,258,17655,19
client29242,9,2350,2
client29243,20,2614,2
client29244,122,10355,6
client29245,11,1110,3
client29246,8,2185,1
client29247,41,13553,6
client29248,69,74359,11
client29249,44,20172,12
client2925,38,3970,2
client29250,944,120719,58
client29251,242,49073,27
client29252,25,7071,1
client29253,18,914,2
client29254,91,22642,6
client29255,157,28724,11
client29256,7,4900,2
client29257,59,10971,13
client29258,26,3628,1
client29259,1,169,1
client2926,92,44798,14
client29260,55,1925,2
client29261,5,1485,2
client29262,1,2700,1
client29263,12,604,1
client29264,9,1316,2
client29265,74,15077,4
client29266,2,2598,1
client29267,1,4499,1
client29268,37,6576,6
client29269,191,30454,13
client2927,623,138205,25
client29270,20,4059,2
client29271,5,1433,1
client29272,39,9579,10
client29273,5,8866,2
client29274,2,108,1
client29275,4,926,1
client29276,4,11946,3
client29277,59,10363,12
client29278,5,14299,1
client29279,12,918,1
client2928,1,5199,1
client29280,9,2413,2
client29281,13,7059,4
client29282,5,2147,1
client29283,5,1599,1
client29284,101,121433,23
client29285,25,12268,6
client29286,26,16968,7
client29287,27,1777,4
client29288,47,17320,14
client29289,14,4377,2
client2929,37,11646,8
client29290,65,21676,7
client29291,33,21807,8
client29292,9,7313,2
client29293,85,4516,1
client29294,1,1299,1
client29295,21,18558,5
client29296,94,42000,17
client29297,2,294,2
client29298,2,1331,1
client29299,52,14188,4
client293,10,822,2
client2930,2,198,1
client29300,32,24872,11
client29301,50,2789,3
client29302,176,10308,14
client29303,9,834,2
client29304,32,4510,6
client29305,24,5181,5
client29306,1,999,1
client29307,121,26492,26
client29308,49,6156,5
client29309,61,15968,4
client2931,1,3999,1
client29310,2,3448,2
client29311,39,8849,5
client29312,15,7308,6
client29313,15,7643,1
client29314,22,15797,3
client29315,5,2395,1
client29316,121,34465,4
client29317,35,8433,2
client29318,64,26008,4
client29319,11,9039,2
client2932,9,1497,3
client29320,28,2476,5
client29321,14,1946,6
client29322,53,17881,7
client29323,2,1328,1
client29324,38,13682,11
client29325,87,15734,11
client29326,1,3499,1
client29327,41,10290,7
client29328,5,1921,1
client29329,136,33481,22
client2933,7,6513,1
client29330,1,1499,1
client29331,3,1317,1
client29332,18,1807,2
client29333,2,4067,1
client29334,5,1623,1
client29335,6,986,1
client29336,22,8688,4
client29337,9,1977,1
client29338,7,625,3
client29339,10,1554,4
client2934,3,737,1
client29340,6,2494,2
client29341,58,15101,14
client29342,11,1971,1
client29343,10,13661,3
client29344,72,12467,7
client29345,31,5196,5
client29346,29,4782,2
client29347,15,2337,1
client29348,12,3209,1
client29349,24,7047,2
client2935,1,9999,1
client29350,7,5424,2
client29351,62,26599,4
client29352,30,24199,3
client29353,30,9824,1
client29354,14,15408,3
client29355,40,12064,3
client29356,1,599,1
client29357,19,1290,1
client29358,269,48950,48
client29359,17,1084,3
client2936,19,3861,1
client29360,115,4649,3
client29361,28,9909,3
client29362,7,1340,2
client29363,56,5976,9
client29364,12,12450,5
client29365,8,2332,1
client29366,16,5984,2
client29367,75,10220,7
client29368,31,5951,2
client29369,2,1083,1
client2937,110,46472,19
client29370,2,533,2
client29371,3,267,1
client29372,5,3497,2
client29373,48,11113,18
client29374,2,2128,1
client29375,8,1002,1
client29376,3,741,1
client29377,124,13953,9
client29378,72,11465,6
client29379,1,2299,1
client2938,4,4326,2
client29380,6,3324,3
client29381,7,1079,1
client29382,14,2480,3
client29383,22,3162,6
client29384,31,16864,3
client29385,45,4988,2
client29386,54,18422,11
client29387,21,7190,2
client29388,20,1180,1
client29389,1,899,1
client2939,59,53244,5
client29390,16,15357,2
client29391,182,38505,15
client29392,40,13781,11
client29393,284,78332,28
client29394,58,22818,8
client29395,16,2356,3
client29396,7,3979,3
client29397,14,1791,1
client29398,141,16390,12
client29399,12,2004,3
client294,4,3547,1
client2940,2,158,1
client29400,7,3770,2
client29401,56,16623,7
client29402,16,10148,3
client29403,6,436,1
client29404,74,12268,12
client29405,31,29054,12
client29406,73,7557,9
client29407,140,26600,1
client29408,3,1337,2
client29409,24,7608,2
client2941,1,5799,1
client29410,3,10191,1
client29411,89,4866,5
client29412,3,1102,1
client29413,21,1623,1
client29414,3,607,1
client29415,7,7624,1
client29416,2,2958,1
client29417,3,1397,1
client29418,4,4046,1
client29419,23,13409,2
client2942,41,13204,5
client29420,3,2587,1
client29421,68,30826,11
client29422,19,2953,2
client29423,106,4000,6
client29424,114,13780,20
client29425,59,10033,14
client29426,38,6486,10
client29427,380,120975,41
client29428,45,4377,8
client29429,407,18364,29
client2943,8,20683,2
client29430,11,1680,1
client29431,25,3218,7
client29432,33,25541,3
client29433,110,31550,14
client29434,48,7345,4
client29435,135,55076,12
client29436,68,4927,10
client29437,13,612,2
client29438,107,22602,5
client29439,22,13266,6
client2944,11,13017,2
client29440,14,12226,1
client29441,14,2466,1
client29442,86,14492,14
client29443,31,6722,5
client29444,31,9643,6
client29445,40,25333,5
client29446,58,4448,4
client29447,55,31152,2
client29448,37,6195,4
client29449,5,2455,1
client2945,74,27765,2
client29450,63,15941,6
client29451,7,15963,1
client29452,19,10694,1
client29453,48,25712,11
client29454,31,6795,5
client29455,1,3753,1
client29456,158,49634,23
client29457,24,6742,4
client29458,23,1558,2
client29459,11,1069,5
client2946,22,22848,4
client29460,21,10964,5
client29461,56,28242,3
client29462,1,3999,1
client29463,21,6695,6
client29464,14,2212,3
client29465,2,3198,1
client29466,84,8029,3
client29467,52,8629,7
client29468,4,9387,2
client29469,13,1595,2
client2947,95,13801,7
client29470,311,56798,13
client29471,356,128271,23
client29472,89,20630,14
client29473,32,3041,3
client29474,11,4231,1
client29475,49,10266,9
client29476,11,2621,4
client29477,21,2606,1
client29478,1,249,1
client29479,153,45168,10
client2948,6,2174,1
client29480,63,24855,12
client29481,59,6566,8
client29482,70,11377,9
client29483,7,8526,1
client29484,15,2871,2
client29485,40,11115,7
client29486,10,4602,1
client29487,65,12153,1
client29488,25,2875,4
client29489,21,3162,5
client2949,16,5299,4
client29490,132,76871,6
client29491,1,2899,1
client29492,32,3744,1
client29493,5,1089,1
client29494,3,1069,1
client29495,40,7997,5
client29496,8,5849,1
client29497,15,8141,2
client29498,16,11045,1
client29499,1,8999,1
client295,4,536,1
client2950,40,22237,7
client29500,11,31080,2
client29501,4,746,1
client29502,18,5618,2
client29503,51,10441,7
client29504,7,1523,2
client29505,48,7357,4
client29506,38,30419,4
client29507,11,1199,1
client29508,42,3459,9
client29509,14,6888,4
client2951,205,20315,34
client29510,1,95,1
client29511,2,1038,1
client29512,55,15390,5
client29513,40,8485,2
client29514,42,11956,3
client29515,31,17681,5
client29516,200,56686,17
client29517,36,17648,3
client29518,90,38474,11
client29519,5,71,1
client2952,60,6965,9
client29520,7,4133,1
client29521,18,1432,2
client29522,28,4968,4
client29523,5,3685,1
client29524,242,101617,21
client29525,18,2358,3
client29526,1,549,1
client29527,1,2444,1
client29528,131,32587,4
client29529,27,20866,8
client2953,7,4813,1
client29530,8,2562,2
client29531,42,6699,10
client29532,43,20619,18
client29533,4,2612,3
client29534,5,515,2
client29535,13,2982,4
client29536,55,6001,5
client29537,67,20377,11
client29538,21,4367,4
client29539,58,4646,6
client2954,12,770,1
client29540,34,19907,3
client29541,3,443,1
client29542,204,44227,21
client29543,26,5659,2
client29544,15,5875,3
client29545,2,6678,2
client29546,857,131131,84
client29547,13,1636,1
client29548,15,2815,3
client29549,94,48714,18
client2955,1,4499,1
client29550,28,21802,6
client29551,3,1141,1
client29552,2,4698,1
client29553,14,15063,4
client29554,109,32234,15
client29555,4,686,2
client29556,674,210390,33
client29557,19,6777,6
client29558,30,14921,7
client29559,8,3700,2
client2956,15,4979,2
client29560,8,2572,1
client29561,4,1156,1
client29562,150,28805,21
client29563,418,80534,41
client29564,3,2014,1
client29565,5,589,1
client29566,8,3352,2
client29567,22,28036,3
client29568,114,19769,10
client29569,34,5363,9
client2957,4,592,1
client29570,106,52681,6
client29571,31,6732,3
client29572,122,39716,10
client29573,25,7591,4
client29574,38,9582,2
client29575,48,4750,3
client29576,2,2758,1
client29577,349,77628,42
client29578,6,2026,1
client29579,100,67167,12
client2958,13,12693,4
client29580,1,499,1
client29581,14,2066,1
client29582,372,95292,42
client29583,63,42253,13
client29584,26,12620,6
client29585,19,12156,9
client29586,21,2337,2
client29587,8,5184,4
client29588,346,62953,32
client29589,47,11054,2
client2959,4,6414,1
client29590,170,44288,17
client29591,20,2748,1
client29592,134,26448,2
client29593,48,13296,8
client29594,20,3171,3
client29595,51,15575,4
client29596,2,198,2
client29597,1,25,1
client29598,42,3550,3
client29599,8,4368,4
client296,473,76689,52
client2960,52,20738,6
client29600,25,2717,4
client29601,2,558,1
client29602,24,18161,3
client29603,33,18745,3
client29604,3,4857,2
client29605,223,42165,17
client29606,15,2565,1
client29607,44,16292,7
client29608,13,10417,2
client29609,18,8348,1
client2961,18,6839,2
client29610,286,29341,17
client29611,11,2125,2
client29612,103,16553,8
client29613,60,13871,6
client29614,128,23921,19
client29615,40,15114,8
client29616,19,23619,3
client29617,27,14308,7
client29618,1,99,1
client29619,66,23568,3
client2962,23,10689,3
client29620,502,108335,81
client29621,20,10529,4
client29622,19,4065,3
client29623,83,25180,2
client29624,114,56349,24
client29625,2,950,1
client29626,5,1902,1
client29627,165,26963,8
client29628,248,27460,55
client29629,7,2633,2
client2963,234,73659,23
client29630,35,8104,3
client29631,47,19483,12
client29632,4,15616,2
client29633,14,3638,2
client29634,16,4584,1
client29635,59,11159,6
client29636,22,4639,2
client29637,1,2292,1
client29638,51,15989,5
client29639,7,2109,2
client2964,180,45374,9
client29640,162,26602,9
client29641,12,8835,3
client29642,863,206588,100
client29643,13,1211,2
client29644,20,7714,1
client29645,27,18125,3
client29646,3,317,1
client29647,4,12397,2
client29648,1,2899,1
client29649,8,1610,2
client2965,11,10945,4
client29650,18,1089,2
client29651,447,107912,43
client29652,4,1686,1
client29653,13,7334,2
client29654,43,17225,8
client29655,14,2680,1
client29656,32,4128,4
client29657,16,3325,2
client29658,1,1010,1
client29659,34,6239,10
client2966,6,1588,1
client29660,25,3635,4
client29661,11,1999,2
client29662,12,1688,2
client29663,5,4265,1
client29664,74,19392,13
client29665,8,4520,1
client29666,49,40035,3
client29667,3,1987,1
client29668,2,1744,2
client29669,200,25218,28
client2967,110,21559,11
client29670,11,14308,4
client29671,68,7591,11
client29672,35,5842,2
client29673,2,7545,1
client29674,3,1112,1
client29675,3,1128,1
client29676,3,2097,1
client29677,1,1907,1
client29678,14,3996,2
client29679,18,8630,2
client2968,91,10356,6
client29680,39,4197,6
client29681,6,5164,1
client29682,14,1428,1
client29683,3,1139,1
client29684,73,9559,4
client29685,2,15998,1
client29686,24,14214,4
client29687,24,7080,4
client29688,16,15684,6
client29689,106,21981,16
client2969,13,291,2
client29690,61,24617,18
client29691,3,1036,1
client29692,110,20792,14
client29693,64,13007,8
client29694,42,6900,3
client29695,2,7148,2
client29696,13,611,1
client29697,41,5495,6
client29698,36,9705,7
client29699,26,22058,4
client297,7,3459,2
client2970,18,4126,4
client29700,11,10448,2
client29701,39,47964,8
client29702,22,4351,2
client29703,122,46875,20
client29704,2,1019,1
client29705,2,958,1
client29706,208,87158,6
client29707,110,107367,22
client29708,53,19192,2
client29709,28,23546,4
client2971,6,1142,1
client29710,6,6376,3
client29711,18,4462,3
client29712,72,44610,6
client29713,3,3807,1
client29714,51,19737,2
client29715,43,14014,6
client29716,6,2754,1
client29717,1,195,1
client29718,6,3594,1
client29719,26,8415,3
client2972,30,10648,6
client29720,36,4397,8
client29721,129,12806,10
client29722,3,957,1
client29723,4,4116,1
client29724,1,6999,1
client29725,36,5392,9
client29726,1,4699,1
client29727,6,3258,3
client29728,4,2006,1
client29729,21,4330,6
client2973,41,30029,8
client29730,11,3610,4
client29731,210,79811,12
client29732,235,57671,28
client29733,261,22904,3
client29734,104,16281,22
client29735,16,2938,4
client29736,69,9759,6
client29737,27,9915,4
client29738,14,1800,6
client29739,73,18906,12
client2974,74,2532,4
client29740,20,15735,4
client29741,143,32198,32
client29742,19,7986,4
client29743,1,199,1
client29744,77,66336,5
client29745,8,2422,2
client29746,77,16470,8
client29747,9,1282,4
client29748,43,5361,6
client29749,9,15108,2
client2975,180,51909,22
client29750,62,11740,8
client29751,228,8427,5
client29752,3,2247,2
client29753,14,4332,4
client29754,316,21090,35
client29755,1,999,1
client29756,8,3253,2
client29757,56,19426,14
client29758,120,30575,11
client29759,121,50715,16
client2976,53,17057,7
client29760,34,5322,3
client29761,17,4456,6
client29762,1,2299,1
client29763,46,25559,5
client29764,97,1080,2
client29765,3,2644,1
client29766,19,2499,2
client29767,6,1004,1
client29768,16,3368,1
client29769,14,4091,2
client2977,2,1398,1
client29770,7,6809,1
client29771,57,4693,7
client29772,81,8612,9
client29773,1,3999,1
client29774,19,2835,4
client29775,18,13022,4
client29776,34,9805,10
client29777,5,10745,1
client29778,5,2936,1
client29779,52,20273,15
client2978,3,1727,1
client29780,2,1298,1
client29781,94,35520,7
client29782,47,9771,3
client29783,158,24413,25
client29784,4,1547,1
client29785,7,1497,1
client29786,12,2044,2
client29787,31,38580,5
client29788,5,1245,2
client29789,1,1999,1
client2979,89,21254,5
client29790,125,43238,18
client29791,2,598,2
client29792,120,18371,2
client29793,5,4941,2
client29794,30,16543,2
client29795,8,1232,2
client29796,12,1956,1
client29797,202,37299,25
client29798,55,18099,17
client29799,5,1415,1
client298,5,621,2
client2980,82,9829,15
client29800,274,30259,20
client29801,390,64266,57
client29802,23,5017,1
client29803,26,4249,2
client29804,6,1353,2
client29805,8,3363,1
client29806,1,3599,1
client29807,5,995,1
client29808,6,2944,1
client29809,18,4527,2
client2981,61,12207,2
client29810,12,7228,4
client29811,3,3013,1
client29812,141,33514,33
client29813,49,37733,5
client29814,2,438,1
client29815,87,29306,16
client29816,444,55915,22
client29817,279,45950,11
client29818,64,13103,13
client29819,193,51801,17
client2982,135,33491,15
client29820,1,269,1
client29821,27,8823,6
client29822,1,459,1
client29823,81,9328,20
client29824,2,268,1
client29825,4,2878,1
client29826,63,18186,17
client29827,7,6703,2
client29828,15,4835,2
client29829,192,67717,9
client2983,3,543,2
client29830,30,5912,2
client29831,1,9990,1
client29832,39,3223,7
client29833,6,1789,4
client29834,15,11815,4
client29835,274,70287,18
client29836,31,22275,3
client29837,52,11008,6
client29838,120,73928,4
client29839,12,2168,1
client2984,6,7259,1
client29840,1,2859,1
client29841,3,7197,1
client29842,144,5311,8
client29843,36,5448,2
client29844,26,19154,4
client29845,11,777,1
client29846,14,3424,4
client29847,1,3299,1
client29848,36,2878,2
client29849,8,3232,1
client2985,103,8974,16
client29850,53,8924,3
client29851,14,9816,3
client29852,95,13172,5
client29853,27,14578,7
client29854,50,8844,9
client29855,96,35386,9
client29856,35,6133,10
client29857,64,2265,2
client29858,42,20416,4
client29859,19,10339,4
client2986,47,5787,7
client29860,11,6016,2
client29861,13,5631,5
