clientID,quantity,amount,visits
client17332,2,1378,1
client17333,57,9766,5
client17334,113,13634,18
client17335,47,10906,7
client17336,61,15219,13
client17337,11,12235,1
client17338,3,3728,3
client17339,226,59520,21
client1734,280,52776,7
client17340,19,1741,2
client17341,25,5386,2
client17342,2,3618,1
client17343,33,3927,8
client17344,2,3998,1
client17345,17,1893,2
client17346,54,3576,4
client17347,340,61888,41
client17348,6,2755,2
client17349,46,16128,12
client1735,4,57,1
client17350,18,2971,6
client17351,80,20973,14
client17352,15,2871,8
client17353,21,13714,6
client17354,3,4197,2
client17355,24,9761,4
client17356,5,1408,3
client17357,54,16741,6
client17358,74,15820,16
client17359,60,5946,2
client1736,26,11456,3
client17360,77,19347,13
client17361,21,8986,2
client17362,12,1201,2
client17363,3,4473,2
client17364,5,5275,2
client17365,7,1043,3
client17366,20,2867,2
client17367,5,7098,2
client17368,31,7954,12
client17369,31,1165,1
client1737,68,7138,11
client17370,61,30174,7
client17371,1,4999,1
client17372,25,8798,4
client17373,289,24622,46
client17374,21,4695,3
client17375,30,7231,2
client17376,48,11426,4
client17377,137,9129,21
client17378,32,11474,4
client17379,125,38205,20
client1738,30,2709,4
client17380,4,217,1
client17381,6,13270,2
client17382,4,3168,1
client17383,5,975,1
client17384,422,131136,22
client17385,77,38560,13
client17386,41,7989,5
client17387,28,4002,4
client17388,208,54284,6
client17389,37,9545,2
client1739,144,4290,6
client17390,3,1629,1
client17391,1,3699,1
client17392,11,998,2
client17393,20,4629,5
client17394,16,3218,6
client17395,1,11999,1
client17396,15,2121,1
client17397,16,2826,4
client17398,65,13145,7
client17399,19,6120,8
client174,29,3341,4
client1740,2,7458,1
client17400,3,210,1
client17401,15,1943,6
client17402,26,14827,4
client17403,18,1892,6
client17404,11,4662,1
client17405,20,3216,3
client17406,22,9462,7
client17407,13,10208,3
client17408,29,11210,5
client17409,34,41994,12
client1741,93,18384,7
client17410,1,1099,1
client17411,32,14636,8
client17412,26,6120,2
client17413,188,49158,31
client17414,2,66,1
client17415,86,42901,9
client17416,4,1172,1
client17417,16,1638,2
client17418,7,439,2
client17419,3,11097,2
client1742,2,23440,2
client17420,23,3965,5
client17421,27,5793,5
client17422,112,10576,2
client17423,15,7295,2
client17424,81,19598,7
client17425,4,2414,2
client17426,25,14923,4
client17427,131,8168,7
client17428,81,21734,9
client17429,95,49207,3
client1743,169,24777,9
client17430,1,125,1
client17431,26,5745,3
client17432,21,4605,5
client17433,6,5284,1
client17434,88,34832,1
client17435,19,1651,1
client17436,167,35083,16
client17437,46,25981,5
client17438,37,10979,9
client17439,17,4015,4
client1744,38,3247,6
client17440,1,249,1
client17441,6,6340,3
client17442,14,7491,3
client17443,2,3298,1
client17444,24,10293,3
client17445,27,5911,3
client17446,33,7021,4
client17447,31,1129,2
client17448,1,2359,1
client17449,1,2999,1
client1745,10,907,2
client17450,69,13298,15
client17451,1,3299,1
client17452,9,973,1
client17453,5,8255,2
client17454,22,11175,3
client17455,197,83435,22
client17456,40,2814,2
client17457,5,1460,2
client17458,87,13642,10
client17459,3,9937,1
client1746,216,68322,6
client17460,12,8543,2
client17461,5,1313,1
client17462,12,2598,4
client17463,9,15017,3
client17464,88,29090,8
client17465,6,1584,1
client17466,26,2001,5
client17467,12,7246,2
client17468,12,15426,2
client17469,2,1294,1
client1747,3,1317,1
client17470,25,3354,3
client17471,6,14961,1
client17472,11,989,1
client17473,92,20302,13
client17474,7,1563,1
client17475,12,1373,3
client17476,170,46438,40
client17477,52,16615,2
client17478,7,351,1
client17479,28,7112,2
client1748,83,24945,5
client17480,78,15971,8
client17481,306,114941,7
client17482,10,1630,1
client17483,76,24984,16
client17484,1,1249,1
client17485,1,3999,1
client17486,78,21161,16
client17487,2,78,1
client17488,13,2020,1
client17489,5,741,2
client1749,99,51765,10
client17490,3,3013,1
client17491,13,2242,3
client17492,115,24297,40
client17493,64,26127,9
client17494,30,6889,4
client17495,3,17029,2
client17496,79,13990,6
client17497,7,9385,3
client17498,25,1198,1
client17499,193,19738,20
client175,80,4495,7
client1750,29,6205,5
client17500,35,5315,9
client17501,50,17407,7
client17502,17,3108,2
client17503,25,14237,3
client17504,22,4512,6
client17505,86,39614,15
client17506,16,3902,2
client17507,1,2199,1
client17508,4,732,1
client17509,46,13502,5
client1751,42,21132,8
client17510,17,28052,3
client17511,20,4738,1
client17512,1,6999,1
client17513,90,9933,7
client17514,12,14595,1
client17515,45,8712,4
client17516,144,29890,6
client17517,11,2617,1
client17518,7,11683,2
client17519,80,7515,8
client1752,21,949,1
client17520,11,7380,2
client17521,16,4152,8
client17522,53,36779,10
client17523,7,9993,1
client17524,57,9759,3
client17525,7,1929,2
client17526,108,62461,10
client17527,1,18,1
client17528,16,1200,1
client17529,22,25169,5
client1753,122,38774,15
client17530,17,15803,7
client17531,14,3513,1
client17532,2,1955,1
client17533,261,44509,46
client17534,64,11777,12
client17535,27,4471,2
client17536,2,1198,1
client17537,2,3348,1
client17538,158,12706,8
client17539,8,2782,2
client1754,18,4088,2
client17540,4,1426,1
client17541,23,1572,3
client17542,28,4057,6
client17543,31,8212,3
client17544,19,3425,2
client17545,72,11422,5
client17546,41,4876,8
client17547,64,10217,8
client17548,4,1277,1
client17549,249,124619,31
client1755,4,1836,1
client17550,4,1166,1
client17551,190,25862,24
client17552,119,32058,32
client17553,24,3178,1
client17554,36,24899,9
client17555,227,21594,16
client17556,1,59,1
client17557,15,3985,3
client17558,52,18261,3
client17559,27,2876,8
client1756,61,14161,9
client17560,18,2020,8
client17561,28,8008,3
client17562,5,1595,3
client17563,98,9044,9
client17564,2,681,1
client17565,264,84361,27
client17566,31,2303,10
client17567,14,4196,4
client17568,8,2940,2
client17569,7,2769,3
client1757,26,3070,1
client17570,4,4272,3
client17571,344,40100,42
client17572,43,21849,11
client17573,55,6850,3
client17574,4,3096,1
client17575,82,17317,11
client17576,2,12689,2
client17577,41,14651,3
client17578,29,15096,5
client17579,8,6041,2
client1758,19,13205,2
client17580,22,2838,4
client17581,76,28716,19
client17582,35,4242,2
client17583,2,2198,1
client17584,1,279,1
client17585,4,2676,2
client17586,9,10464,3
client17587,1,199,1
client17588,13,7825,3
client17589,276,76765,45
client1759,115,11075,7
client17590,4,957,1
client17591,18,3974,1
client17592,64,13911,7
client17593,24,10885,2
client17594,9,1831,2
client17595,5,574,2
client17596,1,3199,1
client17597,20,15292,4
client17598,119,81164,23
client17599,4,12016,1
client176,26,5333,7
client1760,4,1915,1
client17600,10,2930,5
client17601,133,7424,5
client17602,3,4597,1
client17603,2,4298,2
client17604,26,5322,3
client17605,51,13460,10
client17606,8,232,1
client17607,52,7867,4
client17608,148,37998,13
client17609,47,7851,6
client1761,118,103307,15
client17610,5,995,1
client17611,79,33353,11
client17612,27,6711,4
client17613,21,27205,7
client17614,23,13592,3
client17615,53,21735,4
client17616,1,39,1
client17617,1,1839,1
client17618,69,1299,1
client17619,81,16231,18
client1762,96,21622,9
client17620,43,20221,7
client17621,10,6276,1
client17622,17,8083,6
client17623,6,4664,2
client17624,173,17111,18
client17625,10,2190,1
client17626,97,8033,5
client17627,71,13016,4
client17628,50,45371,6
client17629,110,29058,28
client1763,144,18374,8
client17630,18,2783,2
client17631,114,19399,9
client17632,128,4645,2
client17633,224,48912,46
client17634,1,99,1
client17635,3,2898,1
client17636,38,3284,18
client17637,5,795,1
client17638,13,12769,3
client17639,3,2093,1
client1764,49,10500,8
client17640,45,6326,4
client17641,17,1435,6
client17642,14,11726,3
client17643,58,39165,8
client17644,21,15948,1
client17645,12,2839,1
client17646,17,17501,3
client17647,99,73167,7
client17648,1,599,1
client17649,2,314,1
client1765,110,46409,9
client17650,11,9960,3
client17651,17,2307,2
client17652,29,2428,3
client17653,28,11566,4
client17654,3,6323,1
client17655,5,2395,1
client17656,22,3691,7
client17657,6,19153,2
client17658,6,1467,1
client17659,31,20606,12
client1766,120,11056,17
client17660,11,1515,3
client17661,2,1318,1
client17662,3,7297,1
client17663,103,51327,11
client17664,2,494,1
client17665,18,23015,4
client17666,1,5999,1
client17667,10,5890,3
client17668,53,8235,2
client17669,2,998,1
client1767,1,349,1
client17670,1,249,1
client17671,22,14744,5
client17672,70,13981,16
client17673,4,11546,1
client17674,19,4011,2
client17675,4,462,1
client17676,144,14767,19
client17677,44,3455,6
client17678,319,53733,17
client17679,3,1077,1
client1768,81,21156,11
client17680,92,21927,10
client17681,120,23131,6
client17682,226,45884,22
client17683,3,6917,1
client17684,105,36290,12
client17685,8,809,1
client17686,9,799,1
client17687,213,127449,2
client17688,25,13493,3
client17689,12,6468,3
client1769,53,7485,4
client17690,28,8792,4
client17691,43,7216,12
client17692,54,21545,7
client17693,156,33669,15
client17694,39,9602,11
client17695,1,1999,1
client17696,4,1066,1
client17697,828,133123,110
client17698,30,3026,3
client17699,60,59349,4
client177,85,21782,8
client1770,9,10823,2
client17700,2,1298,1
client17701,20,3975,1
client17702,10,2101,1
client17703,1,169,1
client17704,95,18348,4
client17705,157,53016,9
client17706,3,1257,1
client17707,106,27530,20
client17708,149,20710,15
client17709,47,22687,16
client1771,91,20761,13
client17710,1,169,1
client17711,1,2499,1
client17712,8,706,1
client17713,3,4148,1
client17714,16,19484,1
client17715,2,13289,1
client17716,27,706,3
client17717,4,2999,2
client17718,8,717,2
client17719,1787,303252,44
client1772,61,36472,14
client17720,19,975,1
client17721,16,1418,1
client17722,31,11128,5
client17723,3,117,1
client17724,78,25698,14
client17725,10,3040,1
client17726,24,14470,3
client17727,169,82323,13
client17728,1,199,1
client17729,86,44876,16
client1773,2,1068,1
client17730,11,5187,3
client17731,1,149,1
client17732,17,9026,2
client17733,5,1873,1
client17734,11,14612,5
client17735,33,10479,5
client17736,33,2867,3
client17737,73,24080,9
client17738,6,2790,2
client17739,62,56993,2
client1774,53,14545,12
client17740,143,56170,12
client17741,32,764,1
client17742,6,1060,1
client17743,39,22422,8
client17744,4,4396,2
client17745,87,3701,14
client17746,26,18158,6
client17747,2,2414,1
client17748,2,3398,1
client17749,3,463,1
client1775,34,16959,7
client17750,27,3698,4
client17751,4,1576,1
client17752,32,9216,2
client17753,215,19486,31
client17754,774,156048,76
client17755,6,4520,4
client17756,12,14384,6
client17757,132,43038,11
client17758,39,12385,5
client17759,65,27963,6
client1776,23,3377,4
client17760,21,22564,6
client17761,276,39665,22
client17762,6,5359,2
client17763,23,2623,3
client17764,51,14712,5
client17765,52,15471,8
client17766,17,25889,1
client17767,10,2020,1
client17768,24,1008,1
client17769,15,3143,5
client1777,1,6499,1
client17770,20,1851,2
client17771,8,1744,4
client17772,17,7341,3
client17773,2,518,1
client17774,7,368,3
client17775,9,2361,2
client17776,16,3812,1
client17777,44,14271,5
client17778,50,16706,7
client17779,132,15920,21
client1778,4,6426,1
client17780,74,34882,6
client17781,16,4028,4
client17782,142,24511,8
client17783,195,64201,3
client17784,10,4466,1
client17785,35,15576,3
client17786,98,11633,6
client17787,1,2999,1
client17788,3,12597,1
client17789,104,21087,14
client1779,48,5684,1
client17790,5,3236,1
client17791,12,7319,4
client17792,11,1084,3
client17793,5,1498,1
client17794,10,6885,2
client17795,1,3399,1
client17796,3,107,1
client17797,23,1686,3
client17798,15,1813,9
client17799,16,1681,2
client178,61,35379,4
client1780,221,12395,9
client17800,3,537,1
client17801,14,2620,1
client17802,227,34911,12
client17803,13,10343,4
client17804,128,16611,16
client17805,21,5062,1
client17806,4,1349,1
client17807,2,4838,2
client17808,28,10460,2
client17809,5,4595,1
client1781,18,3671,1
client17810,39,6061,4
client17811,921,111132,54
client17812,23,3349,2
client17813,53,19006,5
client17814,7,473,2
client17815,156,38579,19
client17816,169,50412,22
client17817,41,1156,1
client17818,45,3043,7
client17819,19,3569,1
client1782,23,3489,3
client17820,12,8117,2
client17821,43,4276,5
client17822,29,27777,5
client17823,32,35827,5
client17824,31,19021,4
client17825,9,7276,2
client17826,31,1649,1
client17827,9,9691,1
client17828,87,8076,5
client17829,305,64172,33
client1783,267,62130,28
client17830,65,5585,5
client17831,19,2396,4
client17832,10,9270,1
client17833,111,25549,9
client17834,1,1999,1
client17835,42,4125,5
client17836,10,1570,1
client17837,34,1319,1
client17838,181,15067,15
client17839,29,21523,1
client1784,3,6797,2
client17840,5,2835,1
client17841,22,1353,2
client17842,142,23752,33
client17843,8,4082,1
client17844,3,1517,1
client17845,5,1399,1
client17846,39,2625,1
client17847,22,9185,5
client17848,27,10264,5
client17849,270,70793,31
client1785,13,604,2
client17850,24,24036,4
client17851,55,12035,2
client17852,24,5889,5
client17853,13,2468,1
client17854,38,16424,9
client17855,1,29,1
client17856,1,69,1
client17857,32,5072,1
client17858,42,2431,1
client17859,36,9380,7
client1786,114,23228,19
client17860,5,101,1
client17861,10,9377,2
client17862,5,3542,2
client17863,50,24747,12
client17864,9,2407,1
client17865,33,2616,3
client17866,28,5474,5
client17867,7,393,1
client17868,27,4147,9
client17869,41,17203,1
client1787,9,1543,2
client17870,61,15458,10
client17871,39,5130,5
client17872,218,31537,12
client17873,57,8690,4
client17874,7,640,2
client17875,12,3479,3
client17876,19,34459,9
client17877,1,7999,1
client17878,117,6354,6
client17879,320,61808,23
client1788,25,3144,6
client17880,5,2596,1
client17881,8,5033,1
client17882,2,11939,1
client17883,2,5898,1
client17884,64,13560,10
client17885,3,7847,1
client17886,9,1157,1
client17887,5,6719,3
client17888,40,4293,6
client17889,297,71827,29
client1789,5,622,1
client17890,9,9997,3
client17891,27,5070,2
client17892,15,2071,5
client17893,3,657,2
client17894,445,114143,28
client17895,21,4661,2
client17896,112,37356,14
client17897,35,9586,9
client17898,12,1778,1
client17899,1,3899,1
client179,91,7377,11
client1790,13,7987,1
client17900,2,7998,1
client17901,7,3373,2
client17902,280,40320,1
client17903,69,20195,9
client17904,22,20850,3
client17905,60,11439,10
client17906,7,2553,1
client17907,520,67687,36
client17908,15,9105,3
client17909,27,6110,2
client1791,4,14707,1
client17910,4,616,2
client17911,41,16855,5
client17912,1,14490,1
client17913,8,2258,1
client17914,4,596,1
client17915,34,17880,8
client17916,2,1237,1
client17917,59,39891,13
client17918,194,42156,3
client17919,12,1216,1
client1792,14,9682,2
client17920,101,28154,15
client17921,12,5486,1
client17922,249,91014,12
client17923,15,3575,5
client17924,6,2605,1
client17925,101,7736,5
client17926,129,34048,12
client17927,10,2494,1
client17928,125,15473,10
client17929,5,1371,1
client1793,125,24857,11
client17930,95,14189,7
client17931,1,1699,1
client17932,8,2170,1
client17933,36,39140,11
client17934,9,1473,1
client17935,55,4520,6
client17936,7,11474,1
client17937,27,3903,4
client17938,4,2229,1
client17939,1,1299,1
client1794,66,16718,4
client17940,5,4221,1
client17941,51,31408,8
client17942,25,3443,5
client17943,9,6315,3
client17944,5,2665,1
client17945,4,1816,1
client17946,5,7721,2
client17947,94,16806,23
client17948,29,5987,10
client17949,48,5388,6
client1795,19,1989,1
client17950,10,8817,2
client17951,65,5277,4
client17952,15,7111,2
client17953,255,62837,33
client17954,2,3798,2
client17955,2,7458,1
client17956,61,12562,6
client17957,36,17392,13
client17958,31,18166,1
client17959,28,11059,6
client1796,7,6723,2
client17960,7,3153,4
client17961,20,2566,1
client17962,29,2800,1
client17963,71,15819,3
client17964,1,1499,1
client17965,58,20763,3
client17966,214,63698,27
client17967,174,96704,10
client17968,10,10180,2
client17969,40,18499,6
client1797,52,13781,11
client17970,1,799,1
client17971,7,895,1
client17972,16,2890,1
client17973,24,13493,3
client17974,134,18282,17
client17975,54,29323,8
client17976,1,1900,1
client17977,60,4393,4
client17978,5,4607,2
client17979,86,10822,17
client1798,84,17561,10
client17980,7,25706,2
client17981,3,2718,1
client17982,10,1811,2
client17983,16,3638,2
client17984,156,6260,9
client17985,45,5559,3
client17986,246,34201,14
client17987,38,6269,6
client17988,6,2658,2
client17989,13,3406,3
client1799,31,4737,7
client17990,13,5357,1
client17991,10,1203,1
client17992,24,2045,2
client17993,6,4504,1
client17994,966,381391,90
client17995,1,4799,1
client17996,8,6164,4
client17997,69,9079,3
client17998,10,2656,2
client17999,34,5813,4
client18,41,5274,3
client180,8,1232,3
client1800,4,1712,1
client18000,88,8474,5
client18001,15,2891,1
client18002,11,682,1
client18003,30,29120,6
client18004,12,12502,3
client18005,58,14287,11
client18006,14,3631,1
client18007,95,8650,7
client18008,4,1132,1
client18009,160,36332,21
client1801,2,168,1
client18010,17,10494,3
client18011,7,9216,1
client18012,67,15529,30
client18013,41,4492,6
client18014,27,16994,3
client18015,29,22432,5
client18016,1,1126,1
client18017,56,9175,9
client18018,109,16156,11
client18019,68,26860,1
client1802,9,501,2
client18020,10,2088,1
client18021,5,14916,3
client18022,3,337,3
client18023,31,6084,2
client18024,14,5503,6
client18025,23,10474,11
client18026,2,1414,2
client18027,1,55,1
client18028,16,2384,2
client18029,7,1071,1
client1803,5,575,1
client18030,5,7002,1
client18031,19,2632,3
client18032,72,16504,17
client18033,9,833,1
client18034,490,105572,25
client18035,1,95,1
client18036,80,16316,8
client18037,17,2733,3
client18038,180,52376,10
client18039,1,1499,1
client1804,40,7405,5
client18040,67,24825,15
client18041,5,559,2
client18042,293,94366,24
client18043,130,56843,12
client18044,31,18919,2
client18045,1,2999,1
client18046,19,5331,6
client18047,32,24845,4
client18048,259,143397,12
client18049,3,2487,1
client1805,5,4985,2
client18050,59,7212,7
client18051,30,9458,4
client18052,354,81599,25
client18053,12,5119,3
client18054,18,4120,3
client18055,62,6665,16
client18056,1,39,1
client18057,71,35088,14
client18058,28,4712,3
client18059,37,15770,2
client1806,1,155,1
client18060,55,8227,7
client18061,2,150,1
client18062,293,48576,29
client18063,14,4000,2
client18064,169,19946,8
client18065,1,2499,1
client18066,15,944,1
client18067,5,2065,2
client18068,35,5325,3
client18069,87,24331,15
client1807,41,9145,4
client18070,48,36080,4
client18071,176,13007,8
client18072,173,45087,25
client18073,35,26952,2
client18074,11,3878,5
client18075,75,29660,5
client18076,87,11957,11
client18077,35,17385,7
client18078,3,74,1
client18079,7,7153,1
client1808,168,12950,7
client18080,15,2495,3
client18081,100,55594,12
client18082,12,18784,3
client18083,49,4458,4
client18084,4,1496,2
client18085,78,22049,11
client18086,9,2618,4
client18087,1,1299,1
client18088,13,20587,3
client18089,69,21055,13
client1809,5,10405,1
client18090,36,4873,5
client18091,6,5070,2
client18092,2,1288,1
client18093,52,10164,6
client18094,2,5748,1
client18095,4,3811,1
client18096,3,2167,2
client18097,18,5394,3
client18098,4,7726,1
client18099,4,4696,1
client181,98,47733,8
client1810,13,1560,5
client18100,88,16700,7
client18101,3,2321,1
client18102,169,62478,25
client18103,32,18527,10
client18104,2,15159,1
client18105,5,2665,1
client18106,9,18760,3
client18107,22,3428,3
client18108,10,590,1
client18109,66,20466,6
client1811,163,14200,12
client18110,5,6495,1
client18111,7,1451,1
client18112,31,10868,8
client18113,7,899,2
client18114,26,7520,3
client18115,3,2099,1
client18116,27,2789,4
client18117,19,3068,2
client18118,30,10320,4
client18119,3,359,1
client1812,7,2879,2
client18120,20,4388,7
client18121,8,962,2
client18122,16,4518,1
client18123,45,6457,4
client18124,62,10825,10
client18125,71,42868,5
client18126,8,4061,2
client18127,71,20636,7
client18128,139,27445,20
client18129,56,12919,8
client1813,8,1382,2
client18130,7,2183,1
client18131,106,19371,13
client18132,71,21626,5
client18133,6,1342,1
client18134,5,1955,1
client18135,6,1566,1
client18136,162,17791,9
client18137,5,965,1
client18138,37,11270,7
client18139,37,12371,6
client1814,30,14270,1
client18140,22,9065,7
client18141,65,9760,6
client18142,24,2338,2
client18143,44,16631,1
client18144,480,114093,38
client18145,6,866,4
client18146,43,26762,1
client18147,19,5848,2
client18148,11,2420,3
client18149,5,1077,1
client1815,50,4025,4
client18150,1,29,1
client18151,11,8205,3
client18152,7,10544,1
client18153,288,92002,32
client18154,628,161254,116
client18155,8,1592,1
client18156,1,5499,1
client18157,18,4760,9
client18158,22,5789,2
client18159,7,5899,2
client1816,86,13846,7
client18160,2,1298,1
client18161,15,5238,4
client18162,141,6535,4
client18163,1,159,1
client18164,136,22148,11
client18165,24,6982,4
client18166,46,7827,4
client18167,36,4668,4
client18168,57,6956,17
client18169,6,2574,1
client1817,214,81429,29
client18170,893,217216,89
client18171,21,17525,4
client18172,28,3362,3
client18173,3,2612,1
client18174,48,14622,3
client18175,11,8691,6
client18176,116,21973,8
client18177,19,13292,2
client18178,6,1615,1
client18179,1,1099,1
client1818,53,2120,3
client18180,2,1718,1
client18181,2,8836,1
client18182,6,3786,1
client18183,14,3727,3
client18184,226,12594,10
client18185,72,10358,7
client18186,116,37588,22
client18187,1,6699,1
client18188,14,5486,2
client18189,5,1815,1
client1819,447,141922,24
client18190,112,132253,33
client18191,91,4731,6
client18192,24,23308,3
client18193,7,2493,4
client18194,7,1259,2
client18195,100,42524,9
client18196,52,6200,5
client18197,5,3405,2
client18198,21,3465,2
client18199,22,4882,5
client182,60,39863,10
client1820,8,1152,1
client18200,323,63190,17
client18201,725,141355,93
client18202,3,1983,2
client18203,47,6900,10
client18204,144,40652,6
client18205,1,299,1
client18206,2,5085,1
client18207,54,6197,2
client18208,67,8580,6
client18209,6,7566,2
client1821,1,8999,1
client18210,6,1214,2
client18211,4,6556,1
client18212,26,6600,5
client18213,98,31701,12
client18214,21,12839,1
client18215,66,13981,11
client18216,2,3124,2
client18217,16,8378,6
client18218,9,4054,2
client18219,2,258,1
client1822,39,14035,4
client18220,37,42197,14
client18221,38,18719,11
client18222,1,1299,1
client18223,15,6307,3
client18224,12,1654,1
client18225,6,724,1
client18226,2,914,1
client18227,41,3407,2
client18228,13,1969,1
client18229,3,1947,1
client1823,342,88957,28
client18230,79,9521,10
client18231,6,1879,1
client18232,15,11985,4
client18233,6,2195,1
client18234,76,40921,11
client18235,41,12863,5
client18236,58,13219,7
client18237,775,285687,13
client18238,235,45567,41
client18239,3,2797,1
client1824,29,21042,5
client18240,37,4987,8
client18241,27,6595,2
client18242,17,1008,1
client18243,185,30779,23
client18244,10,3918,3
client18245,29,1783,1
client18246,28,7798,3
client18247,2,710,1
client18248,3,2657,1
client18249,2,1898,1
client1825,176,41188,14
client18250,12,1619,3
client18251,4,136,1
client18252,24,13919,5
client18253,15,1122,6
client18254,9,4086,1
client18255,4,4636,2
client18256,5,1241,1
client18257,41,2795,5
client18258,1,1553,1
client18259,5,4188,2
client1826,19,6294,2
client18260,12,9216,2
client18261,1,2999,1
client18262,360,97415,45
client18263,21,6520,3
client18264,153,4157,1
client18265,33,9839,13
client18266,90,22939,20
client18267,55,17801,7
client18268,47,8489,4
client18269,21,3858,4
client1827,33,24889,5
client18270,49,28848,6
client18271,6,657,4
client18272,16,5141,2
client18273,37,4960,5
client18274,53,9703,9
client18275,288,49474,25
client18276,27,1715,6
client18277,2,514,2
client18278,18,11123,2
client18279,25,1887,2
client1828,1,139,1
client18280,202,75041,24
client18281,8,2182,2
client18282,20,4887,4
client18283,64,11766,12
client18284,2,1782,2
client18285,7,969,1
client18286,22,4157,2
client18287,582,39505,17
client18288,165,33580,14
client18289,4,13017,3
client1829,1,5161,1
client18290,215,40659,31
client18291,13,2231,1
client18292,5,3050,2
client18293,7,7463,1
client18294,14,2346,1
client18295,2,364,1
client18296,7,898,1
client18297,56,8277,9
client18298,2,494,1
client18299,28,12336,8
client183,8,1392,1
client1830,20,7064,2
client18300,5,3791,2
client18301,8,1777,3
client18302,139,31131,27
client18303,10,1530,2
client18304,316,74719,4
client18305,21,4840,3
client18306,3,13047,2
client18307,47,19700,15
client18308,14,6406,3
client18309,10,9526,2
client1831,7,339,1
client18310,5,471,1
client18311,115,23722,12
client18312,9,4886,3
client18313,22,8568,1
client18314,15,1655,3
client18315,3,8047,1
client18316,11,3981,5
client18317,6,1512,1
client18318,245,54566,42
client18319,28,4796,7
client1832,22,3772,6
client18320,178,48247,36
client18321,7,653,1
client18322,479,130905,68
client18323,7,1672,1
client18324,6,18843,2
client18325,7,3241,1
client18326,2,8498,1
client18327,5,1305,1
client18328,46,7472,2
client18329,3,3221,3
client1833,1,369,1
client18330,3,1790,2
client18331,10,1784,2
client18332,15,817,4
client18333,3,1939,1
client18334,16,2221,5
client18335,50,7769,13
client18336,5,3155,2
client18337,101,16247,8
client18338,978,183575,9
client18339,39,11731,6
client1834,8,11253,3
client18340,2,138,1
client18341,3,7637,1
client18342,4,1073,2
client18343,86,30624,15
client18344,364,54140,23
client18345,2,142,2
client18346,19,18461,9
client18347,129,28432,27
client18348,32,3592,2
client18349,27,4445,3
client1835,54,6560,8
client18350,22,3305,9
client18351,77,26615,10
client18352,41,4878,5
client18353,18,11498,7
client18354,13,5327,1
client18355,40,5232,7
client18356,41,2047,4
client18357,33,4790,6
client18358,138,31251,11
client18359,26,2724,2
client1836,3,2019,1
client18360,21,5615,5
client18361,39,5062,2
client18362,1,1472,1
client18363,62,42797,12
client18364,13,2796,1
client18365,8,10212,4
client18366,72,14777,11
client18367,139,33111,12
client18368,15,2881,6
client18369,12,1488,1
client1837,8,3550,5
client18370,43,11131,5
client18371,13,3225,3
client18372,7,17469,4
client18373,65,12221,11
client18374,62,14464,11
client18375,118,18544,8
client18376,7,2185,3
client18377,17,5932,6
client18378,3,2447,2
client18379,27,1038,1
client1838,6,7344,2
client18380,36,14374,5
client18381,26,7739,3
client18382,39,15165,10
client18383,57,8151,6
client18384,7,5503,3
client18385,2,4768,2
client18386,18,7839,5
client18387,11,5167,2
client18388,7,1943,2
client18389,83,8809,13
client1839,5,1655,1
client18390,435,111331,44
client18391,4,2146,1
client18392,18,9535,2
client18393,36,8889,4
client18394,6,4364,5
client18395,5,6545,1
client18396,1,3999,1
client18397,15,2547,3
client18398,20,12597,2
client18399,4,6996,3
client184,62,15273,6
client1840,26,2923,4
client18400,1,125,1
client18401,8,441,1
client18402,28,6553,5
client18403,4,6292,1
client18404,25,2251,6
client18405,103,12847,21
client18406,55,2309,1
client18407,1,8999,1
client18408,29,13526,5
client18409,40,4055,1
client1841,110,14027,26
client18410,66,15546,6
client18411,5,1995,1
client18412,16,8305,4
client18413,27,7433,1
client18414,7,2367,1
client18415,52,15708,5
client18416,2,1198,1
client18417,37,7254,3
client18418,4,2513,2
client18419,172,81518,22
client1842,2,7298,1
client18420,67,36025,10
client18421,28,10187,4
client18422,6,1888,2
client18423,6,33880,2
client18424,18,2660,1
client18425,29,22622,2
client18426,20,2805,1
client18427,61,19443,8
client18428,1,16990,1
client18429,158,36401,9
client1843,6,1724,1
client18430,98,34984,6
client18431,30,10878,7
client18432,41,6611,3
client18433,3,7149,2
client18434,11,10289,2
client18435,184,31636,38
client18436,15,2930,5
client18437,644,154907,40
client18438,10,5590,1
client18439,34,9107,5
client1844,58,17799,3
client18440,30,3238,2
client18441,25,9522,6
client18442,9,899,2
client18443,3,2227,3
client18444,127,44692,32
client18445,14,1217,1
client18446,2,784,1
client18447,88,24549,5
client18448,5,136,1
client18449,1,99,1
client1845,24,3546,2
client18450,87,45672,9
client18451,294,49560,37
client18452,251,87480,16
client18453,150,40831,5
client18454,20,5220,4
client18455,34,8470,4
client18456,54,12581,5
client18457,93,36322,18
client18458,29,1775,4
client18459,50,19818,11
client1846,21,1799,1
client18460,9,2534,2
client18461,174,28704,31
client18462,21,1406,4
client18463,20,2969,1
client18464,56,6152,9
client18465,160,32469,6
client18466,8,976,1
client18467,28,9309,5
client18468,23,7716,1
client18469,5,3235,2
client1847,91,14173,9
client18470,9,28605,4
client18471,9,1739,1
client18472,18,17521,2
client18473,2,598,1
client18474,9,7596,1
client18475,7,753,3
client18476,7,17494,2
client18477,11,705,1
client18478,64,5535,8
client18479,15,14668,2
client1848,2,314,1
client18480,337,64646,48
client18481,148,9636,25
client18482,4,906,2
client18483,27,14930,7
client18484,5,1103,1
client18485,7,6513,3
client18486,8,2793,2
client18487,23,9505,1
