Дата создания,Дата построения профиля,Прогнозный период,Всего клиентов,Использованная модель,Средняя вероятность,Медианная вероятность,Минимальная вероятность,Максимальная вероятность,Прогнозируется возврат
2025-12-08 19:49:42,2019-10-01,2019-11-01 - 2019-12-01,41196,XGBClassifier,0.11550394,0.08225278,0.020612366,0.47867015,0
